"TF","HMVL_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"REL","0.79165900604833506","0.79165900604833506","0.79165900604833506","Activated","159","viper","159","0.79165900604833506",NA,NA,"3","GTEx--Coexpression(rank=171); ARCHS4--Coexpression(rank=948); Enrichr--Queries(rank=977)","390","0.10639999999999999","GTEx Coexpression,0.1064"
"KLF4","0.77348432823381141","0.77348432823381141","0.77348432823381141","Activated","160","viper","160","0.77348432823381141",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=110); GTEx--Coexpression(rank=172); Enrichr--Queries(rank=1276); ARCHS4--Coexpression(rank=1424)","357","0.09755999999999999","Literature ChIP-seq,0.09756"
"ELF1","-0.77162327024585953","-0.77162327024585953","0.77162327024585953","Repressed","161","viper","161","0.77162327024585953",NA,NA,"5","ENCODE--ChIP-seq(rank=46); Literature--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=100); GTEx--Coexpression(rank=288); ARCHS4--Coexpression(rank=1288)","644","0.17920000000000000","GTEx Coexpression,0.1792"
"PGR","-0.75989803958627744","-0.75989803958627744","0.75989803958627744","Repressed","162","viper","162","0.75989803958627744",NA,NA,"4","ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=544); ARCHS4--Coexpression(rank=651); GTEx--Coexpression(rank=1039)","1170","0.38750000000000001","Enrichr Queries,0.3875"
"STAT2","0.75988976341586945","0.75988976341586945","0.75988976341586945","Activated","163","viper","163","0.75988976341586945",NA,NA,"5","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=347); Enrichr--Queries(rank=1070); ARCHS4--Coexpression(rank=1392)","760","0.21590000000000001","GTEx Coexpression,0.2159"
"LEF1","-0.74732334503135611","-0.74732334503135611","0.74732334503135611","Repressed","164","viper","164","0.74732334503135611",NA,NA,"4","ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=274); GTEx--Coexpression(rank=409); ARCHS4--Coexpression(rank=499)","696","0.19520000000000001","Enrichr Queries,0.1952"
"BATF","0.73429439238621741","0.73429439238621741","0.73429439238621741","Activated","165","viper","165","0.73429439238621741",NA,NA,"5","ENCODE--ChIP-seq(rank=115); GTEx--Coexpression(rank=182); ReMap--ChIP-seq(rank=243); Enrichr--Queries(rank=1380); ARCHS4--Coexpression(rank=1451)","414","0.11330000000000000","GTEx Coexpression,0.1133"
"SRF","-0.72486366011135761","-0.72486366011135761","0.72486366011135761","Repressed","166","viper","166","0.72486366011135761",NA,NA,"6","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=44); ENCODE--ChIP-seq(rank=56); Enrichr--Queries(rank=602); ARCHS4--Coexpression(rank=790); GTEx--Coexpression(rank=1023)","530","0.14810000000000001","ReMap ChIP-seq,0.1481"
"HHEX","-0.72398929748376795","-0.72398929748376795","0.72398929748376795","Repressed","167","viper","167","0.72398929748376795",NA,NA,"4","ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=343); GTEx--Coexpression(rank=731); ARCHS4--Coexpression(rank=898)","846","0.24429999999999999","Enrichr Queries,0.2443"
"FOXA2","0.72106552949817604","0.72106552949817604","0.72106552949817604","Activated","168","viper","168","0.72106552949817604",NA,NA,"6","ENCODE--ChIP-seq(rank=92); Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=284); ARCHS4--Coexpression(rank=537); GTEx--Coexpression(rank=700); Enrichr--Queries(rank=1055)","1057","0.32990000000000003","ARCHS4 Coexpression,0.3299"
"ZBED1","-0.70905896621837050","-0.70905896621837050","0.70905896621837050","Repressed","169","viper","169","0.70905896621837050",NA,NA,"4","ReMap--ChIP-seq(rank=71); Enrichr--Queries(rank=492); ARCHS4--Coexpression(rank=1234); GTEx--Coexpression(rank=1574)","825","0.23910000000000001","ReMap ChIP-seq,0.2391"
"HOXA9","0.69731642296856944","0.69731642296856944","0.69731642296856944","Activated","170","viper","170","0.69731642296856944",NA,NA,"4","ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=318); ARCHS4--Coexpression(rank=615); Enrichr--Queries(rank=740)","705","0.19789999999999999","GTEx Coexpression,0.1979"
"NCOA3","0.68946378583364176","0.68946378583364176","0.68946378583364176","Activated","171","viper","171","0.68946378583364176",NA,NA,"4","GTEx--Coexpression(rank=84); ReMap--ChIP-seq(rank=179); Enrichr--Queries(rank=233); ARCHS4--Coexpression(rank=1557)","200","0.05227000000000000","GTEx Coexpression,0.05227"
"FOSL2","-0.68628952788356246","-0.68628952788356246","0.68628952788356246","Repressed","172","viper","172","0.68628952788356246",NA,NA,"5","ReMap--ChIP-seq(rank=58); ENCODE--ChIP-seq(rank=87); GTEx--Coexpression(rank=751); ARCHS4--Coexpression(rank=977); Enrichr--Queries(rank=1303)","697","0.19530000000000000","ReMap ChIP-seq,0.1953"
"JUND","-0.67109012325939499","-0.67109012325939499","0.67109012325939499","Repressed","173","viper","173","0.67109012325939499",NA,NA,"6","ENCODE--ChIP-seq(rank=48); Literature--ChIP-seq(rank=148); ReMap--ChIP-seq(rank=191); ARCHS4--Coexpression(rank=329); Enrichr--Queries(rank=554); GTEx--Coexpression(rank=699)","720","0.20210000000000000","ARCHS4 Coexpression,0.2021"
"TFAP2A","0.66571413914552913","0.66571413914552913","0.66571413914552913","Activated","174","viper","174","0.66571413914552913",NA,NA,"6","Literature--ChIP-seq(rank=88); ENCODE--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=123); GTEx--Coexpression(rank=259); ARCHS4--Coexpression(rank=275); Enrichr--Queries(rank=333)","578","0.16120000000000001","GTEx Coexpression,0.1612"
"DUX4","0.65974634351324213","0.65974634351324213","0.65974634351324213","Activated","175","viper","175","0.65974634351324213",NA,NA,"2","ReMap--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=1265)","215","0.05724000000000000","ReMap ChIP-seq,0.05724"
"MXI1","0.63967926474840120","0.63967926474840120","0.63967926474840120","Activated","176","viper","176","0.63967926474840120",NA,NA,"5","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=105); GTEx--Coexpression(rank=354); Enrichr--Queries(rank=802); ARCHS4--Coexpression(rank=1227)","344","0.09322000000000000","ENCODE ChIP-seq,0.09322"
"USF2","0.62433931334818094","0.62433931334818094","0.62433931334818094","Activated","177","viper","177","0.62433931334818094",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=600); GTEx--Coexpression(rank=975); ARCHS4--Coexpression(rank=1190)","901","0.26600000000000001","ReMap ChIP-seq,0.266"
"FOXP2","-0.61911038445403765","-0.61911038445403765","0.61911038445403765","Repressed","178","viper","178","0.61911038445403765",NA,NA,"6","ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=475); Enrichr--Queries(rank=827); ARCHS4--Coexpression(rank=994)","983","0.29559999999999992","GTEx Coexpression,0.2956"
"CTCFL","-0.60731950086719200","-0.60731950086719200","0.60731950086719200","Repressed","179","viper","179","0.60731950086719200",NA,NA,"5","ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=96); Enrichr--Queries(rank=106); GTEx--Coexpression(rank=427); ARCHS4--Coexpression(rank=453)","282","0.07550000000000000","Enrichr Queries,0.0755"
"GABPA","-0.59960487254304773","-0.59960487254304773","0.59960487254304773","Repressed","180","viper","180","0.59960487254304773",NA,NA,"6","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=106); Literature--ChIP-seq(rank=156); Enrichr--Queries(rank=214); ARCHS4--Coexpression(rank=241); GTEx--Coexpression(rank=945)","528","0.14799999999999999","ARCHS4 Coexpression,0.148"
"CEBPG","0.58919617906157995","0.58919617906157995","0.58919617906157995","Activated","181","viper","181","0.58919617906157995",NA,NA,"4","Enrichr--Queries(rank=137); ReMap--ChIP-seq(rank=145); ARCHS4--Coexpression(rank=229); GTEx--Coexpression(rank=1262)","358","0.09758000000000000","Enrichr Queries,0.09758"
"CDX2","0.58206140861256861","0.58206140861256861","0.58206140861256861","Activated","182","viper","182","0.58206140861256861",NA,NA,"5","Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=266); ARCHS4--Coexpression(rank=786); Enrichr--Queries(rank=1064); GTEx--Coexpression(rank=1189)","1342","0.48280000000000001","ARCHS4 Coexpression,0.4828"
"MAX","0.58081022032442953","0.58081022032442953","0.58081022032442953","Activated","183","viper","183","0.58081022032442953",NA,NA,"5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=873); Enrichr--Queries(rank=933); ARCHS4--Coexpression(rank=1132)","547","0.15250000000000000","ENCODE ChIP-seq,0.1525"
"GLI2","-0.57045109736688404","-0.57045109736688404","0.57045109736688404","Repressed","184","viper","184","0.57045109736688404",NA,NA,"3","ARCHS4--Coexpression(rank=276); Enrichr--Queries(rank=1080); GTEx--Coexpression(rank=1541)","608","0.16950000000000001","ARCHS4 Coexpression,0.1695"
"EPAS1","0.56646268739802308","0.56646268739802308","0.56646268739802308","Activated","185","viper","185","0.56646268739802308",NA,NA,"4","ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=804); Enrichr--Queries(rank=1181); ARCHS4--Coexpression(rank=1558)","1037","0.31990000000000002","ReMap ChIP-seq,0.3199"
"TEAD2","0.56026073269390764","0.56026073269390764","0.56026073269390764","Activated","186","viper","186","0.56026073269390764",NA,NA,"4","Enrichr--Queries(rank=73); ReMap--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=375); GTEx--Coexpression(rank=835)","199","0.05199000000000000","Enrichr Queries,0.05199"
"FOXA1","0.54985698256730320","0.54985698256730320","0.54985698256730320","Activated","187","viper","187","0.54985698256730320",NA,NA,"6","ENCODE--ChIP-seq(rank=71); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=403); GTEx--Coexpression(rank=1148); ARCHS4--Coexpression(rank=1347)","960","0.28699999999999998","Enrichr Queries,0.287"
"IRF2","-0.54676017307226099","-0.54676017307226099","0.54676017307226099","Repressed","188","viper","188","0.54676017307226099",NA,NA,"4","ReMap--ChIP-seq(rank=46); GTEx--Coexpression(rank=927); ARCHS4--Coexpression(rank=1062); Enrichr--Queries(rank=1323)","556","0.15490000000000001","ReMap ChIP-seq,0.1549"
"LHX2","0.52045751566196030","0.52045751566196030","0.52045751566196030","Activated","189","viper","189","0.52045751566196030",NA,NA,"4","ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=526); GTEx--Coexpression(rank=566); ARCHS4--Coexpression(rank=925)","1099","0.35220000000000001","GTEx Coexpression,0.3522"
"SOX10","0.50628772568204272","0.50628772568204272","0.50628772568204272","Activated","190","viper","190","0.50628772568204272",NA,NA,"4","ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=356); Enrichr--Queries(rank=771); ARCHS4--Coexpression(rank=864)","777","0.22150000000000000","GTEx Coexpression,0.2215"
"MAFF","0.49851582025879321","0.49851582025879321","0.49851582025879321","Activated","191","viper","191","0.49851582025879321",NA,NA,"5","ReMap--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=39); Enrichr--Queries(rank=889); GTEx--Coexpression(rank=1018); ARCHS4--Coexpression(rank=1093)","431","0.11780000000000000","ReMap ChIP-seq,0.1178"
"KLF6","0.49757849250516040","0.49757849250516040","0.49757849250516040","Activated","192","viper","192","0.49757849250516040",NA,NA,"4","ReMap--ChIP-seq(rank=126); ARCHS4--Coexpression(rank=394); Enrichr--Queries(rank=830); GTEx--Coexpression(rank=1259)","836","0.24199999999999999","ARCHS4 Coexpression,0.242"
"PAX6","-0.48036832769924642","-0.48036832769924642","0.48036832769924642","Repressed","193","viper","193","0.48036832769924642",NA,NA,"5","Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=1114); ARCHS4--Coexpression(rank=1275); GTEx--Coexpression(rank=1333)","401","0.10979999999999999","Literature ChIP-seq,0.1098"
"CEBPA","-0.47807387679035640","-0.47807387679035640","0.47807387679035640","Repressed","194","viper","194","0.47807387679035640",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=265); GTEx--Coexpression(rank=302); ARCHS4--Coexpression(rank=683); Enrichr--Queries(rank=1294)","506","0.14019999999999999","Literature ChIP-seq,0.1402"
"TCF7L2","-0.46547046665034991","-0.46547046665034991","0.46547046665034991","Repressed","195","viper","195","0.46547046665034991",NA,NA,"6","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=61); Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=429); Enrichr--Queries(rank=1189); GTEx--Coexpression(rank=1534)","489","0.13560000000000000","ENCODE ChIP-seq,0.1356"
"TP73","0.46431608043065298","0.46431608043065298","0.46431608043065298","Activated","196","viper","196","0.46431608043065298",NA,NA,"3","ARCHS4--Coexpression(rank=76); Enrichr--Queries(rank=113); GTEx--Coexpression(rank=123)","173","0.04668000000000000","ARCHS4 Coexpression,0.04668"
"ELK1","0.45636160827513322","0.45636160827513322","0.45636160827513322","Activated","197","viper","197","0.45636160827513322",NA,NA,"5","Literature--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=84); GTEx--Coexpression(rank=476); ARCHS4--Coexpression(rank=723)","716","0.20119999999999999","Literature ChIP-seq,0.2012"
"PKNOX1","0.45000625629184504","0.45000625629184504","0.45000625629184504","Activated","198","viper","198","0.45000625629184504",NA,NA,"4","ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=324); ARCHS4--Coexpression(rank=819); Enrichr--Queries(rank=918)","718","0.20160000000000000","GTEx Coexpression,0.2016"
"ZEB1","0.44852378077332822","0.44852378077332822","0.44852378077332822","Activated","199","viper","199","0.44852378077332822",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=1216); ARCHS4--Coexpression(rank=1475); GTEx--Coexpression(rank=1607)","1285","0.44779999999999998","ReMap ChIP-seq,0.4478"
"JUNB","0.44092453960271694","0.44092453960271694","0.44092453960271694","Activated","200","viper","200","0.44092453960271694",NA,NA,"4","ReMap--ChIP-seq(rank=291); GTEx--Coexpression(rank=896); ARCHS4--Coexpression(rank=902); Enrichr--Queries(rank=1267)","1441","0.55410000000000004","ARCHS4 Coexpression,0.5541"
"ATF3","-0.43692248260852329","-0.43692248260852329","0.43692248260852329","Repressed","201","viper","201","0.43692248260852329",NA,NA,"6","ENCODE--ChIP-seq(rank=63); Literature--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=194); Enrichr--Queries(rank=632); GTEx--Coexpression(rank=1076); ARCHS4--Coexpression(rank=1528)","1268","0.43900000000000000","Literature ChIP-seq,0.439"
"SP4","-0.43599402298092355","-0.43599402298092355","0.43599402298092355","Repressed","202","viper","202","0.43599402298092355",NA,NA,"5","ENCODE--ChIP-seq(rank=36); Enrichr--Queries(rank=188); ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=890); ARCHS4--Coexpression(rank=1231)","482","0.13389999999999999","Enrichr Queries,0.1339"
"ESR1","0.43158084214766584","0.43158084214766584","0.43158084214766584","Activated","203","viper","203","0.43158084214766584",NA,NA,"6","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=124); Literature--ChIP-seq(rank=144); Enrichr--Queries(rank=414); GTEx--Coexpression(rank=977); ARCHS4--Coexpression(rank=1189)","980","0.29490000000000000","Enrichr Queries,0.2949"
"RELB","0.42983895576106917","0.42983895576106917","0.42983895576106917","Activated","204","viper","204","0.42983895576106917",NA,NA,"4","ReMap--ChIP-seq(rank=73); GTEx--Coexpression(rank=545); Enrichr--Queries(rank=1281); ARCHS4--Coexpression(rank=1447)","850","0.24579999999999999","ReMap ChIP-seq,0.2458"
"BACH1","0.42535653340679841","0.42535653340679841","0.42535653340679841","Activated","205","viper","205","0.42535653340679841",NA,NA,"6","Literature--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=822); GTEx--Coexpression(rank=1551); ARCHS4--Coexpression(rank=1560)","808","0.23169999999999999","Literature ChIP-seq,0.2317"
"ARNTL","0.41488382642462679","0.41488382642462679","0.41488382642462679","Activated","206","viper","206","0.41488382642462679",NA,NA,"4","ReMap--ChIP-seq(rank=263); GTEx--Coexpression(rank=415); ARCHS4--Coexpression(rank=872); Enrichr--Queries(rank=1134)","879","0.25819999999999999","GTEx Coexpression,0.2582"
"ZNF217","0.40400997218066859","0.40400997218066859","0.40400997218066859","Activated","207","viper","207","0.40400997218066859",NA,NA,"6","ENCODE--ChIP-seq(rank=112); Literature--ChIP-seq(rank=125); GTEx--Coexpression(rank=136); Enrichr--Queries(rank=163); ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=1333)","315","0.08463000000000000","GTEx Coexpression,0.08463"
"IRF9","0.39947790402673838","0.39947790402673838","0.39947790402673838","Activated","208","viper","208","0.39947790402673838",NA,NA,"4","ReMap--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=979); Enrichr--Queries(rank=1025); GTEx--Coexpression(rank=1114)","1179","0.39060000000000000","ReMap ChIP-seq,0.3906"
"ATF4","0.39047709056701829","0.39047709056701829","0.39047709056701829","Activated","209","viper","209","0.39047709056701829",NA,NA,"4","ARCHS4--Coexpression(rank=269); ReMap--ChIP-seq(rank=273); Enrichr--Queries(rank=424); GTEx--Coexpression(rank=652)","592","0.16520000000000001","ARCHS4 Coexpression,0.1652"
"STAT4","0.38550932701320895","0.38550932701320895","0.38550932701320895","Activated","210","viper","210","0.38550932701320895",NA,NA,"4","Literature--ChIP-seq(rank=104); GTEx--Coexpression(rank=186); Enrichr--Queries(rank=902); ARCHS4--Coexpression(rank=1505)","422","0.11570000000000000","GTEx Coexpression,0.1157"
"ZNF592","-0.36577240315723270","-0.36577240315723270","0.36577240315723270","Repressed","211","viper","211","0.36577240315723270",NA,NA,"4","ReMap--ChIP-seq(rank=198); Enrichr--Queries(rank=658); GTEx--Coexpression(rank=666); ARCHS4--Coexpression(rank=978)","1224","0.41439999999999999","GTEx Coexpression,0.4144"
"HSF1","-0.35885933960553845","-0.35885933960553845","0.35885933960553845","Repressed","212","viper","212","0.35885933960553845",NA,NA,"5","Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=96); ENCODE--ChIP-seq(rank=102); GTEx--Coexpression(rank=479); ARCHS4--Coexpression(rank=720)","989","0.29809999999999992","GTEx Coexpression,0.2981"
"EGR1","0.35188654302461031","0.35188654302461031","0.35188654302461031","Activated","213","viper","213","0.35188654302461031",NA,NA,"6","Literature--ChIP-seq(rank=45); ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=122); Enrichr--Queries(rank=578); ARCHS4--Coexpression(rank=1218); GTEx--Coexpression(rank=1586)","924","0.27439999999999998","Literature ChIP-seq,0.2744"
"GATA1","0.34291315353721663","0.34291315353721663","0.34291315353721663","Activated","214","viper","214","0.34291315353721663",NA,NA,"6","ENCODE--ChIP-seq(rank=26); Enrichr--Queries(rank=94); Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=995); GTEx--Coexpression(rank=1396)","251","0.06695000000000000","Enrichr Queries,0.06695"
"HOXB13","0.33992345642207228","0.33992345642207228","0.33992345642207228","Activated","215","viper","215","0.33992345642207228",NA,NA,"4","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=344); Enrichr--Queries(rank=381); ARCHS4--Coexpression(rank=1239)","752","0.21410000000000001","GTEx Coexpression,0.2141"
"HBP1","-0.32751933614291806","-0.32751933614291806","0.32751933614291806","Repressed","216","viper","216","0.32751933614291806",NA,NA,"4","ARCHS4--Coexpression(rank=83); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=326); Enrichr--Queries(rank=331)","195","0.05098000000000000","ARCHS4 Coexpression,0.05098"
"ZNF384","-0.32366098633431861","-0.32366098633431861","0.32366098633431861","Repressed","217","viper","217","0.32366098633431861",NA,NA,"5","ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=357); Enrichr--Queries(rank=360); GTEx--Coexpression(rank=1142)","770","0.21929999999999999","ARCHS4 Coexpression,0.2193"
"PAX5","0.31513909586709676","0.31513909586709676","0.31513909586709676","Activated","218","viper","218","0.31513909586709676",NA,NA,"5","ENCODE--ChIP-seq(rank=41); GTEx--Coexpression(rank=66); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=555); Enrichr--Queries(rank=605)","150","0.04107000000000000","GTEx Coexpression,0.04107"
"FOSL1","0.28937479822407808","0.28937479822407808","0.28937479822407808","Activated","219","viper","219","0.28937479822407808",NA,NA,"5","Enrichr--Queries(rank=55); ENCODE--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=89); GTEx--Coexpression(rank=161); ReMap--ChIP-seq(rank=289)","143","0.03917000000000000","Enrichr Queries,0.03917"
"STAT3","0.28847128280040041","0.28847128280040041","0.28847128280040041","Activated","220","viper","220","0.28847128280040041",NA,NA,"6","Literature--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=398); Enrichr--Queries(rank=783); GTEx--Coexpression(rank=874)","847","0.24450000000000000","ARCHS4 Coexpression,0.2445"
"CREM","0.27180090175678329","0.27180090175678329","0.27180090175678329","Activated","221","viper","221","0.27180090175678329",NA,NA,"5","Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=355); Enrichr--Queries(rank=779); ARCHS4--Coexpression(rank=1512)","297","0.07926999999999999","Literature ChIP-seq,0.07927"
"FOS","0.26858815478609810","0.26858815478609810","0.26858815478609810","Activated","222","viper","222","0.26858815478609810",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=230); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=295); GTEx--Coexpression(rank=1115)","194","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"CUX1","0.26662324602066317","0.26662324602066317","0.26662324602066317","Activated","223","viper","223","0.26662324602066317",NA,NA,"6","Literature--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=74); ReMap--ChIP-seq(rank=248); Enrichr--Queries(rank=1321); ARCHS4--Coexpression(rank=1444)","170","0.04605000000000000","GTEx Coexpression,0.04605"
"ZNF143","-0.26620281562964826","-0.26620281562964826","0.26620281562964826","Repressed","224","viper","224","0.26620281562964826",NA,NA,"5","ReMap--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=27); Enrichr--Queries(rank=149); ARCHS4--Coexpression(rank=608); GTEx--Coexpression(rank=895)","253","0.06734000000000000","ReMap ChIP-seq,0.06734"
"SIX5","-0.26395779427545796","-0.26395779427545796","0.26395779427545796","Repressed","225","viper","225","0.26395779427545796",NA,NA,"5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=74); Enrichr--Queries(rank=809); GTEx--Coexpression(rank=1004); ARCHS4--Coexpression(rank=1033)","861","0.24920000000000000","ReMap ChIP-seq,0.2492"
"TCF7","-0.25350047516622298","-0.25350047516622298","0.25350047516622298","Repressed","226","viper","226","0.25350047516622298",NA,NA,"5","Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=223); ARCHS4--Coexpression(rank=462); GTEx--Coexpression(rank=798); Enrichr--Queries(rank=1360)","951","0.28380000000000000","ARCHS4 Coexpression,0.2838"
"FLI1","0.25260475717950343","0.25260475717950343","0.25260475717950343","Activated","227","viper","227","0.25260475717950343",NA,NA,"6","ENCODE--ChIP-seq(rank=7); Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=968); GTEx--Coexpression(rank=1108); Enrichr--Queries(rank=1146)","223","0.05932000000000000","ENCODE ChIP-seq,0.05932"
"KMT2A","0.24523774262078127","0.24523774262078127","0.24523774262078127","Activated","228","viper","228","0.24523774262078127",NA,NA,"3","ReMap--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=1364); GTEx--Coexpression(rank=1468)","496","0.13800000000000001","ReMap ChIP-seq,0.138"
"SNAI2","-0.23078679115910608","-0.23078679115910608","0.23078679115910608","Repressed","229","viper","229","0.23078679115910608",NA,NA,"4","ReMap--ChIP-seq(rank=128); Enrichr--Queries(rank=749); ARCHS4--Coexpression(rank=829); GTEx--Coexpression(rank=1547)","1252","0.43099999999999999","ReMap ChIP-seq,0.431"
"ZBTB7A","-0.22701030857301432","-0.22701030857301432","0.22701030857301432","Repressed","230","viper","230","0.22701030857301432",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=131); ARCHS4--Coexpression(rank=1105); Enrichr--Queries(rank=1298); GTEx--Coexpression(rank=1429)","1273","0.44109999999999999","ReMap ChIP-seq,0.4411"
"THAP1","-0.20271112749305609","-0.20271112749305609","0.20271112749305609","Repressed","231","viper","231","0.20271112749305609",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=238); ARCHS4--Coexpression(rank=571); GTEx--Coexpression(rank=1414)","607","0.16950000000000001","Enrichr Queries,0.1695"
"MAF","-0.19614017184931307","-0.19614017184931307","0.19614017184931307","Repressed","232","viper","232","0.19614017184931307",NA,NA,"4","ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=177); ARCHS4--Coexpression(rank=848); Enrichr--Queries(rank=1130)","403","0.11010000000000000","GTEx Coexpression,0.1101"
"STAT6","-0.18943064248533376","-0.18943064248533376","0.18943064248533376","Repressed","233","viper","233","0.18943064248533376",NA,NA,"4","Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=278); ARCHS4--Coexpression(rank=966); Enrichr--Queries(rank=1310)","619","0.17299999999999999","GTEx Coexpression,0.173"
"CEBPD","0.18561087820728023","0.18561087820728023","0.18561087820728023","Activated","234","viper","234","0.18561087820728023",NA,NA,"5","ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=85); Literature--ChIP-seq(rank=132); GTEx--Coexpression(rank=822); ARCHS4--Coexpression(rank=1492)","757","0.21550000000000000","ReMap ChIP-seq,0.2155"
"RUNX3","0.18213152932925791","0.18213152932925791","0.18213152932925791","Activated","235","viper","235","0.18213152932925791",NA,NA,"5","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=800); GTEx--Coexpression(rank=880); Enrichr--Queries(rank=991)","404","0.11020000000000001","ENCODE ChIP-seq,0.1102"
"SREBF1","-0.18174061066136399","-0.18174061066136399","0.18174061066136399","Repressed","236","viper","236","0.18174061066136399",NA,NA,"6","ReMap--ChIP-seq(rank=55); Literature--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=807); Enrichr--Queries(rank=1311); GTEx--Coexpression(rank=1548)","661","0.18520000000000000","ReMap ChIP-seq,0.1852"
"NR2F6","0.17747163207833577","0.17747163207833577","0.17747163207833577","Activated","237","viper","237","0.17747163207833577",NA,NA,"4","Enrichr--Queries(rank=131); ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=858)","345","0.09329999999999999","Enrichr Queries,0.0933"
