"TF","RKO","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TP73","3.01376587020489684","0.11154867627206901","1.56265727323848291","1.56265727323848291","Activated","151","viper","151","1.56265727323848291",NA,NA,"3","ARCHS4--Coexpression(rank=353); GTEx--Coexpression(rank=602); Enrichr--Queries(rank=912)","743","0.216799999999999993","ARCHS4 Coexpression,0.2168"
"MYCN","-2.01195438520171166","-1.05638125719104314","-1.53416782119637740","1.53416782119637740","Repressed","152","viper","152","1.53416782119637740",NA,NA,"5","Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=469); GTEx--Coexpression(rank=702); ARCHS4--Coexpression(rank=789)","1039","0.334000000000000019","Enrichr Queries,0.334"
"WT1","0.50513673678405602","2.53248405139069721","1.51881039408737673","1.51881039408737673","Activated","153","viper","153","1.51881039408737673",NA,NA,"4","Literature--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=302); Enrichr--Queries(rank=312); GTEx--Coexpression(rank=1407)","441","0.115900000000000003","Literature ChIP-seq,0.1159"
"FOSL1","1.82070278758319337","1.21363816936995228","1.51717047847657271","1.51717047847657271","Activated","154","viper","154","1.51717047847657271",NA,NA,"5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); ARCHS4--Coexpression(rank=53); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=1366)","116","0.025420000000000002","ENCODE ChIP-seq,0.02542"
"HINFP","-2.07026742126504493","0.95410547856904315","-0.55808097134800083","1.51218644991704410","Repressed","155","viper","155","1.51218644991704410",NA,NA,"3","ReMap--ChIP-seq(rank=217); GTEx--Coexpression(rank=648); ARCHS4--Coexpression(rank=1416)","1183","0.403200000000000003","GTEx Coexpression,0.4032"
"SP1","-0.34945157119374276","2.61983094494230073","1.13518968687427901","1.48464125806802172","Activated","156","viper","156","1.48464125806802172",NA,NA,"5","ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=961); Enrichr--Queries(rank=963); GTEx--Coexpression(rank=1102)","1237","0.434300000000000019","ReMap ChIP-seq,0.4343"
"TCF7","1.19284932042247682","1.76864345550516888","1.48074638796382274","1.48074638796382274","Activated","157","viper","157","1.48074638796382274",NA,NA,"5","ReMap--ChIP-seq(rank=26); Literature--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=270); Enrichr--Queries(rank=345); GTEx--Coexpression(rank=828)","347","0.087540000000000007","ReMap ChIP-seq,0.08754"
"TWIST1","2.64413584035401694","-0.31236844875450576","1.16588369579975559","1.47825214455426135","Activated","158","viper","158","1.47825214455426135",NA,NA,"4","ARCHS4--Coexpression(rank=118); ReMap--ChIP-seq(rank=137); GTEx--Coexpression(rank=174); Enrichr--Queries(rank=605)","299","0.072480000000000003","ARCHS4 Coexpression,0.07248"
"E2F5","-1.81125462336367993","-1.11616473726767573","-1.46370968031567772","1.46370968031567772","Repressed","159","viper","159","1.46370968031567772",NA,NA,"4","ReMap--ChIP-seq(rank=88); Enrichr--Queries(rank=458); GTEx--Coexpression(rank=991); ARCHS4--Coexpression(rank=1365)","950","0.296300000000000008","ReMap ChIP-seq,0.2963"
"SMAD5","-1.50690810912793416","-1.39884715256833880","-1.45287763084813637","1.45287763084813637","Repressed","160","viper","160","1.45287763084813637",NA,NA,"4","ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=1068); GTEx--Coexpression(rank=1347); ARCHS4--Coexpression(rank=1545)","1585","0.760700000000000043","Enrichr Queries,0.7607"
"ATF7","2.79672866561280964","0.10389517228431266","1.45031191894856115","1.45031191894856115","Activated","161","viper","161","1.45031191894856115",NA,NA,"4","ReMap--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=309); GTEx--Coexpression(rank=682); Enrichr--Queries(rank=751)","573","0.154900000000000010","ReMap ChIP-seq,0.1549"
"FOXA2",NA,"1.44028577720566608","1.44028577720566608","1.44028577720566608","Activated","162","viper","162","1.44028577720566608",NA,NA,"6","ENCODE--ChIP-seq(rank=24); Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=36); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=552); ARCHS4--Coexpression(rank=684)","458","0.121200000000000002","ReMap ChIP-seq,0.1212"
"MEF2C","2.13744851420222348","0.67621207577049458","1.40683029498635914","1.40683029498635914","Activated","163","viper","163","1.40683029498635914",NA,NA,"5","ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=51); Enrichr--Queries(rank=63); ENCODE--ChIP-seq(rank=118); GTEx--Coexpression(rank=229)","141","0.031329999999999997","ARCHS4 Coexpression,0.03133"
"NR3C1","0.87148588449206321","-1.90778701432222086","-0.51815056491507883","1.38963644940714204","Repressed","164","viper","164","1.38963644940714204",NA,NA,"6","ARCHS4--Coexpression(rank=10); ENCODE--ChIP-seq(rank=13); Enrichr--Queries(rank=43); Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=1302)","28","0.006143000000000000","ARCHS4 Coexpression,0.006143"
"MITF","1.45057803305954880","1.32185453405664011","1.38621628355809445","1.38621628355809445","Activated","165","viper","165","1.38621628355809445",NA,NA,"5","Enrichr--Queries(rank=5); ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=252); GTEx--Coexpression(rank=869)","15","0.003561000000000000","Enrichr Queries,0.003561"
"BCL6","-2.16967139801736097","0.58031932061225067","-0.79467603870255510","1.37499535931480588","Repressed","166","viper","166","1.37499535931480588",NA,NA,"5","Enrichr--Queries(rank=80); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=408); GTEx--Coexpression(rank=829)","244","0.056980000000000003","Enrichr Queries,0.05698"
"KLF3","1.38083673510584304","1.36282981634277922","1.37183327572431102","1.37183327572431102","Activated","167","viper","167","1.37183327572431102",NA,NA,"4","ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=146); ARCHS4--Coexpression(rank=285); GTEx--Coexpression(rank=885)","47","0.010100000000000000","ReMap ChIP-seq,0.0101"
"YY1","-0.80867204808852677","-1.92411497464490244","-1.36639351136671472","1.36639351136671472","Repressed","168","viper","168","1.36639351136671472",NA,NA,"6","Literature--ChIP-seq(rank=90); ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=212); ARCHS4--Coexpression(rank=1148); Enrichr--Queries(rank=1341); GTEx--Coexpression(rank=1384)","1402","0.548799999999999955","Literature ChIP-seq,0.5488"
"KLF1","1.71028679971110176","-1.01562445906989707","0.34733117032060234","1.36295562939049941","Activated","169","viper","169","1.36295562939049941",NA,NA,"5","Literature--ChIP-seq(rank=137); ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=712); Enrichr--Queries(rank=856); GTEx--Coexpression(rank=1184)","1240","0.437300000000000022","ARCHS4 Coexpression,0.4373"
"MAX","2.26495386493213680","-0.44367293103384248","0.91064046694914713","1.35431339798298955","Activated","170","viper","170","1.35431339798298955",NA,NA,"5","ENCODE--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=111); ReMap--ChIP-seq(rank=205); GTEx--Coexpression(rank=416); Enrichr--Queries(rank=840)","283","0.068180000000000004","ARCHS4 Coexpression,0.06818"
"RARA","0.97955422625360677","1.70200914247407531","1.34078168436384093","1.34078168436384093","Activated","171","viper","171","1.34078168436384093",NA,NA,"5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=176); ARCHS4--Coexpression(rank=696); GTEx--Coexpression(rank=1127)","471","0.125400000000000011","Enrichr Queries,0.1254"
"ATF6","0.07634891958783491","2.57388390736678252","1.32511641347730880","1.32511641347730880","Activated","172","viper","172","1.32511641347730880",NA,NA,"3","Enrichr--Queries(rank=352); ARCHS4--Coexpression(rank=878); GTEx--Coexpression(rank=1047)","830","0.250699999999999978","Enrichr Queries,0.2507"
"FOXL2","0.37320592587901008","2.25839697626966673","1.31580145107433832","1.31580145107433832","Activated","173","viper","173","1.31580145107433832",NA,NA,"3","Enrichr--Queries(rank=766); ARCHS4--Coexpression(rank=849); GTEx--Coexpression(rank=1527)","1374","0.521499999999999964","ARCHS4 Coexpression,0.5215"
"KDM5B","2.34260766888699523","-0.28412910506143141","1.02923928191278202","1.31336838697421321","Activated","174","viper","174","1.31336838697421321",NA,NA,"5","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=128); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=988); ARCHS4--Coexpression(rank=1102)","1231","0.430999999999999994","ReMap ChIP-seq,0.431"
"NEUROD1","1.01216247268369575","-1.60063612427900059","-0.29423682579765242","1.30639929848134817","Repressed","175","viper","175","1.30639929848134817",NA,NA,"4","ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=338); Enrichr--Queries(rank=684); ARCHS4--Coexpression(rank=769)","733","0.210299999999999987","GTEx Coexpression,0.2103"
"NR1H2","0.51510046509565832","2.08299022879168172","1.29904534694367002","1.29904534694367002","Activated","176","viper","176","1.29904534694367002",NA,NA,"4","ReMap--ChIP-seq(rank=42); GTEx--Coexpression(rank=85); Enrichr--Queries(rank=639); ARCHS4--Coexpression(rank=1198)","233","0.052890000000000000","GTEx Coexpression,0.05289"
"HNF4G","2.51986738390010245","-0.03478649503964158","1.24254044443023037","1.27732693946987208","Activated","177","viper","177","1.27732693946987208",NA,NA,"5","ReMap--ChIP-seq(rank=81); ENCODE--ChIP-seq(rank=116); Enrichr--Queries(rank=319); ARCHS4--Coexpression(rank=954); GTEx--Coexpression(rank=1398)","767","0.227200000000000013","Enrichr Queries,0.2272"
"USF1","-1.82692903765175174","-0.72418059077616348","-1.27555481421395767","1.27555481421395767","Repressed","178","viper","178","1.27555481421395767",NA,NA,"5","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=638); Enrichr--Queries(rank=845); GTEx--Coexpression(rank=1118)","821","0.245799999999999991","ENCODE ChIP-seq,0.2458"
"CREB3","-2.21042713201474550","-0.33341668207124825","-1.27192190704299679","1.27192190704299679","Repressed","179","viper","179","1.27192190704299679",NA,NA,"4","ARCHS4--Coexpression(rank=69); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=290); GTEx--Coexpression(rank=1194)","191","0.042380000000000001","ARCHS4 Coexpression,0.04238"
"MYB","-1.35998889256942368","-1.17006292571085768","-1.26502590914014057","1.26502590914014057","Repressed","180","viper","180","1.26502590914014057",NA,NA,"6","Literature--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=606); ARCHS4--Coexpression(rank=837); GTEx--Coexpression(rank=1147)","1202","0.414600000000000024","Literature ChIP-seq,0.4146"
"TCF3","-1.35855257848127597","-1.15663609929061728","-1.25759433888594652","1.25759433888594652","Repressed","181","viper","181","1.25759433888594652",NA,NA,"6","Literature--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=1002); GTEx--Coexpression(rank=1176); Enrichr--Queries(rank=1304)","728","0.207300000000000012","Literature ChIP-seq,0.2073"
"ZEB1","0.36936821709688850","2.12808260573024555","1.24872541141356708","1.24872541141356708","Activated","182","viper","182","1.24872541141356708",NA,NA,"5","ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=22); Enrichr--Queries(rank=126); GTEx--Coexpression(rank=166); ARCHS4--Coexpression(rank=1030)","269","0.063969999999999999","ReMap ChIP-seq,0.06397"
"SMAD4","0.68123332499556644","1.81231857264117568","1.24677594881837095","1.24677594881837095","Activated","183","viper","183","1.24677594881837095",NA,NA,"5","Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=814); GTEx--Coexpression(rank=943); Enrichr--Queries(rank=1241)","541","0.146300000000000013","Literature ChIP-seq,0.1463"
"EHF","2.30981905654013930","-0.13965430535825929","1.08508237559094001","1.22473668094919930","Activated","184","viper","184","1.22473668094919930",NA,NA,"4","Enrichr--Queries(rank=247); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=467); ARCHS4--Coexpression(rank=759)","638","0.175900000000000001","Enrichr Queries,0.1759"
"RFX2","1.47715692404131294","-0.95508296399603043","0.26103698002264125","1.21611994401867163","Activated","185","viper","185","1.21611994401867163",NA,NA,"4","ReMap--ChIP-seq(rank=221); Enrichr--Queries(rank=240); ARCHS4--Coexpression(rank=349); GTEx--Coexpression(rank=1459)","622","0.170899999999999996","Enrichr Queries,0.1709"
"BHLHE40","-2.30157107754914536","0.11776340449822546","-1.09190383652545986","1.20966724102368550","Repressed","186","viper","186","1.20966724102368550",NA,NA,"4","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=16); GTEx--Coexpression(rank=159); ReMap--ChIP-seq(rank=171)","44","0.009828000000000000","ARCHS4 Coexpression,0.009828"
"EGR1","0.70553526528610799","1.68945114990997225","1.19749320759804023","1.19749320759804023","Activated","187","viper","187","1.19749320759804023",NA,NA,"6","Enrichr--Queries(rank=23); GTEx--Coexpression(rank=36); Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=140)","74","0.016379999999999999","Enrichr Queries,0.01638"
"PRDM1","1.64268628865266053","0.74533246046858270","1.19400937456062151","1.19400937456062151","Activated","188","viper","188","1.19400937456062151",NA,NA,"5","Enrichr--Queries(rank=9); ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=61); GTEx--Coexpression(rank=124); ARCHS4--Coexpression(rank=200)","30","0.006410000000000000","Enrichr Queries,0.00641"
"NR5A2","2.17502517652547178","0.17385633547179466","1.17444075599863318","1.17444075599863318","Activated","189","viper","189","1.17444075599863318",NA,NA,"4","GTEx--Coexpression(rank=119); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=575); ARCHS4--Coexpression(rank=608)","304","0.074050000000000005","GTEx Coexpression,0.07405"
"CEBPA","0.69496925417751121","1.65384191655849788","1.17440558536800443","1.17440558536800443","Activated","190","viper","190","1.17440558536800443",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=33); Enrichr--Queries(rank=90); GTEx--Coexpression(rank=133); ARCHS4--Coexpression(rank=288)","137","0.030490000000000000","Literature ChIP-seq,0.03049"
"SPIB","2.04698710679092732","0.28658098073881605","1.16678404376487177","1.16678404376487177","Activated","191","viper","191","1.16678404376487177",NA,NA,"4","ReMap--ChIP-seq(rank=15); GTEx--Coexpression(rank=155); ARCHS4--Coexpression(rank=525); Enrichr--Queries(rank=540)","223","0.050509999999999999","ReMap ChIP-seq,0.05051"
"BACH1","1.32326671389468808","0.98622575629232523","1.15474623509350671","1.15474623509350671","Activated","192","viper","192","1.15474623509350671",NA,NA,"6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=71); Enrichr--Queries(rank=75); ARCHS4--Coexpression(rank=142); ReMap--ChIP-seq(rank=160); GTEx--Coexpression(rank=539)","27","0.006098000000000000","Literature ChIP-seq,0.006098"
"TP63","1.59063150199389280","-0.68922139977793251","0.45070505110798015","1.13992645088591260","Activated","193","viper","193","1.13992645088591260",NA,NA,"5","Literature--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=267); Enrichr--Queries(rank=387); ARCHS4--Coexpression(rank=760); GTEx--Coexpression(rank=818)","896","0.275600000000000012","Enrichr Queries,0.2756"
"TBP","0.57729537531693853","1.69647051031963203","1.13688294281828517","1.13688294281828517","Activated","194","viper","194","1.13688294281828517",NA,NA,"5","Literature--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=208); GTEx--Coexpression(rank=1206); ARCHS4--Coexpression(rank=1462)","748","0.219500000000000001","Literature ChIP-seq,0.2195"
"ZFX","-1.14212773979732884","1.11319504365719979","-0.01446634807006453","1.12766139172726421","Repressed","195","viper","195","1.12766139172726421",NA,NA,"5","Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=280); GTEx--Coexpression(rank=873); Enrichr--Queries(rank=1250); ARCHS4--Coexpression(rank=1606)","1392","0.543200000000000016","GTEx Coexpression,0.5432"
"NR4A1","0.63097454435091360","1.58614792511176739","1.10856123473134049","1.10856123473134049","Activated","196","viper","196","1.10856123473134049",NA,NA,"4","ARCHS4--Coexpression(rank=8); Enrichr--Queries(rank=130); ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=497)","21","0.004914000000000000","ARCHS4 Coexpression,0.004914"
"SMAD1","2.12315508165114375","-0.07344996934858899","1.02485255615127735","1.09830252549986640","Activated","197","viper","197","1.09830252549986640",NA,NA,"5","Literature--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=122); Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=262); GTEx--Coexpression(rank=1207)","568","0.153100000000000014","Enrichr Queries,0.1531"
"ELK4","-0.38385862631238338","1.79664653056934620","0.70639395212848144","1.09025257844086476","Activated","198","viper","198","1.09025257844086476",NA,NA,"5","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=289); ARCHS4--Coexpression(rank=542); Enrichr--Queries(rank=839); GTEx--Coexpression(rank=950)","1035","0.332899999999999918","ARCHS4 Coexpression,0.3329"
"LEF1","-0.43606143172071354","-1.72301397157344183","-1.07953770164707774","1.07953770164707774","Repressed","199","viper","199","1.07953770164707774",NA,NA,"4","ReMap--ChIP-seq(rank=189); Enrichr--Queries(rank=276); ARCHS4--Coexpression(rank=582); GTEx--Coexpression(rank=1321)","695","0.196599999999999997","Enrichr Queries,0.1966"
"ELK1","0.16351125178489612","1.95113886121785796","1.05732505650137698","1.05732505650137698","Activated","200","viper","200","1.05732505650137698",NA,NA,"5","ENCODE--ChIP-seq(rank=89); Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=291); GTEx--Coexpression(rank=1069); ARCHS4--Coexpression(rank=1435)","1519","0.665200000000000014","GTEx Coexpression,0.6652"
"CUX1","0.84412169167017925","-1.25110202090539357","-0.20349016461760716","1.04761185628778630","Repressed","201","viper","201","1.04761185628778630",NA,NA,"6","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=107); Literature--ChIP-seq(rank=141); GTEx--Coexpression(rank=426); ARCHS4--Coexpression(rank=683); Enrichr--Queries(rank=739)","866","0.265100000000000002","GTEx Coexpression,0.2651"
"RELB","0.94811854793716588","1.11628542892587168","1.03220198843151878","1.03220198843151878","Activated","202","viper","202","1.03220198843151878",NA,NA,"4","ARCHS4--Coexpression(rank=29); ReMap--ChIP-seq(rank=72); Enrichr--Queries(rank=88); GTEx--Coexpression(rank=161)","82","0.017809999999999999","ARCHS4 Coexpression,0.01781"
"CDX2","1.33257951003718134","-0.72552383806949661","0.30352783598384236","1.02905167405333886","Activated","203","viper","203","1.02905167405333886",NA,NA,"5","Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=761); Enrichr--Queries(rank=775); ARCHS4--Coexpression(rank=1012)","1181","0.402399999999999980","Literature ChIP-seq,0.4024"
"BCL11A","1.72974168447226440","-0.31212696913507537","0.70880735766859448","1.02093432680366991","Activated","204","viper","204","1.02093432680366991",NA,NA,"5","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=118); ARCHS4--Coexpression(rank=570); Enrichr--Queries(rank=604); GTEx--Coexpression(rank=849)","883","0.271199999999999997","ENCODE ChIP-seq,0.2712"
"TEAD2","1.52946192006481252","0.48013491494639998","1.00479841750560617","1.00479841750560617","Activated","205","viper","205","1.00479841750560617",NA,NA,"4","ReMap--ChIP-seq(rank=224); Enrichr--Queries(rank=594); GTEx--Coexpression(rank=868); ARCHS4--Coexpression(rank=942)","1215","0.423099999999999976","Enrichr Queries,0.4231"
"NR2F6","-0.79573248232365423","1.20712998109179948","0.20569874938407262","1.00143123170772697","Activated","206","viper","206","1.00143123170772697",NA,NA,"4","ReMap--ChIP-seq(rank=103); Enrichr--Queries(rank=705); ARCHS4--Coexpression(rank=1017); GTEx--Coexpression(rank=1159)","1063","0.346799999999999997","ReMap ChIP-seq,0.3468"
"ZKSCAN1","0.50285381484160918","-1.49125621037591993","-0.49420119776715538","0.99705501260876450","Repressed","207","viper","207","0.99705501260876450",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=283); GTEx--Coexpression(rank=912); ARCHS4--Coexpression(rank=939); Enrichr--Queries(rank=1231)","1218","0.423700000000000021","ENCODE ChIP-seq,0.4237"
"ZNF740","0.19145882541352335","-1.78830105564255959","-0.79842111511451808","0.98987994052804151","Repressed","208","viper","208","0.98987994052804151",NA,NA,"4","ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=587); Enrichr--Queries(rank=964); GTEx--Coexpression(rank=1535)","1093","0.360599999999999976","ARCHS4 Coexpression,0.3606"
"XBP1","1.92827023396126762","-0.05020303282113692","0.93903360057006535","0.98923663339120227","Activated","209","viper","209","0.98923663339120227",NA,NA,"4","ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=333); Enrichr--Queries(rank=337); ARCHS4--Coexpression(rank=686)","727","0.207199999999999995","GTEx Coexpression,0.2072"
"STAT6","0.91810033627639709","1.00709356466002853","0.96259695046821281","0.96259695046821281","Activated","210","viper","210","0.96259695046821281",NA,NA,"4","Literature--ChIP-seq(rank=50); Enrichr--Queries(rank=139); ARCHS4--Coexpression(rank=333); GTEx--Coexpression(rank=1067)","385","0.099000000000000005","Enrichr Queries,0.099"
"ZNF143","1.63479739689411296","0.28958491233818368","0.96219115461614835","0.96219115461614835","Activated","211","viper","211","0.96219115461614835",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=804); GTEx--Coexpression(rank=939); ARCHS4--Coexpression(rank=1506)","910","0.279500000000000026","ReMap ChIP-seq,0.2795"
"RFX1","1.77594601743313274","0.10270617789438202","0.93932609766375741","0.93932609766375741","Activated","212","viper","212","0.93932609766375741",NA,NA,"4","ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=900); Enrichr--Queries(rank=1323); GTEx--Coexpression(rank=1334)","1408","0.552799999999999958","ARCHS4 Coexpression,0.5528"
"ATF3","-0.71499997004896487","-1.15521555881257409","-0.93510776443076948","0.93510776443076948","Repressed","213","viper","213","0.93510776443076948",NA,NA,"6","ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=37); Literature--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=48); GTEx--Coexpression(rank=244)","119","0.026349999999999998","Enrichr Queries,0.02635"
"MNT","-1.10754286625031062","0.75590054586988820","-0.17582116019021121","0.93172170606009941","Repressed","214","viper","214","0.93172170606009941",NA,NA,"4","ReMap--ChIP-seq(rank=253); Enrichr--Queries(rank=342); GTEx--Coexpression(rank=1001); ARCHS4--Coexpression(rank=1062)","814","0.243600000000000011","Enrichr Queries,0.2436"
"USF2","0.41612604284426569","1.40632489604741506","0.91122546944584037","0.91122546944584037","Activated","215","viper","215","0.91122546944584037",NA,NA,"5","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=1089); ARCHS4--Coexpression(rank=1282); GTEx--Coexpression(rank=1598)","446","0.117800000000000002","ReMap ChIP-seq,0.1178"
"NR1H3","-0.04623456246777939","1.74718410401377700","0.85047477077299882","0.89670933324077817","Activated","216","viper","216","0.89670933324077817",NA,NA,"5","Literature--ChIP-seq(rank=14); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=151); GTEx--Coexpression(rank=230); ARCHS4--Coexpression(rank=372)","297","0.071940000000000004","Enrichr Queries,0.07194"
"VDR","0.93739211130171285","0.83270968901080189","0.88505090015625743","0.88505090015625743","Activated","217","viper","217","0.88505090015625743",NA,NA,"5","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=211); ARCHS4--Coexpression(rank=722); GTEx--Coexpression(rank=908)","6","0.001425000000000000","Enrichr Queries,0.001425"
"SOX9",NA,"0.88037150699294653","0.88037150699294653","0.88037150699294653","Activated","218","viper","218","0.88037150699294653",NA,NA,"5","Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=147); Enrichr--Queries(rank=230); ARCHS4--Coexpression(rank=600); GTEx--Coexpression(rank=1522)","600","0.163800000000000001","Enrichr Queries,0.1638"
"TFAP2C","0.87688515018523183","0.86712766777854799","0.87200640898188997","0.87200640898188997","Activated","219","viper","219","0.87200640898188997",NA,NA,"6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=302); ARCHS4--Coexpression(rank=329); GTEx--Coexpression(rank=788)","712","0.202100000000000002","ARCHS4 Coexpression,0.2021"
"PKNOX1","0.82198726066839856","0.91996552319119285","0.87097639192979570","0.87097639192979570","Activated","220","viper","220","0.87097639192979570",NA,NA,"4","ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=958); GTEx--Coexpression(rank=960); ARCHS4--Coexpression(rank=1157)","1293","0.464600000000000013","ReMap ChIP-seq,0.4646"
"ATF1","-0.33457971537975334","1.39838629703819106","0.53190329082921883","0.86648300620897223","Activated","221","viper","221","0.86648300620897223",NA,NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=314); Enrichr--Queries(rank=1000); GTEx--Coexpression(rank=1202)","688","0.192899999999999988","ARCHS4 Coexpression,0.1929"
"GATA2","0.57446704514944935","-1.07882116341430878","-0.25217705913242972","0.82664410428187907","Repressed","222","viper","222","0.82664410428187907",NA,NA,"6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=18); Enrichr--Queries(rank=52); ReMap--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=310); GTEx--Coexpression(rank=524)","78","0.016950000000000000","ENCODE ChIP-seq,0.01695"
"PPARA","-1.10810935323363946","0.48115411393955282","-0.31347761964704335","0.79463173358659611","Repressed","223","viper","223","0.79463173358659611",NA,NA,"3","Enrichr--Queries(rank=125); GTEx--Coexpression(rank=655); ARCHS4--Coexpression(rank=1323)","350","0.089029999999999998","Enrichr Queries,0.08903"
"GLI2","0.05019603179214336","-1.53411882256607490","-0.74196139538696582","0.79215742717910909","Repressed","224","viper","224","0.79215742717910909",NA,NA,"3","ARCHS4--Coexpression(rank=898); Enrichr--Queries(rank=1043); GTEx--Coexpression(rank=1494)","1406","0.551599999999999979","ARCHS4 Coexpression,0.5516"
"TGIF2","0.31544854803745259","1.24736743092339353","0.78140798948042312","0.78140798948042312","Activated","225","viper","225","0.78140798948042312",NA,NA,"4","GTEx--Coexpression(rank=150); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=452); ARCHS4--Coexpression(rank=720)","365","0.093340000000000006","GTEx Coexpression,0.09334"
"IRF1","1.04194132461950839","0.52087447387597430","0.78140789924774134","0.78140789924774134","Activated","226","viper","226","0.78140789924774134",NA,NA,"6","Literature--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=108); GTEx--Coexpression(rank=130); Enrichr--Queries(rank=151); ARCHS4--Coexpression(rank=179); ReMap--ChIP-seq(rank=233)","329","0.080900000000000000","GTEx Coexpression,0.0809"
