"TF","DLD1","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"IKZF1","1.22308188963421416","1.22308188963421416","1.22308188963421416","Activated","160","viper","160","1.22308188963421416",NA,NA,"6","ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=276); GTEx--Coexpression(rank=433); Enrichr--Queries(rank=1016)","634","0.16950000000000001","ARCHS4 Coexpression,0.1695"
"TP73","1.20815198911219701","1.20815198911219701","1.20815198911219701","Activated","161","viper","161","1.20815198911219701",NA,NA,"3","GTEx--Coexpression(rank=266); Enrichr--Queries(rank=392); ARCHS4--Coexpression(rank=622)","619","0.16550000000000001","GTEx Coexpression,0.1655"
"CREM","1.19770230644635145","1.19770230644635145","1.19770230644635145","Activated","162","viper","162","1.19770230644635145",NA,NA,"5","ReMap--ChIP-seq(rank=84); Literature--ChIP-seq(rank=159); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=712); ARCHS4--Coexpression(rank=815)","937","0.28280000000000000","ReMap ChIP-seq,0.2828"
"STAT6","1.19646215234514131","1.19646215234514131","1.19646215234514131","Activated","163","viper","163","1.19646215234514131",NA,NA,"4","Literature--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=486); Enrichr--Queries(rank=911); GTEx--Coexpression(rank=1103)","960","0.29849999999999999","ARCHS4 Coexpression,0.2985"
"IRF9","1.17765169429911354","1.17765169429911354","1.17765169429911354","Activated","164","viper","164","1.17765169429911354",NA,NA,"4","ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=200); Enrichr--Queries(rank=377); GTEx--Coexpression(rank=507)","478","0.12290000000000000","ARCHS4 Coexpression,0.1229"
"SP1","1.17097799248005141","1.17097799248005141","1.17097799248005141","Activated","165","viper","165","1.17097799248005141",NA,NA,"5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=92); GTEx--Coexpression(rank=904); Enrichr--Queries(rank=1238); ARCHS4--Coexpression(rank=1503)","521","0.13560000000000000","ENCODE ChIP-seq,0.1356"
"TFAP2A","1.17062482409219060","1.17062482409219060","1.17062482409219060","Activated","166","viper","166","1.17062482409219060",NA,NA,"6","ENCODE--ChIP-seq(rank=24); Literature--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=96); GTEx--Coexpression(rank=407); Enrichr--Queries(rank=429); ARCHS4--Coexpression(rank=1100)","738","0.20340000000000000","ENCODE ChIP-seq,0.2034"
"PKNOX1","1.15725718132214372","1.15725718132214372","1.15725718132214372","Activated","167","viper","167","1.15725718132214372",NA,NA,"4","ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=912); ARCHS4--Coexpression(rank=1019); GTEx--Coexpression(rank=1285)","630","0.16839999999999999","ReMap ChIP-seq,0.1684"
"NANOG","1.15651530252054546","1.15651530252054546","1.15651530252054546","Activated","168","viper","168","1.15651530252054546",NA,NA,"6","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=416); GTEx--Coexpression(rank=489); Enrichr--Queries(rank=675)","769","0.21550000000000000","ReMap ChIP-seq,0.2155"
"IRF1","1.14744544563597817","1.14744544563597817","1.14744544563597817","Activated","169","viper","169","1.14744544563597817",NA,NA,"6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=297); GTEx--Coexpression(rank=569); Enrichr--Queries(rank=695)","671","0.18240000000000001","ARCHS4 Coexpression,0.1824"
"STAT3","1.14211210120723816","1.14211210120723816","1.14211210120723816","Activated","170","viper","170","1.14211210120723816",NA,NA,"6","Literature--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=104); GTEx--Coexpression(rank=296); ARCHS4--Coexpression(rank=520); Enrichr--Queries(rank=1077)","492","0.12800000000000000","Literature ChIP-seq,0.128"
"DUX4","-1.12355968609627288","-1.12355968609627288","1.12355968609627288","Repressed","171","viper","171","1.12355968609627288",NA,NA,"2","ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=1322)","1583","0.81200000000000006","ARCHS4 Coexpression,0.812"
"SMAD1","1.11468080185513818","1.11468080185513818","1.11468080185513818","Activated","172","viper","172","1.11468080185513818",NA,NA,"5","Literature--ChIP-seq(rank=145); ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=610); ARCHS4--Coexpression(rank=842); GTEx--Coexpression(rank=1535)","1193","0.43450000000000000","Enrichr Queries,0.4345"
"CREB3L1","1.08199828752536087","1.08199828752536087","1.08199828752536087","Activated","173","viper","173","1.08199828752536087",NA,NA,"4","ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=93); ReMap--ChIP-seq(rank=110); GTEx--Coexpression(rank=1154)","198","0.04975000000000000","ARCHS4 Coexpression,0.04975"
"NFKB1","1.07213145676141508","1.07213145676141508","1.07213145676141508","Activated","174","viper","174","1.07213145676141508",NA,NA,"4","ReMap--ChIP-seq(rank=202); GTEx--Coexpression(rank=246); ARCHS4--Coexpression(rank=901); Enrichr--Queries(rank=1053)","582","0.15310000000000001","GTEx Coexpression,0.1531"
"GATA3","1.05119239779634066","1.05119239779634066","1.05119239779634066","Activated","175","viper","175","1.05119239779634066",NA,NA,"6","ENCODE--ChIP-seq(rank=51); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=670); ARCHS4--Coexpression(rank=704)","1073","0.35680000000000001","Enrichr Queries,0.3568"
"ZEB2","-1.04902057069564392","-1.04902057069564392","1.04902057069564392","Repressed","176","viper","176","1.04902057069564392",NA,NA,"4","ReMap--ChIP-seq(rank=40); Enrichr--Queries(rank=462); ARCHS4--Coexpression(rank=703); GTEx--Coexpression(rank=1066)","518","0.13469999999999999","ReMap ChIP-seq,0.1347"
"SPI1","1.02996091240749754","1.02996091240749754","1.02996091240749754","Activated","177","viper","177","1.02996091240749754",NA,NA,"6","ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=117); GTEx--Coexpression(rank=331); ARCHS4--Coexpression(rank=441); Enrichr--Queries(rank=925)","748","0.20599999999999999","GTEx Coexpression,0.206"
"CTCF","1.02764925105089588","1.02764925105089588","1.02764925105089588","Activated","178","viper","178","1.02764925105089588",NA,NA,"6","ENCODE--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=15); Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=1000); GTEx--Coexpression(rank=1537)","29","0.00921400000000000","ARCHS4 Coexpression,0.009214"
"STAT2","1.02229155388027459","1.02229155388027459","1.02229155388027459","Activated","179","viper","179","1.02229155388027459",NA,NA,"5","ReMap--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=222); Enrichr--Queries(rank=595); GTEx--Coexpression(rank=1212)","432","0.11110000000000000","ReMap ChIP-seq,0.1111"
"SPIB","1.01806631665323910","1.01806631665323910","1.01806631665323910","Activated","180","viper","180","1.01806631665323910",NA,NA,"4","GTEx--Coexpression(rank=59); ReMap--ChIP-seq(rank=196); ARCHS4--Coexpression(rank=473); Enrichr--Queries(rank=637)","143","0.03671000000000000","GTEx Coexpression,0.03671"
"SRF","-1.00575228108274928","-1.00575228108274928","1.00575228108274928","Repressed","181","viper","181","1.00575228108274928",NA,NA,"6","ENCODE--ChIP-seq(rank=100); Literature--ChIP-seq(rank=140); ReMap--ChIP-seq(rank=247); GTEx--Coexpression(rank=487); Enrichr--Queries(rank=1049); ARCHS4--Coexpression(rank=1610)","969","0.30299999999999999","GTEx Coexpression,0.303"
"HBP1","-1.00329721387132054","-1.00329721387132054","1.00329721387132054","Repressed","182","viper","182","1.00329721387132054",NA,NA,"4","ReMap--ChIP-seq(rank=30); ARCHS4--Coexpression(rank=113); Enrichr--Queries(rank=400); GTEx--Coexpression(rank=1031)","287","0.06941000000000000","ARCHS4 Coexpression,0.06941"
"ZFX","-0.99395034451443276","-0.99395034451443276","0.99395034451443276","Repressed","183","viper","183","0.99395034451443276",NA,NA,"5","Literature--ChIP-seq(rank=161); ReMap--ChIP-seq(rank=268); Enrichr--Queries(rank=1349); ARCHS4--Coexpression(rank=1528); GTEx--Coexpression(rank=1580)","1620","0.90239999999999998","ReMap ChIP-seq,0.9024"
"TBP","0.99320973965599157","0.99320973965599157","0.99320973965599157","Activated","184","viper","184","0.99320973965599157",NA,NA,"5","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=129); ReMap--ChIP-seq(rank=228); ARCHS4--Coexpression(rank=1135); GTEx--Coexpression(rank=1203)","489","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"POU2F1","0.99298129951045355","0.99298129951045355","0.99298129951045355","Activated","185","viper","185","0.99298129951045355",NA,NA,"4","ReMap--ChIP-seq(rank=263); ARCHS4--Coexpression(rank=723); Enrichr--Queries(rank=1015); GTEx--Coexpression(rank=1347)","1208","0.44409999999999999","ARCHS4 Coexpression,0.4441"
"MBD1","-0.98770147635851469","-0.98770147635851469","0.98770147635851469","Repressed","186","viper","186","0.98770147635851469",NA,NA,"3","Enrichr--Queries(rank=736); GTEx--Coexpression(rank=778); ARCHS4--Coexpression(rank=1393)","1276","0.48409999999999997","GTEx Coexpression,0.4841"
"OTX2","0.94984116347194525","0.94984116347194525","0.94984116347194525","Activated","187","viper","187","0.94984116347194525",NA,NA,"4","GTEx--Coexpression(rank=159); ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=346); Enrichr--Queries(rank=1142)","400","0.09894000000000000","GTEx Coexpression,0.09894"
"BATF","0.92628208137850143","0.92628208137850143","0.92628208137850143","Activated","188","viper","188","0.92628208137850143",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=255); GTEx--Coexpression(rank=440); Enrichr--Queries(rank=872)","593","0.15659999999999999","ARCHS4 Coexpression,0.1566"
"PPARG","0.87590100838198348","0.87590100838198348","0.87590100838198348","Activated","189","viper","189","0.87590100838198348",NA,NA,"5","Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=91); GTEx--Coexpression(rank=166); ARCHS4--Coexpression(rank=737)","265","0.06481000000000001","Enrichr Queries,0.06481"
"FOXK2","0.87508181224041315","0.87508181224041315","0.87508181224041315","Activated","190","viper","190","0.87508181224041315",NA,NA,"4","ReMap--ChIP-seq(rank=163); Enrichr--Queries(rank=1024); ARCHS4--Coexpression(rank=1234); GTEx--Coexpression(rank=1318)","1347","0.54879999999999995","ReMap ChIP-seq,0.5488"
"AR","0.85293364732954335","0.85293364732954335","0.85293364732954335","Activated","191","viper","191","0.85293364732954335",NA,NA,"5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=191); ARCHS4--Coexpression(rank=528); GTEx--Coexpression(rank=593)","93","0.02439000000000000","Literature ChIP-seq,0.02439"
"STAT4","0.84197178131749806","0.84197178131749806","0.84197178131749806","Activated","192","viper","192","0.84197178131749806",NA,NA,"4","Literature--ChIP-seq(rank=88); GTEx--Coexpression(rank=572); Enrichr--Queries(rank=735); ARCHS4--Coexpression(rank=898)","1071","0.35589999999999999","GTEx Coexpression,0.3559"
"ARID2","-0.82723994904323139","-0.82723994904323139","0.82723994904323139","Repressed","193","viper","193","0.82723994904323139",NA,NA,"4","ReMap--ChIP-seq(rank=225); GTEx--Coexpression(rank=939); ARCHS4--Coexpression(rank=1243); Enrichr--Queries(rank=1368)","1388","0.58430000000000004","GTEx Coexpression,0.5843"
"ATF2","-0.80766041750689455","-0.80766041750689455","0.80766041750689455","Repressed","194","viper","194","0.80766041750689455",NA,NA,"5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=1065); GTEx--Coexpression(rank=1269); Enrichr--Queries(rank=1322)","1460","0.65420000000000000","ARCHS4 Coexpression,0.6542"
"BCL6","-0.75801310005644829","-0.75801310005644829","0.75801310005644829","Repressed","195","viper","195","0.75801310005644829",NA,NA,"5","Literature--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=90); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=375); GTEx--Coexpression(rank=554)","705","0.19300000000000000","Enrichr Queries,0.193"
"NCOA2","0.74674703469158676","0.74674703469158676","0.74674703469158676","Activated","196","viper","196","0.74674703469158676",NA,NA,"4","ReMap--ChIP-seq(rank=113); ARCHS4--Coexpression(rank=1387); Enrichr--Queries(rank=1393); GTEx--Coexpression(rank=1440)","1109","0.38050000000000000","ReMap ChIP-seq,0.3805"
"NFYA","-0.74553676180079675","-0.74553676180079675","0.74553676180079675","Repressed","197","viper","197","0.74553676180079675",NA,NA,"5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=140); GTEx--Coexpression(rank=339); Enrichr--Queries(rank=731); ARCHS4--Coexpression(rank=996)","352","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"FOXL2","0.73112605425779109","0.73112605425779109","0.73112605425779109","Activated","198","viper","198","0.73112605425779109",NA,NA,"3","GTEx--Coexpression(rank=725); Enrichr--Queries(rank=841); ARCHS4--Coexpression(rank=871)","1222","0.45119999999999999","GTEx Coexpression,0.4512"
"E2F7","-0.72614997984539620","-0.72614997984539620","0.72614997984539620","Repressed","199","viper","199","0.72614997984539620",NA,NA,"5","ReMap--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=4); Literature--ChIP-seq(rank=5); GTEx--Coexpression(rank=7)","6","0.00184300000000000","ARCHS4 Coexpression,0.001843"
"HNF1B","0.72433210094037925","0.72433210094037925","0.72433210094037925","Activated","200","viper","200","0.72433210094037925",NA,NA,"3","ReMap--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=290); Enrichr--Queries(rank=546)","659","0.17810000000000001","ARCHS4 Coexpression,0.1781"
"TCF7","0.70101006692453494","0.70101006692453494","0.70101006692453494","Activated","201","viper","201","0.70101006692453494",NA,NA,"5","Literature--ChIP-seq(rank=156); ReMap--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=235); GTEx--Coexpression(rank=553); Enrichr--Queries(rank=585)","551","0.14430000000000001","ARCHS4 Coexpression,0.1443"
"TP63","0.69853687947660470","0.69853687947660470","0.69853687947660470","Activated","202","viper","202","0.69853687947660470",NA,NA,"5","Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=336); ARCHS4--Coexpression(rank=581)","613","0.16450000000000001","Enrichr Queries,0.1645"
"GATA2","-0.67787558731123787","-0.67787558731123787","0.67787558731123787","Repressed","203","viper","203","0.67787558731123787",NA,NA,"6","ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=95); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=860)","243","0.05912000000000000","GTEx Coexpression,0.05912"
"VDR","0.67483102793208460","0.67483102793208460","0.67483102793208460","Activated","204","viper","204","0.67483102793208460",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=122); Enrichr--Queries(rank=136); GTEx--Coexpression(rank=245); ARCHS4--Coexpression(rank=260)","391","0.09687000000000000","Enrichr Queries,0.09687"
"PAX8","-0.67230439196482839","-0.67230439196482839","0.67230439196482839","Repressed","205","viper","205","0.67230439196482839",NA,NA,"4","ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=482); ARCHS4--Coexpression(rank=667); GTEx--Coexpression(rank=1018)","1043","0.34329999999999999","Enrichr Queries,0.3433"
"CUX1","0.66908129293256047","0.66908129293256047","0.66908129293256047","Activated","206","viper","206","0.66908129293256047",NA,NA,"6","ReMap--ChIP-seq(rank=28); Literature--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=84); GTEx--Coexpression(rank=106); ARCHS4--Coexpression(rank=1214); Enrichr--Queries(rank=1241)","269","0.06596000000000000","GTEx Coexpression,0.06596"
"NFE2L1","0.65910697723291767","0.65910697723291767","0.65910697723291767","Activated","207","viper","207","0.65910697723291767",NA,NA,"4","ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=1084); ARCHS4--Coexpression(rank=1200); Enrichr--Queries(rank=1230)","1477","0.67449999999999999","GTEx Coexpression,0.6745"
"FOXJ2","0.65498607157034761","0.65498607157034761","0.65498607157034761","Activated","208","viper","208","0.65498607157034761",NA,NA,"4","ReMap--ChIP-seq(rank=168); Enrichr--Queries(rank=1017); ARCHS4--Coexpression(rank=1192); GTEx--Coexpression(rank=1357)","1366","0.56569999999999998","ReMap ChIP-seq,0.5657"
"PPARA","0.61954818216016594","0.61954818216016594","0.61954818216016594","Activated","209","viper","209","0.61954818216016594",NA,NA,"3","Enrichr--Queries(rank=427); GTEx--Coexpression(rank=1083); ARCHS4--Coexpression(rank=1183)","971","0.30409999999999998","Enrichr Queries,0.3041"
"TCF7L2","-0.58562822066832476","-0.58562822066832476","0.58562822066832476","Repressed","210","viper","210","0.58562822066832476",NA,NA,"6","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=75); Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=656); ARCHS4--Coexpression(rank=829); GTEx--Coexpression(rank=840)","423","0.10770000000000000","ReMap ChIP-seq,0.1077"
"ZNF217","0.58444752659962174","0.58444752659962174","0.58444752659962174","Activated","211","viper","211","0.58444752659962174",NA,NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=765); GTEx--Coexpression(rank=803); ARCHS4--Coexpression(rank=1342)","657","0.17799999999999999","ENCODE ChIP-seq,0.178"
"TWIST1","0.57665510741023707","0.57665510741023707","0.57665510741023707","Activated","212","viper","212","0.57665510741023707",NA,NA,"4","ReMap--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=61); GTEx--Coexpression(rank=165); Enrichr--Queries(rank=433)","89","0.02357000000000000","ReMap ChIP-seq,0.02357"
"HOXB13","0.57312452678046577","0.57312452678046577","0.57312452678046577","Activated","213","viper","213","0.57312452678046577",NA,NA,"4","ReMap--ChIP-seq(rank=292); Enrichr--Queries(rank=379); GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=972)","908","0.26989999999999997","Enrichr Queries,0.2699"
"PRDM1","-0.57012617429132251","-0.57012617429132251","0.57012617429132251","Repressed","214","viper","214","0.57012617429132251",NA,NA,"5","ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=39); Enrichr--Queries(rank=342); GTEx--Coexpression(rank=659); ARCHS4--Coexpression(rank=816)","261","0.06397000000000000","ReMap ChIP-seq,0.06397"
"SP4","0.54966360155397098","0.54966360155397098","0.54966360155397098","Activated","215","viper","215","0.54966360155397098",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=103); Enrichr--Queries(rank=575); GTEx--Coexpression(rank=1202); ARCHS4--Coexpression(rank=1312)","1050","0.34680000000000000","ReMap ChIP-seq,0.3468"
"SP2","0.50216230632331904","0.50216230632331904","0.50216230632331904","Activated","216","viper","216","0.50216230632331904",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=530); ARCHS4--Coexpression(rank=706); Enrichr--Queries(rank=1162)","1023","0.32979999999999998","GTEx Coexpression,0.3298"
"HNF1A","-0.50128063111523946","-0.50128063111523946","0.50128063111523946","Repressed","217","viper","217","0.50128063111523946",NA,NA,"3","GTEx--Coexpression(rank=420); ARCHS4--Coexpression(rank=580); Enrichr--Queries(rank=661)","890","0.26140000000000002","GTEx Coexpression,0.2614"
"FOXA2","-0.49362988290595494","-0.49362988290595494","0.49362988290595494","Repressed","218","viper","218","0.49362988290595494",NA,NA,"6","Literature--ChIP-seq(rank=58); ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=227); Enrichr--Queries(rank=414); GTEx--Coexpression(rank=771); ARCHS4--Coexpression(rank=783)","952","0.29490000000000000","Enrichr Queries,0.2949"
"TAL1","0.49307891001795073","0.49307891001795073","0.49307891001795073","Activated","219","viper","219","0.49307891001795073",NA,NA,"6","ENCODE--ChIP-seq(rank=26); Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=139); GTEx--Coexpression(rank=160); ARCHS4--Coexpression(rank=771); Enrichr--Queries(rank=861)","402","0.09956000000000000","GTEx Coexpression,0.09956"
"FOXP2","-0.47793530009419111","-0.47793530009419111","0.47793530009419111","Repressed","220","viper","220","0.47793530009419111",NA,NA,"6","ReMap--ChIP-seq(rank=16); Literature--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=71); Enrichr--Queries(rank=346); GTEx--Coexpression(rank=416); ARCHS4--Coexpression(rank=880)","218","0.05387000000000000","ReMap ChIP-seq,0.05387"
"HMBOX1","-0.47475220170168858","-0.47475220170168858","0.47475220170168858","Repressed","221","viper","221","0.47475220170168858",NA,NA,"4","ReMap--ChIP-seq(rank=251); GTEx--Coexpression(rank=320); ARCHS4--Coexpression(rank=955); Enrichr--Queries(rank=1084)","722","0.19910000000000000","GTEx Coexpression,0.1991"
"NR2F6","0.47037744707221529","0.47037744707221529","0.47037744707221529","Activated","222","viper","222","0.47037744707221529",NA,NA,"4","ReMap--ChIP-seq(rank=34); Enrichr--Queries(rank=516); GTEx--Coexpression(rank=672); ARCHS4--Coexpression(rank=1343)","443","0.11450000000000000","ReMap ChIP-seq,0.1145"
"MITF","0.44750407146560289","0.44750407146560289","0.44750407146560289","Activated","223","viper","223","0.44750407146560289",NA,NA,"5","Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=292); ARCHS4--Coexpression(rank=533); GTEx--Coexpression(rank=562)","754","0.20799999999999999","Enrichr Queries,0.208"
"CREB1","-0.44092936232782270","-0.44092936232782270","0.44092936232782270","Repressed","224","viper","224","0.44092936232782270",NA,NA,"6","Literature--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=1236); GTEx--Coexpression(rank=1300); ARCHS4--Coexpression(rank=1462)","985","0.31100000000000000","Literature ChIP-seq,0.311"
"RUNX3","-0.43618895292463361","-0.43618895292463361","0.43618895292463361","Repressed","225","viper","225","0.43618895292463361",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=265); GTEx--Coexpression(rank=574); Enrichr--Queries(rank=689)","609","0.16280000000000000","ARCHS4 Coexpression,0.1628"
"JUND","0.43292579840031487","0.43292579840031487","0.43292579840031487","Activated","226","viper","226","0.43292579840031487",NA,NA,"6","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=53); ARCHS4--Coexpression(rank=756); Enrichr--Queries(rank=898); GTEx--Coexpression(rank=1177)","350","0.08418000000000000","ReMap ChIP-seq,0.08418"
"BCL11A","0.39683289239071695","0.39683289239071695","0.39683289239071695","Activated","227","viper","227","0.39683289239071695",NA,NA,"5","ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=216); Enrichr--Queries(rank=269); ARCHS4--Coexpression(rank=412); GTEx--Coexpression(rank=428)","699","0.19159999999999999","Enrichr Queries,0.1916"
"IRF2","0.38678052593209133","0.38678052593209133","0.38678052593209133","Activated","228","viper","228","0.38678052593209133",NA,NA,"4","ReMap--ChIP-seq(rank=191); ARCHS4--Coexpression(rank=267); GTEx--Coexpression(rank=365); Enrichr--Queries(rank=747)","612","0.16400000000000001","ARCHS4 Coexpression,0.164"
"ONECUT1","0.36878778509086030","0.36878778509086030","0.36878778509086030","Activated","229","viper","229","0.36878778509086030",NA,NA,"4","ReMap--ChIP-seq(rank=137); GTEx--Coexpression(rank=674); ARCHS4--Coexpression(rank=794); Enrichr--Queries(rank=937)","1168","0.41940000000000000","GTEx Coexpression,0.4194"
"EOMES","0.36440365372936018","0.36440365372936018","0.36440365372936018","Activated","230","viper","230","0.36440365372936018",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=156); Enrichr--Queries(rank=565); GTEx--Coexpression(rank=814); ARCHS4--Coexpression(rank=895)","1148","0.40239999999999998","Enrichr Queries,0.4024"
"KLF3","0.35997885322223944","0.35997885322223944","0.35997885322223944","Activated","231","viper","231","0.35997885322223944",NA,NA,"4","ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=675); Enrichr--Queries(rank=793); GTEx--Coexpression(rank=808)","1163","0.41460000000000002","ARCHS4 Coexpression,0.4146"
"RXRA","0.35360257646939963","0.35360257646939963","0.35360257646939963","Activated","232","viper","232","0.35360257646939963",NA,NA,"6","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=63); Literature--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=780); Enrichr--Queries(rank=1012); GTEx--Coexpression(rank=1069)","97","0.02542000000000000","ENCODE ChIP-seq,0.02542"
"FOXA1","-0.34357228849574822","-0.34357228849574822","0.34357228849574822","Repressed","233","viper","233","0.34357228849574822",NA,NA,"6","Literature--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=255); Enrichr--Queries(rank=394); GTEx--Coexpression(rank=633); ARCHS4--Coexpression(rank=798)","655","0.17680000000000001","Literature ChIP-seq,0.1768"
"TFAP2C","-0.33677022592438410","-0.33677022592438410","0.33677022592438410","Repressed","234","viper","234","0.33677022592438410",NA,NA,"6","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=51); Literature--ChIP-seq(rank=101); Enrichr--Queries(rank=296); GTEx--Coexpression(rank=334); ARCHS4--Coexpression(rank=775)","641","0.17169999999999999","ReMap ChIP-seq,0.1717"
"ELK4","0.33640062999320652","0.33640062999320652","0.33640062999320652","Activated","235","viper","235","0.33640062999320652",NA,NA,"5","ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=277); GTEx--Coexpression(rank=1028); Enrichr--Queries(rank=1239); ARCHS4--Coexpression(rank=1624)","1440","0.63970000000000005","GTEx Coexpression,0.6397"
"ZBED1","-0.32208270019844082","-0.32208270019844082","0.32208270019844082","Repressed","236","viper","236","0.32208270019844082",NA,NA,"4","ReMap--ChIP-seq(rank=186); Enrichr--Queries(rank=486); GTEx--Coexpression(rank=1226); ARCHS4--Coexpression(rank=1557)","1049","0.34620000000000001","Enrichr Queries,0.3462"
"HINFP","-0.31305697984966119","-0.31305697984966119","0.31305697984966119","Repressed","237","viper","237","0.31305697984966119",NA,NA,"3","ReMap--ChIP-seq(rank=259); GTEx--Coexpression(rank=268); ARCHS4--Coexpression(rank=1309)","624","0.16680000000000000","GTEx Coexpression,0.1668"
"ZNF274","0.29975174013634198","0.29975174013634198","0.29975174013634198","Activated","238","viper","238","0.29975174013634198",NA,NA,"6","ENCODE--ChIP-seq(rank=109); Literature--ChIP-seq(rank=162); ReMap--ChIP-seq(rank=197); Enrichr--Queries(rank=319); GTEx--Coexpression(rank=1155); ARCHS4--Coexpression(rank=1220)","797","0.22720000000000001","Enrichr Queries,0.2272"
