"TF","DLD1_HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"MYBL2","-0.823407533824693227","-0.823407533824693227","0.823407533824693227","Repressed","159","viper","159","0.823407533824693227",NA,NA,"6","ENCODE--ChIP-seq(rank=105); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=1213); ARCHS4--Coexpression(rank=1349); Enrichr--Queries(rank=1389)","1546","0.72050000000000003","ReMap ChIP-seq,0.7205"
"MYOD1","0.817674881478076876","0.817674881478076876","0.817674881478076876","Activated","160","viper","160","0.817674881478076876",NA,NA,"5","ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=77); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=304); Enrichr--Queries(rank=642)","544","0.15740000000000001","GTEx Coexpression,0.1574"
"SIX2","0.815545485785910240","0.815545485785910240","0.815545485785910240","Activated","161","viper","161","0.815545485785910240",NA,NA,"4","ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=768); Enrichr--Queries(rank=884); ARCHS4--Coexpression(rank=939)","1290","0.47789999999999999","GTEx Coexpression,0.4779"
"ZNF639","-0.815096637065548246","-0.815096637065548246","0.815096637065548246","Repressed","162","viper","162","0.815096637065548246",NA,NA,"4","ARCHS4--Coexpression(rank=156); ReMap--ChIP-seq(rank=184); Enrichr--Queries(rank=1200); GTEx--Coexpression(rank=1585)","339","0.09582000000000000","ARCHS4 Coexpression,0.09582"
"BACH1","0.798279069504294392","0.798279069504294392","0.798279069504294392","Activated","163","viper","163","0.798279069504294392",NA,NA,"6","Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=105); Enrichr--Queries(rank=141); ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=411)","233","0.06450000000000000","ARCHS4 Coexpression,0.0645"
"SP4","0.797429356307000070","0.797429356307000070","0.797429356307000070","Activated","164","viper","164","0.797429356307000070",NA,NA,"5","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=199); GTEx--Coexpression(rank=621); Enrichr--Queries(rank=1097); ARCHS4--Coexpression(rank=1521)","1121","0.38640000000000002","GTEx Coexpression,0.3864"
"ASCL1","0.793447562988337296","0.793447562988337296","0.793447562988337296","Activated","165","viper","165","0.793447562988337296",NA,NA,"4","ReMap--ChIP-seq(rank=278); ARCHS4--Coexpression(rank=501); GTEx--Coexpression(rank=771); Enrichr--Queries(rank=1148)","937","0.30769999999999992","ARCHS4 Coexpression,0.3077"
"FOXO4","0.792291547297046428","0.792291547297046428","0.792291547297046428","Activated","166","viper","166","0.792291547297046428",NA,NA,"3","Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=436); GTEx--Coexpression(rank=691)","533","0.15310000000000001","Enrichr Queries,0.1531"
"ARID2","0.785085657332144748","0.785085657332144748","0.785085657332144748","Activated","167","viper","167","0.785085657332144748",NA,NA,"4","GTEx--Coexpression(rank=195); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=1213); ARCHS4--Coexpression(rank=1536)","422","0.12130000000000001","GTEx Coexpression,0.1213"
"MEF2C","0.774811239731208024","0.774811239731208024","0.774811239731208024","Activated","168","viper","168","0.774811239731208024",NA,NA,"5","ENCODE--ChIP-seq(rank=50); GTEx--Coexpression(rank=95); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=724)","214","0.05912000000000000","GTEx Coexpression,0.05912"
"CREB3L1","0.768413886971246685","0.768413886971246685","0.768413886971246685","Activated","169","viper","169","0.768413886971246685",NA,NA,"4","ReMap--ChIP-seq(rank=75); Enrichr--Queries(rank=100); GTEx--Coexpression(rank=737); ARCHS4--Coexpression(rank=833)","255","0.07123000000000000","Enrichr Queries,0.07123"
"MBD2","0.729152500744976395","0.729152500744976395","0.729152500744976395","Activated","170","viper","170","0.729152500744976395",NA,NA,"4","ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=431); Enrichr--Queries(rank=1196); GTEx--Coexpression(rank=1525)","834","0.26469999999999999","ARCHS4 Coexpression,0.2647"
"TFAP2A","0.721982944890505740","0.721982944890505740","0.721982944890505740","Activated","171","viper","171","0.721982944890505740",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=273); Enrichr--Queries(rank=279); ARCHS4--Coexpression(rank=1044)","583","0.16990000000000000","GTEx Coexpression,0.1699"
"GATA3","0.720801924518420178","0.720801924518420178","0.720801924518420178","Activated","172","viper","172","0.720801924518420178",NA,NA,"6","ENCODE--ChIP-seq(rank=17); Literature--ChIP-seq(rank=29); Enrichr--Queries(rank=136); ReMap--ChIP-seq(rank=259); GTEx--Coexpression(rank=590); ARCHS4--Coexpression(rank=1077)","344","0.09687000000000000","Enrichr Queries,0.09687"
"RUNX3","-0.697831411881579933","-0.697831411881579933","0.697831411881579933","Repressed","173","viper","173","0.697831411881579933",NA,NA,"5","ARCHS4--Coexpression(rank=42); ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=111); GTEx--Coexpression(rank=163); Enrichr--Queries(rank=246)","99","0.02580000000000000","ARCHS4 Coexpression,0.0258"
"TWIST1","0.695112737477467379","0.695112737477467379","0.695112737477467379","Activated","174","viper","174","0.695112737477467379",NA,NA,"4","ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=375); Enrichr--Queries(rank=591); GTEx--Coexpression(rank=1000)","732","0.23030000000000000","ARCHS4 Coexpression,0.2303"
"MBD1","0.665029936586334247","0.665029936586334247","0.665029936586334247","Activated","175","viper","175","0.665029936586334247",NA,NA,"3","ARCHS4--Coexpression(rank=405); GTEx--Coexpression(rank=501); Enrichr--Queries(rank=793)","789","0.24879999999999999","ARCHS4 Coexpression,0.2488"
"GATA2","-0.657443685402512412","-0.657443685402512412","0.657443685402512412","Repressed","176","viper","176","0.657443685402512412",NA,NA,"6","Literature--ChIP-seq(rank=17); ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=133); GTEx--Coexpression(rank=206); Enrichr--Queries(rank=290); ARCHS4--Coexpression(rank=992)","369","0.10370000000000000","Literature ChIP-seq,0.1037"
"USF2","0.653653721625520046","0.653653721625520046","0.653653721625520046","Activated","177","viper","177","0.653653721625520046",NA,NA,"5","ReMap--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=63); ARCHS4--Coexpression(rank=948); Enrichr--Queries(rank=999); GTEx--Coexpression(rank=1604)","421","0.12120000000000000","ReMap ChIP-seq,0.1212"
"NR5A2","0.651042272708196368","0.651042272708196368","0.651042272708196368","Activated","178","viper","178","0.651042272708196368",NA,NA,"4","ReMap--ChIP-seq(rank=30); GTEx--Coexpression(rank=307); ARCHS4--Coexpression(rank=453); Enrichr--Queries(rank=474)","357","0.10100000000000001","ReMap ChIP-seq,0.101"
"E2F6","0.650143105803603572","0.650143105803603572","0.650143105803603572","Activated","179","viper","179","0.650143105803603572",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=203); Enrichr--Queries(rank=426); ARCHS4--Coexpression(rank=676); GTEx--Coexpression(rank=715)","926","0.30340000000000000","Enrichr Queries,0.3034"
"USF1","-0.645940153258432681","-0.645940153258432681","0.645940153258432681","Repressed","180","viper","180","0.645940153258432681",NA,NA,"5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=568); Enrichr--Queries(rank=613); ARCHS4--Coexpression(rank=731)","647","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"FOXA1","0.635196777633603715","0.635196777633603715","0.635196777633603715","Activated","181","viper","181","0.635196777633603715",NA,NA,"6","Literature--ChIP-seq(rank=31); ENCODE--ChIP-seq(rank=67); Enrichr--Queries(rank=139); ReMap--ChIP-seq(rank=206); GTEx--Coexpression(rank=491); ARCHS4--Coexpression(rank=1114)","352","0.09900000000000000","Enrichr Queries,0.099"
"ZNF24","-0.633229102370766461","-0.633229102370766461","0.633229102370766461","Repressed","182","viper","182","0.633229102370766461",NA,NA,"4","ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=688); Enrichr--Queries(rank=1345); ARCHS4--Coexpression(rank=1490)","253","0.07071000000000000","ReMap ChIP-seq,0.07071"
"ATF2","0.631361279930755748","0.631361279930755748","0.631361279930755748","Activated","183","viper","183","0.631361279930755748",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=237); GTEx--Coexpression(rank=893); Enrichr--Queries(rank=1127); ARCHS4--Coexpression(rank=1442)","1403","0.55569999999999997","GTEx Coexpression,0.5557"
"CTCFL","0.616764314562412763","0.616764314562412763","0.616764314562412763","Activated","184","viper","184","0.616764314562412763",NA,NA,"5","ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=169); Enrichr--Queries(rank=653); GTEx--Coexpression(rank=794); ARCHS4--Coexpression(rank=1410)","1270","0.46510000000000001","Enrichr Queries,0.4651"
"MEIS1","0.616173502381965221","0.616173502381965221","0.616173502381965221","Activated","185","viper","185","0.616173502381965221",NA,NA,"5","Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=641); ARCHS4--Coexpression(rank=683); GTEx--Coexpression(rank=905)","1138","0.39389999999999997","ReMap ChIP-seq,0.3939"
"LYL1","0.614584404879210844","0.614584404879210844","0.614584404879210844","Activated","186","viper","186","0.614584404879210844",NA,NA,"5","Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=296); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=552)","615","0.18179999999999999","ARCHS4 Coexpression,0.1818"
"TEAD4","0.602737110971294121","0.602737110971294121","0.602737110971294121","Activated","187","viper","187","0.602737110971294121",NA,NA,"6","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=65); Literature--ChIP-seq(rank=144); GTEx--Coexpression(rank=284); Enrichr--Queries(rank=343); ARCHS4--Coexpression(rank=1247)","303","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"GRHL2","0.594099030373339443","0.594099030373339443","0.594099030373339443","Activated","188","viper","188","0.594099030373339443",NA,NA,"5","ReMap--ChIP-seq(rank=79); Literature--ChIP-seq(rank=117); GTEx--Coexpression(rank=279); Enrichr--Queries(rank=433); ARCHS4--Coexpression(rank=748)","592","0.17360000000000000","GTEx Coexpression,0.1736"
"TAL1","0.591820770074700020","0.591820770074700020","0.591820770074700020","Activated","189","viper","189","0.591820770074700020",NA,NA,"6","ReMap--ChIP-seq(rank=41); ENCODE--ChIP-seq(rank=45); GTEx--Coexpression(rank=77); Literature--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=711); Enrichr--Queries(rank=796)","176","0.04792000000000000","GTEx Coexpression,0.04792"
"ATF7","0.589788505238103777","0.589788505238103777","0.589788505238103777","Activated","190","viper","190","0.589788505238103777",NA,NA,"4","ReMap--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=166); GTEx--Coexpression(rank=1139); Enrichr--Queries(rank=1216)","361","0.10199999999999999","ARCHS4 Coexpression,0.102"
"NR3C1","-0.571970676501863617","-0.571970676501863617","0.571970676501863617","Repressed","191","viper","191","0.571970676501863617",NA,NA,"6","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=83); ARCHS4--Coexpression(rank=115); Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=441); Enrichr--Queries(rank=477)","252","0.07063999999999999","ARCHS4 Coexpression,0.07064"
"CREB1","0.551709765972441590","0.551709765972441590","0.551709765972441590","Activated","192","viper","192","0.551709765972441590",NA,NA,"6","Literature--ChIP-seq(rank=87); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=1022); Enrichr--Queries(rank=1272); ARCHS4--Coexpression(rank=1564)","1362","0.53049999999999997","Literature ChIP-seq,0.5305"
"SRF","-0.551050966400769116","-0.551050966400769116","0.551050966400769116","Repressed","193","viper","193","0.551050966400769116",NA,NA,"6","ENCODE--ChIP-seq(rank=46); Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=140); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=712); ARCHS4--Coexpression(rank=1306)","1045","0.35680000000000001","Enrichr Queries,0.3568"
"ARNT","0.546856714782600228","0.546856714782600228","0.546856714782600228","Activated","194","viper","194","0.546856714782600228",NA,NA,"5","Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=1181); GTEx--Coexpression(rank=1229); Enrichr--Queries(rank=1258)","1267","0.46460000000000001","ReMap ChIP-seq,0.4646"
"PROX1","0.531722570703598296","0.531722570703598296","0.531722570703598296","Activated","195","viper","195","0.531722570703598296",NA,NA,"4","ReMap--ChIP-seq(rank=76); GTEx--Coexpression(rank=313); ARCHS4--Coexpression(rank=457); Enrichr--Queries(rank=570)","646","0.19480000000000000","GTEx Coexpression,0.1948"
"PPARA","0.490288883919474838","0.490288883919474838","0.490288883919474838","Activated","196","viper","196","0.490288883919474838",NA,NA,"3","Enrichr--Queries(rank=582); GTEx--Coexpression(rank=788); ARCHS4--Coexpression(rank=966)","1177","0.41449999999999998","Enrichr Queries,0.4145"
"TCF7L2","-0.479905938343371752","-0.479905938343371752","0.479905938343371752","Repressed","197","viper","197","0.479905938343371752",NA,NA,"6","ENCODE--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=82); Literature--ChIP-seq(rank=142); Enrichr--Queries(rank=761); ARCHS4--Coexpression(rank=871); GTEx--Coexpression(rank=1023)","860","0.27610000000000001","ReMap ChIP-seq,0.2761"
"FOXA2","-0.469148071060376981","-0.469148071060376981","0.469148071060376981","Repressed","198","viper","198","0.469148071060376981",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=173); ARCHS4--Coexpression(rank=184); GTEx--Coexpression(rank=256); Enrichr--Queries(rank=315)","396","0.11300000000000000","ARCHS4 Coexpression,0.113"
"HINFP","-0.461731633196484526","-0.461731633196484526","0.461731633196484526","Repressed","199","viper","199","0.461731633196484526",NA,NA,"3","ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=446); GTEx--Coexpression(rank=467)","854","0.27400000000000002","ARCHS4 Coexpression,0.274"
"AR","0.452434105321538937","0.452434105321538937","0.452434105321538937","Activated","200","viper","200","0.452434105321538937",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=166); GTEx--Coexpression(rank=393); Enrichr--Queries(rank=643); ARCHS4--Coexpression(rank=1572)","777","0.24460000000000001","GTEx Coexpression,0.2446"
"SOX10","0.445254725680942043","0.445254725680942043","0.445254725680942043","Activated","201","viper","201","0.445254725680942043",NA,NA,"4","ReMap--ChIP-seq(rank=290); ARCHS4--Coexpression(rank=374); GTEx--Coexpression(rank=692); Enrichr--Queries(rank=746)","730","0.22969999999999999","ARCHS4 Coexpression,0.2297"
"SPIB","0.438453759094111717","0.438453759094111717","0.438453759094111717","Activated","202","viper","202","0.438453759094111717",NA,NA,"4","ARCHS4--Coexpression(rank=47); ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=126); GTEx--Coexpression(rank=636)","108","0.02887000000000000","ARCHS4 Coexpression,0.02887"
"PAX8","0.433388247721482101","0.433388247721482101","0.433388247721482101","Activated","203","viper","203","0.433388247721482101",NA,NA,"4","Enrichr--Queries(rank=239); ReMap--ChIP-seq(rank=276); ARCHS4--Coexpression(rank=399); GTEx--Coexpression(rank=1246)","585","0.17019999999999999","Enrichr Queries,0.1702"
"NFE2","0.426745929038538419","0.426745929038538419","0.426745929038538419","Activated","204","viper","204","0.426745929038538419",NA,NA,"5","ReMap--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=38); Enrichr--Queries(rank=123); GTEx--Coexpression(rank=160); ARCHS4--Coexpression(rank=311)","314","0.08760999999999999","Enrichr Queries,0.08761"
"NFYB","-0.421066526784483863","-0.421066526784483863","0.421066526784483863","Repressed","205","viper","205","0.421066526784483863",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=667); ARCHS4--Coexpression(rank=971); Enrichr--Queries(rank=1197)","1178","0.41510000000000002","GTEx Coexpression,0.4151"
"NR2F1","-0.420680896950654137","-0.420680896950654137","0.420680896950654137","Repressed","206","viper","206","0.420680896950654137",NA,NA,"4","ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=479); ARCHS4--Coexpression(rank=650); GTEx--Coexpression(rank=1443)","1013","0.34120000000000000","Enrichr Queries,0.3412"
"RFX2","0.417295610073271095","0.417295610073271095","0.417295610073271095","Activated","207","viper","207","0.417295610073271095",NA,NA,"4","ReMap--ChIP-seq(rank=74); GTEx--Coexpression(rank=197); ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=508)","426","0.12260000000000000","GTEx Coexpression,0.1226"
"CTCF","0.401122173459990294","0.401122173459990294","0.401122173459990294","Activated","208","viper","208","0.401122173459990294",NA,NA,"6","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=52); Literature--ChIP-seq(rank=97); ARCHS4--Coexpression(rank=1314); Enrichr--Queries(rank=1334); GTEx--Coexpression(rank=1415)","598","0.17510000000000001","ReMap ChIP-seq,0.1751"
"KLF13","-0.371936059127519980","-0.371936059127519980","0.371936059127519980","Repressed","209","viper","209","0.371936059127519980",NA,NA,"4","ReMap--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=254); Enrichr--Queries(rank=697); GTEx--Coexpression(rank=1381)","128","0.03367000000000000","ReMap ChIP-seq,0.03367"
"RXRA","0.360855727501251500","0.360855727501251500","0.360855727501251500","Activated","210","viper","210","0.360855727501251500",NA,NA,"6","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=50); Literature--ChIP-seq(rank=147); GTEx--Coexpression(rank=221); ARCHS4--Coexpression(rank=467); Enrichr--Queries(rank=816)","329","0.09322000000000000","ENCODE ChIP-seq,0.09322"
"KMT2A","-0.360172732920759742","-0.360172732920759742","0.360172732920759742","Repressed","211","viper","211","0.360172732920759742",NA,NA,"3","ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=1102); ARCHS4--Coexpression(rank=1136)","1522","0.68569999999999998","GTEx Coexpression,0.6857"
"NFE2L1","-0.356441669561270658","-0.356441669561270658","0.356441669561270658","Repressed","212","viper","212","0.356441669561270658",NA,NA,"4","ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=789); Enrichr--Queries(rank=890); ARCHS4--Coexpression(rank=1523)","1309","0.49099999999999999","GTEx Coexpression,0.491"
"EGR1","0.352518684607703470","0.352518684607703470","0.352518684607703470","Activated","213","viper","213","0.352518684607703470",NA,NA,"6","Enrichr--Queries(rank=15); GTEx--Coexpression(rank=17); Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=70); ENCODE--ChIP-seq(rank=76)","40","0.01058000000000000","GTEx Coexpression,0.01058"
"KLF1","0.325980794602911961","0.325980794602911961","0.325980794602911961","Activated","214","viper","214","0.325980794602911961",NA,NA,"5","ReMap--ChIP-seq(rank=120); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=619); ARCHS4--Coexpression(rank=767); GTEx--Coexpression(rank=1263)","1158","0.40400000000000003","ReMap ChIP-seq,0.404"
"ATF1","-0.315725084628523889","-0.315725084628523889","0.315725084628523889","Repressed","215","viper","215","0.315725084628523889",NA,NA,"5","ReMap--ChIP-seq(rank=47); ENCODE--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=998); Enrichr--Queries(rank=1229); GTEx--Coexpression(rank=1272)","548","0.15820000000000001","ReMap ChIP-seq,0.1582"
"ZFX","0.314223019120548841","0.314223019120548841","0.314223019120548841","Activated","216","viper","216","0.314223019120548841",NA,NA,"5","Literature--ChIP-seq(rank=155); ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=1130); GTEx--Coexpression(rank=1379); ARCHS4--Coexpression(rank=1616)","1594","0.80479999999999996","Enrichr Queries,0.8048"
"ZNF143","0.309467738104471590","0.309467738104471590","0.309467738104471590","Activated","217","viper","217","0.309467738104471590",NA,NA,"5","GTEx--Coexpression(rank=72); ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=340); ARCHS4--Coexpression(rank=567)","164","0.04480000000000000","GTEx Coexpression,0.0448"
"ZNF740","0.300494809175606281","0.300494809175606281","0.300494809175606281","Activated","218","viper","218","0.300494809175606281",NA,NA,"4","ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=281); Enrichr--Queries(rank=1106); GTEx--Coexpression(rank=1572)","591","0.17260000000000000","ARCHS4 Coexpression,0.1726"
"ETS2","-0.297238223683054359","-0.297238223683054359","0.297238223683054359","Repressed","219","viper","219","0.297238223683054359",NA,NA,"4","Enrichr--Queries(rank=22); ARCHS4--Coexpression(rank=60); GTEx--Coexpression(rank=69); Literature--ChIP-seq(rank=112)","61","0.01567000000000000","Enrichr Queries,0.01567"
"PAX5","-0.278946671017776204","-0.278946671017776204","0.278946671017776204","Repressed","220","viper","220","0.278946671017776204",NA,NA,"5","ENCODE--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=90); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=503); GTEx--Coexpression(rank=947)","203","0.05528000000000000","ARCHS4 Coexpression,0.05528"
"HHEX","-0.278266266732026590","-0.278266266732026590","0.278266266732026590","Repressed","221","viper","221","0.278266266732026590",NA,NA,"4","ReMap--ChIP-seq(rank=134); Enrichr--Queries(rank=152); ARCHS4--Coexpression(rank=643); GTEx--Coexpression(rank=836)","385","0.10829999999999999","Enrichr Queries,0.1083"
"MEF2B","0.274484486216509893","0.274484486216509893","0.274484486216509893","Activated","222","viper","222","0.274484486216509893",NA,NA,"4","Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=108); GTEx--Coexpression(rank=174)","135","0.03561000000000000","Enrichr Queries,0.03561"
"MEIS2","0.265562867340487563","0.265562867340487563","0.265562867340487563","Activated","223","viper","223","0.265562867340487563",NA,NA,"4","ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=454); Enrichr--Queries(rank=768); GTEx--Coexpression(rank=1034)","67","0.01684000000000000","ReMap ChIP-seq,0.01684"
"BATF","0.244246921490031049","0.244246921490031049","0.244246921490031049","Activated","224","viper","224","0.244246921490031049",NA,NA,"5","ARCHS4--Coexpression(rank=3); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=44); Enrichr--Queries(rank=163); GTEx--Coexpression(rank=592)","5","0.00184300000000000","ARCHS4 Coexpression,0.001843"
"ZBTB33","-0.230249616066990848","-0.230249616066990848","0.230249616066990848","Repressed","225","viper","225","0.230249616066990848",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=257); GTEx--Coexpression(rank=492); Enrichr--Queries(rank=1181); ARCHS4--Coexpression(rank=1474)","935","0.30620000000000003","GTEx Coexpression,0.3062"
"CUX1","0.222926799927962549","0.222926799927962549","0.222926799927962549","Activated","226","viper","226","0.222926799927962549",NA,NA,"6","ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=86); ENCODE--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=1070); GTEx--Coexpression(rank=1265); Enrichr--Queries(rank=1279)","383","0.10770000000000000","ReMap ChIP-seq,0.1077"
"SMAD1","0.220383886865924972","0.220383886865924972","0.220383886865924972","Activated","227","viper","227","0.220383886865924972",NA,NA,"5","ReMap--ChIP-seq(rank=80); Literature--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=396); Enrichr--Queries(rank=485); GTEx--Coexpression(rank=1412)","776","0.24320000000000000","ARCHS4 Coexpression,0.2432"
"NCOA2","-0.219991506797971192","-0.219991506797971192","0.219991506797971192","Repressed","228","viper","228","0.219991506797971192",NA,NA,"4","ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=593); ARCHS4--Coexpression(rank=630); Enrichr--Queries(rank=1285)","1081","0.36899999999999999","GTEx Coexpression,0.369"
"CEBPA","-0.219714867859139379","-0.219714867859139379","0.219714867859139379","Repressed","229","viper","229","0.219714867859139379",NA,NA,"5","ReMap--ChIP-seq(rank=51); Literature--ChIP-seq(rank=62); GTEx--Coexpression(rank=67); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=158)","155","0.04169000000000000","GTEx Coexpression,0.04169"
"TFAP2C","0.211468354122813812","0.211468354122813812","0.211468354122813812","Activated","230","viper","230","0.211468354122813812",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=270); GTEx--Coexpression(rank=289); ARCHS4--Coexpression(rank=297)","528","0.15240000000000001","Literature ChIP-seq,0.1524"
"HNF1B","0.201186345646617110","0.201186345646617110","0.201186345646617110","Activated","231","viper","231","0.201186345646617110",NA,NA,"3","ReMap--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=119); Enrichr--Queries(rank=320)","259","0.07310000000000000","ARCHS4 Coexpression,0.0731"
"PGR","-0.198661930509460627","-0.198661930509460627","0.198661930509460627","Repressed","232","viper","232","0.198661930509460627",NA,NA,"4","ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=257); GTEx--Coexpression(rank=426); Enrichr--Queries(rank=657)","545","0.15790000000000001","ARCHS4 Coexpression,0.1579"
"CREB3","0.197883464947092219","0.197883464947092219","0.197883464947092219","Activated","233","viper","233","0.197883464947092219",NA,NA,"4","ReMap--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=313); Enrichr--Queries(rank=329); GTEx--Coexpression(rank=346)","346","0.09764000000000000","ReMap ChIP-seq,0.09764"
"ZBED1","-0.181568849844558733","-0.181568849844558733","0.181568849844558733","Repressed","234","viper","234","0.181568849844558733",NA,NA,"4","ReMap--ChIP-seq(rank=160); GTEx--Coexpression(rank=427); Enrichr--Queries(rank=457); ARCHS4--Coexpression(rank=1009)","836","0.26569999999999999","GTEx Coexpression,0.2657"
"FLI1","-0.169152314927403874","-0.169152314927403874","0.169152314927403874","Repressed","235","viper","235","0.169152314927403874",NA,NA,"6","GTEx--Coexpression(rank=49); ARCHS4--Coexpression(rank=109); ENCODE--ChIP-seq(rank=110); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=408)","116","0.03049000000000000","GTEx Coexpression,0.03049"
"HOXB13","-0.165760614721693317","-0.165760614721693317","0.165760614721693317","Repressed","236","viper","236","0.165760614721693317",NA,NA,"4","Enrichr--Queries(rank=198); ReMap--ChIP-seq(rank=285); GTEx--Coexpression(rank=384); ARCHS4--Coexpression(rank=455)","491","0.14099999999999999","Enrichr Queries,0.141"
"SPI1","0.156539664088257341","0.156539664088257341","0.156539664088257341","Activated","237","viper","237","0.156539664088257341",NA,NA,"6","ReMap--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=56); GTEx--Coexpression(rank=133); ARCHS4--Coexpression(rank=194); Enrichr--Queries(rank=538)","140","0.03704000000000000","ReMap ChIP-seq,0.03704"
