"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ARHGEF17",-0.051045376528642,2.97056025369979,-0.752930945906441,0.451866709351535,0.730805996919172,-6.09172766187054
"ASF1A",0.0429916675095808,4.49137398370349,0.752544117420879,0.452098984742989,0.73112123867171,-6.09201068210164
"C5orf58",0.0323050464177354,0.236483535884932,0.752412668572255,0.452177930050128,0.731188487896476,-6.09210682266269
"ZNF638",0.0474176743082319,4.17912414126018,0.752221310249476,0.452292869648945,0.73123595909411,-6.09224675055318
"PLTP",-0.0907380003035995,6.38456518824113,-0.752152749645677,0.45233405468511,0.73123595909411,-6.09229687582269
"CCNJL",0.0569471182086248,1.897077021754,0.75214628654719,0.452337937242258,0.73123595909411,-6.09230160081662
"IST1",-0.0208455124986411,5.92103084535308,-0.752114987134774,0.45235673990866,0.73123595909411,-6.09232448238504
"PGLYRP3",0.0442022049501665,0.34373246204113,0.751896293645181,0.452488129201166,0.731294761479706,-6.0924843326855
"MAGED2",-0.0510499791047991,7.23537026938841,-0.751868493372497,0.452504832931147,0.731294761479706,-6.09250464950168
"FAM217A",-0.0186498907084243,0.131846988991145,-0.751867857602217,0.452505214936347,0.731294761479706,-6.09250511412244
"UBASH3A",0.0369597821440985,0.997693593588672,0.751718377746797,0.452595035598253,0.731379526190521,-6.09261434308813
"VWC2",-0.00663604733564267,0.0777488389971795,-0.751549641946599,0.452696439066296,0.731391192524292,-6.09273761686178
"OR10K2",-0.00364914304730342,0.00654812295232179,-0.75154766117033,0.452697629510062,0.731391192524292,-6.09273906379896
"VSTM2A",0.012854233939158,0.113141702684945,0.751465698972418,0.452746890231525,0.731391192524292,-6.09279893302655
"PCDHB7",0.0316969991044697,0.692342722668943,0.751390706361602,0.452791964769212,0.731391192524292,-6.09285370561803
"HIPK3",0.0491433750194096,4.66137315681025,0.751352049606638,0.45281520052282,0.731391192524292,-6.09288193734521
"PTMS",0.071389142834118,8.54924962789804,0.751333281243691,0.452826482030394,0.731391192524292,-6.09289564369754
"TRIM77",0.00222841379875502,0.00525218009288023,0.750942000248726,0.453061714057887,0.731710744828099,-6.09318131460722
"KMO",0.0234580680043525,0.474415051245033,0.750854203652998,0.453114505506121,0.731735620699752,-6.09324539376003
"EFR3B",0.0374493264926498,0.860795895927662,0.75049236412189,0.453332113719279,0.73202474048384,-6.09350940679462
"ABCB8",-0.0394668890826206,4.00732752571191,-0.750388295084995,0.453394711193763,0.73202474048384,-6.09358531634668
"FBXO8",0.0306280548080199,4.57564846309598,0.750188930879572,0.453514642330299,0.73202474048384,-6.09373070632927
"SDK1",0.0448591868349955,1.1531037549893,0.750185969635652,0.453516423855365,0.73202474048384,-6.09373286557996
"RORB",0.0130013710396451,0.104641374162491,0.75010214025686,0.453566858405807,0.73202474048384,-6.09379398793338
"CLHC1",-0.0423356334307484,1.40229746702484,-0.75006729858869,0.453587821249404,0.73202474048384,-6.09381938996727
"PITX1",0.0719888541794707,5.32518220704513,0.750062783340117,0.453590537934712,0.73202474048384,-6.09382268181582
"AL049697.1",-0.0335795763550997,0.279956174657733,-0.750059079831704,0.453592766227966,0.73202474048384,-6.09382538184933
"XAGE1A",0.00138826420000486,0.00339701156309643,0.74976907481643,0.453767273044062,0.732245984560137,-6.09403676797986
"MMP25",0.0490729846904099,1.42994790572523,0.7495656817303,0.453889684899194,0.732383133247764,-6.09418497358296
"ROS1",-0.0314257667003982,0.243695631768792,-0.749259161772333,0.454074198813102,0.732620457128708,-6.0944082484452
"SKA3",-0.0503378995470037,4.77206385850739,-0.74907167963801,0.454187077176745,0.732742171908835,-6.0945447690325
"NQO1",-0.0769605156306537,7.42737606658054,-0.748916889037451,0.454280284734221,0.73283213423454,-6.09465745864006
"DERL1",0.0313638251688588,5.39831488094972,0.748723872553283,0.45439652525758,0.732959234798986,-6.09479794465089
"WIF1",-0.123022990277079,1.14862836288546,-0.748640880459848,0.454446510844244,0.732979451436682,-6.09485833889492
"IFNB1",0.00718115314896869,0.0357029933535661,0.748452055840249,0.454560250240799,0.733045447844428,-6.09499572372975
"IFT80",0.0394684983683751,2.0310128995347,0.748436353244068,0.454569709498066,0.733045447844428,-6.0950071470525
"PRTG",0.0187610778960075,0.195421179194472,0.748386410746259,0.454599795640888,0.733045447844428,-6.09504347762537
"WASF1",0.0626365575822285,2.56777141094807,0.748197165522309,0.454713810140607,0.733148476259331,-6.09518112175037
"MTHFD2L",0.0452216208552242,1.86738138551551,0.748156003964529,0.454738610868735,0.733148476259331,-6.09521105527444
"GJE1",0.00614774335613508,0.0122857564285363,0.74799414863834,0.454836139613725,0.733245312057678,-6.09532874383737
"CALHM6",-0.0866625934633097,1.6530246190704,-0.74774684325532,0.454985180604044,0.733425168404724,-6.09550851595658
"GTF2H1",0.0263571143622151,4.20770029812854,0.747649153844386,0.455044061677839,0.733459671478915,-6.09557951235553
"KRTAP19-7",0.00324842409062408,0.00673723567351573,0.747572907638807,0.455090021118166,0.733473342938617,-6.09563491833941
"SLC26A8",-0.023152268369066,0.4486884802596,-0.747336521942588,0.455232525587171,0.733642601965293,-6.09580665738117
"RUFY1",-0.0242888848796914,4.66369594464732,-0.747230674850333,0.455296343385224,0.733657416322291,-6.0958835398959
"ATRNL1",-0.0199044301605134,0.191925633243791,-0.747196926793695,0.4553166919754,0.733657416322291,-6.09590805066563
"PIGH",-0.0312207671305489,3.63287548775528,-0.747105592410512,0.455371765157349,0.733685750876305,-6.09597438008841
"H2AC7",0.0178713001169193,0.0803067997443335,0.746825512283931,0.455540672477078,0.733791530945355,-6.0961777311833
"ABHD17A",-0.043538823910157,4.10460465563248,-0.746817736892582,0.455545362070197,0.733791530945355,-6.09618337539105
"MDC1",-0.0363230307671999,4.07987417813516,-0.746810212318493,0.455549900413166,0.733791530945355,-6.09618883747315
"C2CD5",0.0393618651854354,4.57130166406679,0.746605082790107,0.45567363128902,0.733930428603194,-6.09633771967808
"GPR132",0.0440579611621419,1.89775849353459,0.746471184281873,0.455754406976222,0.734000123348555,-6.09643488068026
"NTNG2",-0.0265127240734331,0.760910431817065,-0.746377231662754,0.455811089709348,0.734031007710166,-6.09650304530037
"NYNRIN",-0.0678278363609451,3.93353470046351,-0.746305735902724,0.455854226618013,0.734040074801804,-6.09655491125754
"S100A1",-0.0318238102549469,0.628047123975881,-0.746127178180888,0.455961969336074,0.734109526826905,-6.09668442270692
"FBXW11",0.0277564122335807,4.64133889661153,0.746109929723886,0.455972377911597,0.734109526826905,-6.09669693171676
"TRIM43B",-0.00140976739498989,0.00395936601871014,-0.745961926883932,0.456061695686087,0.734192929692556,-6.09680425519795
"ZNF467",-0.0490493258273901,1.86845922969307,-0.745638598693573,0.456256854347363,0.734391271477576,-6.09703864105108
"SLC41A1",0.0442935369723338,3.49898989402357,0.745633471592322,0.456259949409629,0.734391271477576,-6.09704235695353
"ZNF496",-0.0296050323263265,3.38948766141179,-0.745487270689404,0.456348211066294,0.734404083388704,-6.09714830635328
"GATAD2B",-0.0329505654253372,3.70731067496838,-0.745431140427197,0.456382099529643,0.734404083388704,-6.09718897752886
"CLDN19",0.00919012708575905,0.049702698353812,0.745385671418319,0.456409552336485,0.734404083388704,-6.09722192147488
"GOLGA8O",0.00218199984305919,0.0198038698604115,0.745371664262991,0.456418009619172,0.734404083388704,-6.09723206976303
"HEATR9",-0.0127466408545925,0.11104601996165,-0.745166421276508,0.456541941986511,0.734502279359133,-6.0973807480155
"AUTS2",-0.0527746726657963,3.19192181165606,-0.745124077787305,0.456567512718751,0.734502279359133,-6.09741141660437
"DDX41",-0.0395739276581543,5.85123077473193,-0.745084147425316,0.456591626931849,0.734502279359133,-6.09744033581811
"CCN5",0.04652690223057,0.490413089049698,0.744915813781999,0.456693292641385,0.734548466882419,-6.09756223298284
"ORAI2",-0.0482653080779606,3.10125703417974,-0.744894596143483,0.456706108016142,0.734548466882419,-6.09757759557876
"SNPH",0.0576713474486307,1.61995266594854,0.744850179508135,0.456732936155136,0.734548466882419,-6.09760975395646
"HPGDS",0.0334996272656059,0.779402334967751,0.744681520068006,0.456834816413933,0.734616859334036,-6.09773184875377
"DARS2",0.0358436374870176,4.28152783054499,0.744546009165253,0.456916682279253,0.734616859334036,-6.09782992690311
"FAM43B",0.0216623511727241,0.289275373331128,0.744544418928426,0.456917643034164,0.734616859334036,-6.09783107775632
"VSTM4",0.0455614271648794,1.8272906730911,0.744531239276151,0.456925605675398,0.734616859334036,-6.09784061576667
"NKAIN2",0.0546415703892327,0.510210634294169,0.74436338380594,0.457027024363782,0.73471955756724,-6.09796207671371
"NACC1",0.0443430630957948,5.63722496860041,0.744128346202941,0.45716905597771,0.734887523165484,-6.09813210503274
"GPC4",-0.0590758165797515,5.39733161548123,-0.743974546247224,0.457262009697704,0.734896742335059,-6.09824333631164
"NBPF3",0.0413149268841854,1.90577797245775,0.743957159551141,0.45727251855054,0.734896742335059,-6.09825590928338
"MRPS6",0.03837306180761,4.25675303603914,0.743915430112129,0.457297741179601,0.734896742335059,-6.0982860842092
"MS4A4E",-0.0195306517624315,0.268759347245998,-0.74383023869413,0.457349236074419,0.734896742335059,-6.09834768163345
"CLNK",0.0156429382915739,0.253227587840646,0.743808225670143,0.457362542621277,0.734896742335059,-6.09836359694677
"CLIP3",0.0582864381983616,2.89780998440077,0.743674261350848,0.457443526769379,0.7349362748266,-6.09846044239164
"C4orf51",-0.0120450956454371,0.0685674856634589,-0.74359053345257,0.457494146083293,0.7349362748266,-6.09852096210136
"AP4S1",0.0352058689432455,1.54295840056497,0.74346610502653,0.457569377512825,0.7349362748266,-6.0986108881711
"OR4N5",-0.00115411586313129,0.00342702555323628,-0.743403050029061,0.457607504239084,0.7349362748266,-6.09865645312046
"ZBTB5",-0.024316476334371,3.99028898801675,-0.743392827109119,0.457613685780794,0.7349362748266,-6.09866384006751
"ADAT1",-0.0281616400252855,3.83589069812139,-0.743306229448169,0.457666051087259,0.7349362748266,-6.09872641032953
"KCNK2",0.0191053569427931,0.188174733718025,0.743270773454045,0.45768749217796,0.7349362748266,-6.0987520266006
"PMS2",0.0279022743790818,2.69717763454894,0.743270654472485,0.457687564129917,0.7349362748266,-6.09875211256038
"SEMA6A",0.07298587748276,2.58105116010888,0.742934861542076,0.457890654234518,0.735202066947556,-6.09899465598794
"ITPKA",-0.0861466095798291,4.03320436778424,-0.742545560231666,0.458126170098342,0.735519874897019,-6.09927571168985
"UNG",0.0352441070091306,6.53321730754618,0.742468633935186,0.458172716314297,0.735534265522689,-6.0993312311659
"SLC12A8",-0.0303495138085978,3.84321773216704,-0.742364160030926,0.458235935173456,0.735575417263756,-6.09940662319518
"DES",-0.172749094377513,5.09131143034653,-0.7420534028981,0.458424008380267,0.735816966128943,-6.09963081386705
"RAB40A",-0.024409397986894,0.425649267640761,-0.741959426433323,0.458480892391261,0.735847920697833,-6.09969859321582
"OR2A4",-0.00839540205798067,0.0382595014504154,-0.741839019251382,0.458553780733525,0.735904554549883,-6.09978542287315
"SPATC1",0.0200000606671435,0.327117941795655,0.741329422067405,0.458862336926797,0.736339356837844,-6.10015275483661
"SPRR5",-0.00234940203741812,0.00589110039377998,-0.741151250014621,0.458970245926654,0.736364103060613,-6.10028112684346
"CACFD1",-0.0544069826408053,5.21752070585396,-0.741069868005118,0.45901953927356,0.736364103060613,-6.10033975190274
"FSCN3",-0.011360852100837,0.0917962803212815,-0.740950923293805,0.459091589823685,0.736364103060613,-6.10042542440706
"CLN8",0.032755839770098,2.48795826647417,0.740903707926157,0.45912019221216,0.736364103060613,-6.10045942849445
"ZNF444",-0.043720063883069,3.93757668876185,-0.740881227369353,0.459133810961068,0.736364103060613,-6.10047561803158
"TNNI3",-0.0632748872498301,0.998399603985178,-0.740870662777726,0.459140211082064,0.736364103060613,-6.10048322603018
"PECAM1",0.060537914016401,4.92589474319377,0.740869137975776,0.459141134824416,0.736364103060613,-6.10048432409404
"MTHFD1",-0.0320279395064284,4.46884053922379,-0.740662776150932,0.459266160799544,0.736504263602742,-6.10063291175377
"CD68",-0.00953125030711558,0.124770011934081,-0.740442700719683,0.459399516351919,0.736657757847064,-6.10079132818291
"ITM2C",0.072411632541115,8.86699759530504,0.740372354716228,0.459442147370849,0.736665759970088,-6.10084195529142
"SH3RF3",0.0466700846270742,2.55254195924534,0.740280805798864,0.459497631088009,0.736694367004459,-6.10090783467664
"HSF2",0.0321004773767115,3.80192981240698,0.740105671872324,0.459603782440014,0.736804196111855,-6.10103383990555
"ELOA2",0.00545581020384309,0.0263609992446218,0.73984456978129,0.45976206598493,0.736920474099005,-6.10122164222111
"PLAC8",0.112736559525088,4.51374734611964,0.739806601433646,0.459785085449248,0.736920474099005,-6.10124894612382
"IL9R",0.0221793008166515,0.339535531826451,0.739799690604707,0.459789275418883,0.736920474099005,-6.10125391570775
"CPNE8",0.0535904824553641,1.9187119014522,0.739712226805468,0.459842305738605,0.736945116738473,-6.10131680701059
"RASAL2",0.0397838501493583,2.81121694103134,0.739490331039953,0.459976859132987,0.736982596434451,-6.10147632903979
"GC",-0.0187383802575734,0.0757818834393395,-0.739454082310261,0.459998841777174,0.736982596434451,-6.10150238390469
"VWC2L",-0.0036966318131092,0.0109724711593043,-0.739422825657553,0.460017797504632,0.736982596434451,-6.10152484954096
"TMSB4Y",0.110847073212882,1.32337631688337,0.739395990478576,0.460034072160764,0.736982596434451,-6.10154413649897
"NARF",-0.0333600712901302,4.50043125835274,-0.739363170509754,0.460053976835097,0.736982596434451,-6.10156772389094
"CFAP97D1",-0.0023229165768944,0.0165734884614869,-0.738825441764042,0.460380167732472,0.737321235956286,-6.10195403555052
"TAS2R20",-0.0434969356099727,0.765430856080348,-0.738757744500365,0.460421242672772,0.737321235956286,-6.10200265031534
"NAT10",-0.0328282073565924,5.86441947624135,-0.738752157110476,0.460424632882543,0.737321235956286,-6.10200666253373
"RIBC2",-0.0617311841893785,1.89627444363493,-0.738721358147953,0.460443320740472,0.737321235956286,-6.10202877824959
"ZNF274",0.0394321447638244,2.79995230837308,0.738704186720727,0.460453740016235,0.737321235956286,-6.10204110808389
"STK4",-0.0435558683535834,4.61782524840321,-0.738498284077032,0.460578687891744,0.737425720878135,-6.10218893290012
"CCDC71",-0.04341081963919,5.19285850292095,-0.738472477565438,0.460594349395244,0.737425720878135,-6.1022074574115
"GOLGA6D",-0.000882893097764889,0.00271891440090467,-0.738275668046468,0.460713799347152,0.737480127496725,-6.10234871059699
"CCN6",0.105171094952357,1.17720796141761,0.738267489930195,0.460718763281818,0.737480127496725,-6.10235457934261
"URI1",0.0287024653085992,5.63724646782491,0.738079893180117,0.46083263857275,0.737480127496725,-6.10248918393135
"KLHDC8B",-0.0531735799239153,3.55850032852245,-0.73798647923069,0.4608893487502,0.737480127496725,-6.10255619766459
"C12orf65",-0.0262955126422775,3.20169931032633,-0.737985698290396,0.460889822863583,0.737480127496725,-6.10255675786353
"DNAJC28",0.0275892030023167,0.840324745562711,0.737953716471357,0.460909239446385,0.737480127496725,-6.10257969916084
"SULT6B1",-0.00410235836055228,0.0165196286578852,-0.737928133386152,0.460924771603973,0.737480127496725,-6.10259804978454
"AP000471.1",0.0173148954733465,0.0486436939332853,0.737898379786264,0.460942836158866,0.737480127496725,-6.10261939110006
"CCT2",0.0303139416951324,7.44739698474494,0.737857803433083,0.460967472263422,0.737480127496725,-6.1026484938503
"SHANK3",-0.0457389407388223,2.60756687778518,-0.737758726434181,0.461027630384921,0.73751608257833,-6.10271954855863
"RBP3",-0.0259790635608716,0.157088866441096,-0.737638535332416,0.461100614593077,0.737572548279617,-6.10280573281698
"TSPAN7",0.0796233967053618,3.37998234471168,0.737356735366765,0.461271758707101,0.737786007654191,-6.10300774543793
"SIGLEC12",0.0698412516618259,1.562255340166,0.737002272853403,0.461487083141381,0.738021130141829,-6.10326173796755
"BLVRB",-0.0610555963909054,6.6727627173947,-0.736964903124861,0.461509787316184,0.738021130141829,-6.1032885084015
"NPDC1",-0.0724639835611314,6.52039945648531,-0.736928525025449,0.461531889622699,0.738021130141829,-6.10331456716445
"H2AC19",0.012801219738435,0.0854136254128879,0.736572263682334,0.461748375303991,0.738251687864985,-6.10356970041054
"SIKE1",-0.0335435160695729,4.22596853782925,-0.736567096573259,0.461751515566669,0.738251687864985,-6.10357339988216
"COX6B1",0.03297122362718,8.83915002078408,0.736317525852876,0.461903204102757,0.738433883964634,-6.10375205307033
"SERTM2",0.0184541775584033,0.160894542057579,0.736072829531695,0.462051957081906,0.738611357677855,-6.1039271583168
"SLFN12L",0.0179486395742701,0.271641897116601,0.735940840330632,0.462132205577824,0.738624201201638,-6.10402158598373
"TMEM209",-0.0308073589131714,4.09073066075475,-0.735935466353004,0.46213547308334,0.738624201201638,-6.10402543027499
"MYMX",-0.0380119465890246,0.531737012188854,-0.735776393076295,0.462232199256525,0.738718469022493,-6.10413921114316
"AQP10",0.0146759129063243,0.10804719102128,0.735614099530009,0.462330895227531,0.738788884385012,-6.10425527009544
"LOXL4",0.0394751267735405,1.19638600717833,0.735579795704889,0.462351758006623,0.738788884385012,-6.10427979809052
"MEOX1",0.0516561300500954,1.47988653683698,0.73542170469524,0.462447912047975,0.738795061456398,-6.10439282191777
"MCC",0.042623214779529,1.39101120105127,0.735382479557293,0.462471771276191,0.738795061456398,-6.10442086134866
"IFT46",-0.0381844833782609,3.8044523284867,-0.735337302509544,0.462499251688828,0.738795061456398,-6.10445315355339
"RXFP3",0.00775339456292362,0.0590184553634083,0.735186997893553,0.462590685950823,0.738795061456398,-6.10456057588547
"GALNT12",-0.0509641793213405,5.10037641521663,-0.735152536905596,0.462611650903972,0.738795061456398,-6.10458520197986
"CUTC",-0.0294848267127142,4.35089713447966,-0.735142732198426,0.462617615868605,0.738795061456398,-6.1045922082907
"ACSL3",0.0379786371143212,5.5145819495908,0.735111553047718,0.462636584852836,0.738795061456398,-6.10461448786943
"ZNF726",-0.0191118358535333,0.215388148161392,-0.735076979255731,0.46265761960092,0.738795061456398,-6.10463919204307
"IL36A",-0.0161617907292742,0.0429967058360785,-0.734897515399461,0.462766814283942,0.738909139459168,-6.1047674065686
"MBD3L5",-0.000968330957298039,0.00228039279664237,-0.734776567004588,0.462840413399151,0.73896636732214,-6.10485379822243
"CBX2",-0.0699782176605568,3.08029949179588,-0.734646197705278,0.462919752624063,0.739032749702712,-6.10494690320284
"TM4SF20",-0.120215508026281,2.65544907008032,-0.734492800415772,0.463013115800668,0.739088957132692,-6.10505643282459
"DPH6",-0.0374863793758018,2.01224874736847,-0.734464257595111,0.463030489162737,0.739088957132692,-6.10507681061686
"AKAP13",0.0447819222193544,3.81484132588981,0.734235053311866,0.463170013784937,0.739249039211631,-6.10524041952286
"ADAMTSL4",0.0527972780750527,1.88678586593602,0.734175410911634,0.463206324043341,0.739249039211631,-6.10528298466662
"GNRH1",-0.0421261053704746,1.16699862333448,-0.733894650798998,0.463377272014718,0.739461561529684,-6.10548330911117
"MT-ND4",-0.0623908063234141,14.0644394110732,-0.733298624881677,0.46374029450765,0.739980538427168,-6.10590832467908
"NTN3",-0.0187858601406509,0.148812983564938,-0.733167811976474,0.463819990200865,0.740047369005473,-6.1060015589519
"SLC2A7",0.0116244447916898,0.0777101314536783,0.732962834110895,0.463944885110649,0.740140715962272,-6.10614761943765
"NDUFAF5",-0.0403471612085895,2.91410181514243,-0.732947660486083,0.463954131287372,0.740140715962272,-6.10615843004391
"SV2C",-0.0266801073683704,0.26886145738818,-0.732725754180643,0.46408936353251,0.74029610674829,-6.10631650398176
"AURKB",-0.0541031727366312,5.41535451371972,-0.732584005856,0.464175758106885,0.74037357472778,-6.10641745275553
"PARVG",0.0402018908039798,1.52316979470699,0.732222886116485,0.464395898546988,0.740607611783141,-6.10667454301491
"ASPHD2",0.0640147752276659,2.79495521367369,0.732219158268765,0.464398171365935,0.740607611783141,-6.10667719630433
"VCX2",0.00958586869074933,0.032343795395322,0.732065077071874,0.464492118045672,0.740652517457637,-6.10678685154976
"OR5D16",0.000928387407602614,0.00248018808469175,0.732009768458334,0.464525843505844,0.740652517457637,-6.10682620751579
"PGAM5",-0.0377165182003699,6.23959705715396,-0.731986778206736,0.464539862643324,0.740652517457637,-6.10684256582288
"GPR87",0.00672464593445466,0.0174223949510345,0.73174643576593,0.464686434278168,0.740781242696013,-6.10701354654917
"GPR148",0.0122026986786582,0.0272149788360025,0.731727030115114,0.464698269843153,0.740781242696013,-6.10702734937494
"FBN1",0.0838627713371067,3.91091977347595,0.731661401243732,0.46473829833634,0.740781242696013,-6.10707402708638
"SLC13A2",-0.115115268139702,2.17731637382726,-0.731606142378225,0.46477200342672,0.740781242696013,-6.10711332602205
"AL031708.1",-0.0113933950149978,0.143275391209901,-0.731453684577095,0.464865001984537,0.740869133048809,-6.10722173542821
"SEMG2",0.0403430233692102,0.198344537364401,0.731262124057992,0.464981867737536,0.740995043847515,-6.10735791796719
"PRDX5",-0.0711071466424264,10.3745880507221,-0.730963893684258,0.465163842422902,0.741224683281112,-6.10756986248365
"NLRP11",0.0262088771263927,0.330623321071475,0.730881396538316,0.465214187675567,0.741244554831762,-6.10762847581496
"LURAP1",0.0173357757433936,0.428444435008425,0.73064881234082,0.465356142402078,0.741410376339228,-6.10779368884116
"SMIM11A",-0.00182782279116033,0.0127641253480773,-0.73055069516726,0.465416034179984,0.741445437927267,-6.10786336930944
"DAND5",0.0212542897907289,0.301987046828976,0.730354866604957,0.465535582887938,0.741486189298999,-6.10800241415535
"UBE2K",0.0338300938590635,5.99319158446156,0.730331407793901,0.465549905085596,0.741486189298999,-6.10801906820345
"SYTL4",0.042623288676268,2.16754030545884,0.73032261174089,0.465555275361816,0.741486189298999,-6.10802531262316
"PNMA6E",-0.00207328772373702,0.0100819071287138,-0.73017425350039,0.465645858091958,0.741570110563732,-6.10813062254799
"ZNF473",-0.0289605291626391,2.8019859741026,-0.729955702938353,0.4657793158703,0.741698178469952,-6.10828571858168
"FOLH1",0.0377463218323547,0.97942821449164,0.729918444273401,0.465802069979775,0.741698178469952,-6.10831215484913
"GLRX5",0.0316948651707702,5.86061183395983,0.729726978687813,0.46591900903068,0.74181611364769,-6.10844798484307
"LDB2",0.0390974482908042,2.0139364811893,0.729673059651788,0.465951943440348,0.74181611364769,-6.10848622980467
"CAMK1G",0.0185636683338979,0.430996182881968,0.729493536914155,0.466061607482414,0.741874430303048,-6.10861354559175
"KDM1B",0.0415250086975141,4.89981727894015,0.729488986863845,0.466064387132798,0.741874430303048,-6.10861677203721
"BTBD6",0.0402387356044996,6.1005410563673,0.729298662116252,0.466180665824462,0.741997964247746,-6.10875171353276
"GUCA1C",-0.0112114323282016,0.0246497548373255,-0.729237852873897,0.46621782056893,0.741997964247746,-6.10879482027983
"HSPG2",-0.0729946545631741,5.13196820707195,-0.729163422876442,0.466263299906152,0.742010005079143,-6.10884757769201
"NANOS1",-0.0248260098452379,0.653061806918191,-0.729000932008082,0.466362596106776,0.742074608222744,-6.10896273567407
"ZNF674",-0.0318637182737297,1.31801695354648,-0.728972896839875,0.466379729249387,0.742074608222744,-6.10898260172911
"DNAH8",0.00674203132344785,0.0582676362921213,0.728774767161188,0.466500822303465,0.742206941980417,-6.10912297705748
"IGSF9",-0.0625072760883456,3.26918830370672,-0.728693564503655,0.466550456865117,0.742225572370932,-6.10918049832646
"NCBP2L",0.00290942705420458,0.0153174376142565,0.728583279289701,0.466617872645741,0.74223488693539,-6.1092586104733
"GRAPL",0.00470457501324091,0.0335043959433064,0.728555777227657,0.46663468510933,0.74223488693539,-6.10927808763061
"OR10G6",-0.00526857930325844,0.0130034774213446,-0.728497867200854,0.466670087565274,0.74223488693539,-6.10931909752794
"HPD",-0.0210824021966268,0.461370318555038,-0.728240698072751,0.46682732224698,0.742292031076967,-6.10950117660411
"EMILIN1",0.0832646877989408,5.73786688359578,0.728239238411512,0.466828214776383,0.742292031076967,-6.10950220988014
"EML4",0.0367718022594334,5.57474817748258,0.728174632097706,0.466867720122996,0.742292031076967,-6.10954794181578
"PHACTR2",-0.0463832755086626,3.2464614556003,-0.728141225213734,0.466888148430956,0.742292031076967,-6.10957158747517
"ZNF678",0.0436177229477834,1.85855805461071,0.728002340519161,0.466973081747542,0.742292031076967,-6.10966987956849
"FAM78A",0.0426460033241811,1.95041758109141,0.727991389191343,0.466979779270114,0.742292031076967,-6.10967762929522
"DNAJC5B",0.0326238807951485,0.644191968855178,0.727981347644012,0.466985920443628,0.742292031076967,-6.10968473511191
"DIPK2B",0.0403878397567929,2.0707300349977,0.72794288868476,0.467009441451673,0.742292031076967,-6.10971194936723
"DAPL1",0.0721329813580639,1.13195312185725,0.727865123636118,0.467057003575642,0.742300642404698,-6.10976697293984
"TLE2",-0.0907308175783976,4.85020681270644,-0.727810005098928,0.467090716428075,0.742300642404698,-6.10980596915593
"WDR20",-0.022722535587233,3.18540439549634,-0.727668006916928,0.467177574819706,0.742330477866229,-6.10990641891326
"AGPAT1",-0.0361224797432219,4.77252627062204,-0.727625821641802,0.467203380720184,0.742330477866229,-6.10993625708149
"SPACA5B",-0.00485103267951916,0.016974799869485,-0.727593291763575,0.46722328068858,0.742330477866229,-6.10995926468929
"CHFR",-0.0491081869421929,2.22132510760787,-0.727231243162534,0.467444793688211,0.742565471714105,-6.1102152637658
"RLN1",0.0282301867157023,0.452572107326274,0.727227522794464,0.467447070232373,0.742565471714105,-6.11021789372183
"CLDN10",-0.0554075354110902,0.383354035462546,-0.7270414710219,0.467560925722919,0.7426860544861,-6.11034939798947
"H2AC6",0.071793673048169,5.70396922169232,0.726892594676714,0.467652042593557,0.742770501996308,-6.11045460191166
"EMC3",0.0249858241107936,5.25452268145837,0.726751342859445,0.46773850214568,0.742828856447026,-6.11055439806583
"GRIN2B",-0.0387740205979504,0.791687018669909,-0.726708555180754,0.467764694029592,0.742828856447026,-6.11058462427106
"WNK4",-0.0782517040852539,4.23603884610399,-0.726421340798121,0.467940529431113,0.742876872509161,-6.11078747318883
"FGD2",-0.0356819209946718,1.43502661702328,-0.726351960556898,0.467983010188332,0.742876872509161,-6.11083646189543
"SLC37A3",-0.0286579745580523,4.16875123475276,-0.7263418906687,0.46798917604801,0.742876872509161,-6.11084357175654
"DSCC1",0.0494076615080314,4.25697388358237,0.72633886012833,0.46799103167692,0.742876872509161,-6.11084571145534
"CFAP91",-0.020796557704697,0.163221710194029,-0.726228854467017,0.468058391965335,0.742876872509161,-6.11092337440529
"BCL2L15",0.0710128534588737,3.94780515713206,0.726214786269507,0.468067006799968,0.742876872509161,-6.11093330557245
"PPIB",0.0403251603918316,7.83178380987712,0.726193729177679,0.468079901535049,0.742876872509161,-6.11094817005327
"CSPG5",-0.0359764881366816,0.721588014964533,-0.726163204251672,0.468098594439884,0.742876872509161,-6.1109697172405
"OR14K1",0.00460617063849351,0.019322774427991,0.725993332809579,0.468202628171843,0.74298172674541,-6.11108961099204
"TBC1D3F",-0.00339362248843695,0.0179086975760854,-0.725836534479512,0.468298666985762,0.743016354141634,-6.11120025301951
"BCKDK",-0.0387279744250004,5.47121325353441,-0.725774069912133,0.468336929516012,0.743016354141634,-6.11124432341878
"REPS2",-0.051868573157166,3.20268273223409,-0.725650027779762,0.4684129163929,0.743016354141634,-6.11133182719536
"EPHA3",-0.0464068277789443,1.23911547005529,-0.725574080572835,0.468459444214898,0.743016354141634,-6.11138539571841
"ATOH1",0.132254986952594,3.60623014897488,0.725569524539848,0.468462235476064,0.743016354141634,-6.11138860908809
"C4orf19",0.051784354121336,3.76232555904688,0.725563754402386,0.468465770573606,0.743016354141634,-6.11139267873662
"TMEM219",-0.0337694331413297,7.01712712701527,-0.725523871475768,0.468490205411464,0.743016354141634,-6.1114208070786
"CATSPER1",-0.0288602958908573,0.569559958700034,-0.725420967539367,0.468553254229262,0.743056133094634,-6.11149337529739
