"TF","SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"BCL6","-1.18224851334540659","-1.18224851334540659","1.18224851334540659","Repressed","158","viper","158","1.18224851334540659",NA,NA,"5","Enrichr--Queries(rank=39); Literature--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=165); ARCHS4--Coexpression(rank=503); GTEx--Coexpression(rank=859)","104","0.02778000000000000","Enrichr Queries,0.02778"
"NFATC1","1.18142983696222470","1.18142983696222470","1.18142983696222470","Activated","159","viper","159","1.18142983696222470",NA,NA,"5","ARCHS4--Coexpression(rank=112); ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=177); Enrichr--Queries(rank=515); GTEx--Coexpression(rank=661)","258","0.06880000000000000","ARCHS4 Coexpression,0.0688"
"CTCFL","-1.17886934360023177","-1.17886934360023177","1.17886934360023177","Repressed","160","viper","160","1.17886934360023177",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=689); Enrichr--Queries(rank=775); GTEx--Coexpression(rank=1022)","1152","0.42320000000000002","ARCHS4 Coexpression,0.4232"
"THAP11","1.14295449347719646","1.14295449347719646","1.14295449347719646","Activated","161","viper","161","1.14295449347719646",NA,NA,"5","Literature--ChIP-seq(rank=141); ReMap--ChIP-seq(rank=293); ARCHS4--Coexpression(rank=543); GTEx--Coexpression(rank=777); Enrichr--Queries(rank=1226)","982","0.33350000000000002","ARCHS4 Coexpression,0.3335"
"FOXL2","1.13522441218714154","1.13522441218714154","1.13522441218714154","Activated","162","viper","162","1.13522441218714154",NA,NA,"3","Enrichr--Queries(rank=409); GTEx--Coexpression(rank=970); ARCHS4--Coexpression(rank=1103)","886","0.29130000000000000","Enrichr Queries,0.2913"
"NFKB1","1.12522248594107244","1.12522248594107244","1.12522248594107244","Activated","163","viper","163","1.12522248594107244",NA,NA,"4","ARCHS4--Coexpression(rank=93); GTEx--Coexpression(rank=150); ReMap--ChIP-seq(rank=202); Enrichr--Queries(rank=594)","217","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"AR","1.11169666578080228","1.11169666578080228","1.11169666578080228","Activated","164","viper","164","1.11169666578080228",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=16); Enrichr--Queries(rank=455); ARCHS4--Coexpression(rank=536); GTEx--Coexpression(rank=1172)","207","0.05387000000000000","ReMap ChIP-seq,0.05387"
"ATF1","1.10853659346251332","1.10853659346251332","1.10853659346251332","Activated","165","viper","165","1.10853659346251332",NA,NA,"5","ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=455); Enrichr--Queries(rank=1228); GTEx--Coexpression(rank=1340)","854","0.27950000000000003","ARCHS4 Coexpression,0.2795"
"NFIC","-1.10753030404612618","-1.10753030404612618","1.10753030404612618","Repressed","166","viper","166","1.10753030404612618",NA,NA,"5","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=150); GTEx--Coexpression(rank=998); Enrichr--Queries(rank=1203)","335","0.09214000000000000","ARCHS4 Coexpression,0.09214"
"ELF1","1.09868417758371484","1.09868417758371484","1.09868417758371484","Activated","167","viper","167","1.09868417758371484",NA,NA,"5","ENCODE--ChIP-seq(rank=103); Literature--ChIP-seq(rank=133); ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=226); GTEx--Coexpression(rank=870)","481","0.13880000000000001","ARCHS4 Coexpression,0.1388"
"RFX2","1.09128470219678420","1.09128470219678420","1.09128470219678420","Activated","168","viper","168","1.09128470219678420",NA,NA,"4","ReMap--ChIP-seq(rank=228); Enrichr--Queries(rank=239); GTEx--Coexpression(rank=577); ARCHS4--Coexpression(rank=600)","576","0.17019999999999999","Enrichr Queries,0.1702"
"ZNF263","1.08991149248338037","1.08991149248338037","1.08991149248338037","Activated","169","viper","169","1.08991149248338037",NA,NA,"6","ENCODE--ChIP-seq(rank=78); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=270); Enrichr--Queries(rank=1085); ARCHS4--Coexpression(rank=1467); GTEx--Coexpression(rank=1555)","1475","0.66100000000000003","ENCODE ChIP-seq,0.661"
"E2F5","-1.08053462988115734","-1.08053462988115734","1.08053462988115734","Repressed","170","viper","170","1.08053462988115734",NA,NA,"4","ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=503); ARCHS4--Coexpression(rank=1448); GTEx--Coexpression(rank=1457)","1040","0.35830000000000001","Enrichr Queries,0.3583"
"ATF4","1.07468131382891219","1.07468131382891219","1.07468131382891219","Activated","171","viper","171","1.07468131382891219",NA,NA,"4","ReMap--ChIP-seq(rank=272); GTEx--Coexpression(rank=796); Enrichr--Queries(rank=1076); ARCHS4--Coexpression(rank=1273)","1272","0.49530000000000002","GTEx Coexpression,0.4953"
"IRF9","1.05433051167877623","1.05433051167877623","1.05433051167877623","Activated","172","viper","172","1.05433051167877623",NA,NA,"4","ARCHS4--Coexpression(rank=129); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=270); Enrichr--Queries(rank=410)","289","0.07924000000000000","ARCHS4 Coexpression,0.07924"
"NRF1","-1.05343313811815786","-1.05343313811815786","1.05343313811815786","Repressed","173","viper","173","1.05343313811815786",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=164); ReMap--ChIP-seq(rank=211); GTEx--Coexpression(rank=1147); Enrichr--Queries(rank=1204)","360","0.10070000000000000","ARCHS4 Coexpression,0.1007"
"MYBL2","1.03088084636314181","1.03088084636314181","1.03088084636314181","Activated","174","viper","174","1.03088084636314181",NA,NA,"6","Literature--ChIP-seq(rank=90); ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=150); GTEx--Coexpression(rank=173); ARCHS4--Coexpression(rank=310); Enrichr--Queries(rank=697)","379","0.10770000000000000","GTEx Coexpression,0.1077"
"STAT2","1.02969271074227309","1.02969271074227309","1.02969271074227309","Activated","175","viper","175","1.02969271074227309",NA,NA,"5","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=181); ARCHS4--Coexpression(rank=241); Enrichr--Queries(rank=651); GTEx--Coexpression(rank=1372)","506","0.14799999999999999","ARCHS4 Coexpression,0.148"
"KDM5B","1.00479025752377438","1.00479025752377438","1.00479025752377438","Activated","176","viper","176","1.00479025752377438",NA,NA,"5","ENCODE--ChIP-seq(rank=77); Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=403); GTEx--Coexpression(rank=826)","773","0.24750000000000000","ARCHS4 Coexpression,0.2475"
"DUX4","-0.99805042139143485","-0.99805042139143485","0.99805042139143485","Repressed","177","viper","177","0.99805042139143485",NA,NA,"2","ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=1278)","1505","0.68689999999999984","ReMap ChIP-seq,0.6869"
"ARNTL","0.99089075876551824","0.99089075876551824","0.99089075876551824","Activated","178","viper","178","0.99089075876551824",NA,NA,"4","ARCHS4--Coexpression(rank=79); Enrichr--Queries(rank=115); ReMap--ChIP-seq(rank=237); GTEx--Coexpression(rank=1003)","183","0.04853000000000000","ARCHS4 Coexpression,0.04853"
"ETV4","0.98001337966592605","0.98001337966592605","0.98001337966592605","Activated","179","viper","179","0.98001337966592605",NA,NA,"4","ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=206); ARCHS4--Coexpression(rank=460); GTEx--Coexpression(rank=507)","502","0.14670000000000000","Enrichr Queries,0.1467"
"CTCF","0.97636630033110283","0.97636630033110283","0.97636630033110283","Activated","180","viper","180","0.97636630033110283",NA,NA,"6","ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=259); ARCHS4--Coexpression(rank=788); GTEx--Coexpression(rank=1346); Enrichr--Queries(rank=1372)","684","0.21190000000000001","ENCODE ChIP-seq,0.2119"
"BHLHE22","-0.96993278266757477","-0.96993278266757477","0.96993278266757477","Repressed","181","viper","181","0.96993278266757477",NA,NA,"3","ReMap--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=453); GTEx--Coexpression(rank=668)","852","0.27829999999999999","ARCHS4 Coexpression,0.2783"
"RXRA","-0.96559047297524891","-0.96559047297524891","0.96559047297524891","Repressed","182","viper","182","0.96559047297524891",NA,NA,"6","ENCODE--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=62); Literature--ChIP-seq(rank=86); GTEx--Coexpression(rank=114); ARCHS4--Coexpression(rank=594); Enrichr--Queries(rank=753)","264","0.07094000000000000","GTEx Coexpression,0.07094"
"NR2F6","-0.95154532209435649","-0.95154532209435649","0.95154532209435649","Repressed","183","viper","183","0.95154532209435649",NA,NA,"4","ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=619); Enrichr--Queries(rank=678); GTEx--Coexpression(rank=699)","1073","0.38019999999999998","ARCHS4 Coexpression,0.3802"
"MEF2B","0.94695640507002787","0.94695640507002787","0.94695640507002787","Activated","184","viper","184","0.94695640507002787",NA,NA,"4","ReMap--ChIP-seq(rank=152); GTEx--Coexpression(rank=432); Enrichr--Queries(rank=732); ARCHS4--Coexpression(rank=746)","828","0.26879999999999998","GTEx Coexpression,0.2688"
"HNF1A","-0.94374069126794768","-0.94374069126794768","0.94374069126794768","Repressed","185","viper","185","0.94374069126794768",NA,NA,"3","ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=933); GTEx--Coexpression(rank=1303)","624","0.18859999999999999","ARCHS4 Coexpression,0.1886"
"HHEX","-0.91749883808497845","-0.91749883808497845","0.91749883808497845","Repressed","186","viper","186","0.91749883808497845",NA,NA,"4","Enrichr--Queries(rank=185); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=332); GTEx--Coexpression(rank=1266)","450","0.13180000000000000","Enrichr Queries,0.1318"
"FLI1","0.88905940691423790","0.88905940691423790","0.88905940691423790","Activated","187","viper","187","0.88905940691423790",NA,NA,"6","ENCODE--ChIP-seq(rank=115); Literature--ChIP-seq(rank=148); ReMap--ChIP-seq(rank=225); GTEx--Coexpression(rank=269); ARCHS4--Coexpression(rank=279); Enrichr--Queries(rank=629)","568","0.16739999999999999","GTEx Coexpression,0.1674"
"PDX1","0.88594766301231265","0.88594766301231265","0.88594766301231265","Activated","188","viper","188","0.88594766301231265",NA,NA,"5","ReMap--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=127); Literature--ChIP-seq(rank=140); GTEx--Coexpression(rank=686); Enrichr--Queries(rank=1093)","284","0.07801000000000000","ARCHS4 Coexpression,0.07801"
"HSF1","0.87090010397529183","0.87090010397529183","0.87090010397529183","Activated","189","viper","189","0.87090010397529183",NA,NA,"5","Literature--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=229); GTEx--Coexpression(rank=672); ARCHS4--Coexpression(rank=1259)","544","0.15850000000000000","Literature ChIP-seq,0.1585"
"TAL1","0.86759321161554293","0.86759321161554293","0.86759321161554293","Activated","190","viper","190","0.86759321161554293",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=354); GTEx--Coexpression(rank=434); Enrichr--Queries(rank=689)","703","0.21740000000000001","ARCHS4 Coexpression,0.2174"
"TGIF2","0.86092533541271787","0.86092533541271787","0.86092533541271787","Activated","191","viper","191","0.86092533541271787",NA,NA,"4","ARCHS4--Coexpression(rank=137); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=258); Enrichr--Queries(rank=502)","307","0.08415000000000000","ARCHS4 Coexpression,0.08415"
"ATF7","0.85952224374889563","0.85952224374889563","0.85952224374889563","Activated","192","viper","192","0.85952224374889563",NA,NA,"4","ReMap--ChIP-seq(rank=157); ARCHS4--Coexpression(rank=580); Enrichr--Queries(rank=1272); GTEx--Coexpression(rank=1441)","1037","0.35630000000000001","ARCHS4 Coexpression,0.3563"
"RUNX1","0.84978101049041888","0.84978101049041888","0.84978101049041888","Activated","193","viper","193","0.84978101049041888",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=120); GTEx--Coexpression(rank=423); ARCHS4--Coexpression(rank=760)","314","0.08547000000000000","Enrichr Queries,0.08547"
"PKNOX1","0.82587404722551405","0.82587404722551405","0.82587404722551405","Activated","194","viper","194","0.82587404722551405",NA,NA,"4","ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=792); ARCHS4--Coexpression(rank=990); GTEx--Coexpression(rank=1140)","1372","0.56410000000000005","Enrichr Queries,0.5641"
"KLF13","0.81094752315851537","0.81094752315851537","0.81094752315851537","Activated","195","viper","195","0.81094752315851537",NA,NA,"4","ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=537); ARCHS4--Coexpression(rank=551); Enrichr--Queries(rank=850)","985","0.33420000000000000","GTEx Coexpression,0.3342"
"FOSL1","0.80995282271883651","0.80995282271883651","0.80995282271883651","Activated","196","viper","196","0.80995282271883651",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=12); Enrichr--Queries(rank=56); ARCHS4--Coexpression(rank=165); GTEx--Coexpression(rank=171)","151","0.03989000000000000","Enrichr Queries,0.03989"
"BACH1","-0.80824214816388995","-0.80824214816388995","0.80824214816388995","Repressed","197","viper","197","0.80824214816388995",NA,NA,"6","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=172); Enrichr--Queries(rank=173); GTEx--Coexpression(rank=590)","139","0.03659000000000000","Literature ChIP-seq,0.03659"
"NFYA","-0.80717538905212460","-0.80717538905212460","0.80717538905212460","Repressed","198","viper","198","0.80717538905212460",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=680); Enrichr--Queries(rank=1035); ARCHS4--Coexpression(rank=1507)","1151","0.42309999999999998","GTEx Coexpression,0.4231"
"LYL1","-0.80562434545191808","-0.80562434545191808","0.80562434545191808","Repressed","199","viper","199","0.80562434545191808",NA,NA,"5","ReMap--ChIP-seq(rank=121); Literature--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=220); Enrichr--Queries(rank=602); GTEx--Coexpression(rank=1479)","465","0.13510000000000000","ARCHS4 Coexpression,0.1351"
"THAP1","-0.79593834519460782","-0.79593834519460782","0.79593834519460782","Repressed","200","viper","200","0.79593834519460782",NA,NA,"5","ENCODE--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=287); Enrichr--Queries(rank=880); GTEx--Coexpression(rank=1497); ARCHS4--Coexpression(rank=1530)","1435","0.62680000000000002","Enrichr Queries,0.6268"
"MNT","-0.78163425278863086","-0.78163425278863086","0.78163425278863086","Repressed","201","viper","201","0.78163425278863086",NA,NA,"4","ReMap--ChIP-seq(rank=106); GTEx--Coexpression(rank=832); Enrichr--Queries(rank=852); ARCHS4--Coexpression(rank=1521)","1039","0.35690000000000000","ReMap ChIP-seq,0.3569"
"SP2","-0.77856669988392113","-0.77856669988392113","0.77856669988392113","Repressed","202","viper","202","0.77856669988392113",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=284); ARCHS4--Coexpression(rank=961); Enrichr--Queries(rank=1030); GTEx--Coexpression(rank=1048)","1396","0.59030000000000005","ARCHS4 Coexpression,0.5903"
"ZBTB7A","0.76780534829366354","0.76780534829366354","0.76780534829366354","Activated","203","viper","203","0.76780534829366354",NA,NA,"5","ENCODE--ChIP-seq(rank=68); GTEx--Coexpression(rank=151); ReMap--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=419); Enrichr--Queries(rank=1177)","341","0.09396000000000000","GTEx Coexpression,0.09396"
"ESRRA","0.76487249617414621","0.76487249617414621","0.76487249617414621","Activated","204","viper","204","0.76487249617414621",NA,NA,"5","ReMap--ChIP-seq(rank=79); ENCODE--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=1051); Enrichr--Queries(rank=1116); GTEx--Coexpression(rank=1506)","823","0.26600000000000001","ReMap ChIP-seq,0.266"
"MAF","0.76344269148759525","0.76344269148759525","0.76344269148759525","Activated","205","viper","205","0.76344269148759525",NA,NA,"4","GTEx--Coexpression(rank=56); ARCHS4--Coexpression(rank=74); ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=141)","132","0.03485000000000000","GTEx Coexpression,0.03485"
"SPI1","0.76323835357550507","0.76323835357550507","0.76323835357550507","Activated","206","viper","206","0.76323835357550507",NA,NA,"6","ReMap--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=492); GTEx--Coexpression(rank=1063); Enrichr--Queries(rank=1090)","464","0.13469999999999999","ReMap ChIP-seq,0.1347"
"ATF3","-0.71680796869142627","-0.71680796869142627","0.71680796869142627","Repressed","207","viper","207","0.71680796869142627",NA,NA,"6","Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=52); ReMap--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=106); Enrichr--Queries(rank=106); GTEx--Coexpression(rank=170)","122","0.03194000000000000","ARCHS4 Coexpression,0.03194"
"IRF2","0.71393500324387216","0.71393500324387216","0.71393500324387216","Activated","208","viper","208","0.71393500324387216",NA,NA,"4","ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=309); Enrichr--Queries(rank=797); GTEx--Coexpression(rank=1145)","628","0.18980000000000000","ARCHS4 Coexpression,0.1898"
"SOX6","0.71003428734802421","0.71003428734802421","0.71003428734802421","Activated","209","viper","209","0.71003428734802421",NA,NA,"4","ReMap--ChIP-seq(rank=154); GTEx--Coexpression(rank=469); ARCHS4--Coexpression(rank=569); Enrichr--Queries(rank=686)","888","0.29180000000000000","GTEx Coexpression,0.2918"
"KMT2A","-0.68241016610632643","-0.68241016610632643","0.68241016610632643","Repressed","210","viper","210","0.68241016610632643",NA,NA,"3","ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=1211); ARCHS4--Coexpression(rank=1334)","1572","0.75360000000000005","GTEx Coexpression,0.7536"
"MBD2","-0.68196198116187301","-0.68196198116187301","0.68196198116187301","Repressed","211","viper","211","0.68196198116187301",NA,NA,"4","ReMap--ChIP-seq(rank=192); GTEx--Coexpression(rank=818); Enrichr--Queries(rank=1036); ARCHS4--Coexpression(rank=1074)","1298","0.50900000000000001","GTEx Coexpression,0.509"
"CUX1","0.66670721858163229","0.66670721858163229","0.66670721858163229","Activated","212","viper","212","0.66670721858163229",NA,NA,"6","ENCODE--ChIP-seq(rank=51); Literature--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=553); ARCHS4--Coexpression(rank=1117); Enrichr--Queries(rank=1262)","1006","0.34410000000000002","GTEx Coexpression,0.3441"
"MITF","0.66113260195901080","0.66113260195901080","0.66113260195901080","Activated","213","viper","213","0.66113260195901080",NA,NA,"5","Literature--ChIP-seq(rank=42); Enrichr--Queries(rank=69); ReMap--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=205); GTEx--Coexpression(rank=690)","186","0.04915000000000000","Enrichr Queries,0.04915"
"SOX9","0.65860548036886069","0.65860548036886069","0.65860548036886069","Activated","214","viper","214","0.65860548036886069",NA,NA,"5","Literature--ChIP-seq(rank=36); Enrichr--Queries(rank=40); ReMap--ChIP-seq(rank=184); ARCHS4--Coexpression(rank=217); GTEx--Coexpression(rank=968)","107","0.02849000000000000","Enrichr Queries,0.02849"
"TP73","0.61637231543585091","0.61637231543585091","0.61637231543585091","Activated","215","viper","215","0.61637231543585091",NA,NA,"3","GTEx--Coexpression(rank=51); ARCHS4--Coexpression(rank=476); Enrichr--Queries(rank=927)","121","0.03174000000000000","GTEx Coexpression,0.03174"
"SNAI2","-0.60603137201062252","-0.60603137201062252","0.60603137201062252","Repressed","216","viper","216","0.60603137201062252",NA,NA,"4","ARCHS4--Coexpression(rank=47); Enrichr--Queries(rank=84); ReMap--ChIP-seq(rank=122); GTEx--Coexpression(rank=197)","109","0.02887000000000000","ARCHS4 Coexpression,0.02887"
"ETS2","-0.58355728745852731","-0.58355728745852731","0.58355728745852731","Repressed","217","viper","217","0.58355728745852731",NA,NA,"4","ARCHS4--Coexpression(rank=72); Literature--ChIP-seq(rank=94); GTEx--Coexpression(rank=102); Enrichr--Queries(rank=126)","169","0.04423000000000000","ARCHS4 Coexpression,0.04423"
"ZNF592","0.57699926929491441","0.57699926929491441","0.57699926929491441","Activated","218","viper","218","0.57699926929491441",NA,NA,"4","ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=799); ARCHS4--Coexpression(rank=1282); Enrichr--Queries(rank=1398)","707","0.21890000000000001","ReMap ChIP-seq,0.2189"
"REL","0.56295529057123139","0.56295529057123139","0.56295529057123139","Activated","219","viper","219","0.56295529057123139",NA,NA,"3","ARCHS4--Coexpression(rank=173); GTEx--Coexpression(rank=243); Enrichr--Queries(rank=249)","375","0.10630000000000001","ARCHS4 Coexpression,0.1063"
"CEBPG","0.53613784352839433","0.53613784352839433","0.53613784352839433","Activated","220","viper","220","0.53613784352839433",NA,NA,"4","ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=296); ARCHS4--Coexpression(rank=1162); GTEx--Coexpression(rank=1319)","680","0.21079999999999999","Enrichr Queries,0.2108"
"CREB3","-0.50733499190742781","-0.50733499190742781","0.50733499190742781","Repressed","221","viper","221","0.50733499190742781",NA,NA,"4","ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=219); Enrichr--Queries(rank=631); ARCHS4--Coexpression(rank=1296)","470","0.13630000000000000","GTEx Coexpression,0.1363"
"NR2F1","-0.49196228804074627","-0.49196228804074627","0.49196228804074627","Repressed","222","viper","222","0.49196228804074627",NA,NA,"4","ReMap--ChIP-seq(rank=238); Enrichr--Queries(rank=262); ARCHS4--Coexpression(rank=440); GTEx--Coexpression(rank=614)","620","0.18659999999999999","Enrichr Queries,0.1866"
"HINFP","-0.42889134153654906","-0.42889134153654906","0.42889134153654906","Repressed","223","viper","223","0.42889134153654906",NA,NA,"3","ReMap--ChIP-seq(rank=227); ARCHS4--Coexpression(rank=910); GTEx--Coexpression(rank=1431)","1365","0.55900000000000005","ARCHS4 Coexpression,0.559"
"E2F7","-0.40558945048568817","-0.40558945048568817","0.40558945048568817","Repressed","224","viper","224","0.40558945048568817",NA,NA,"5","GTEx--Coexpression(rank=149); Literature--ChIP-seq(rank=161); ReMap--ChIP-seq(rank=218); ARCHS4--Coexpression(rank=262); Enrichr--Queries(rank=518)","337","0.09272000000000000","GTEx Coexpression,0.09272"
"CEBPD","-0.40479294684423966","-0.40479294684423966","0.40479294684423966","Repressed","225","viper","225","0.40479294684423966",NA,NA,"5","Literature--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=250); ARCHS4--Coexpression(rank=304)","533","0.15559999999999999","GTEx Coexpression,0.1556"
"CDX2","0.37257730343549256","0.37257730343549256","0.37257730343549256","Activated","226","viper","226","0.37257730343549256",NA,NA,"5","ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=23); ARCHS4--Coexpression(rank=28); GTEx--Coexpression(rank=119); Enrichr--Queries(rank=968)","60","0.01720000000000000","ARCHS4 Coexpression,0.0172"
"KLF6","0.37167710988417663","0.37167710988417663","0.37167710988417663","Activated","227","viper","227","0.37167710988417663",NA,NA,"4","ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=34); Enrichr--Queries(rank=147); GTEx--Coexpression(rank=691)","74","0.02020000000000000","ReMap ChIP-seq,0.0202"
"ZKSCAN1","0.35068271584085797","0.35068271584085797","0.35068271584085797","Activated","228","viper","228","0.35068271584085797",NA,NA,"5","ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=254); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=952); Enrichr--Queries(rank=1141)","996","0.34039999999999998","GTEx Coexpression,0.3404"
"PAX5","0.35028363055789530","0.35028363055789530","0.35028363055789530","Activated","229","viper","229","0.35028363055789530",NA,NA,"5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=92); GTEx--Coexpression(rank=175); Enrichr--Queries(rank=685)","214","0.05651000000000000","ARCHS4 Coexpression,0.05651"
"NR2F2","0.34119871997234713","0.34119871997234713","0.34119871997234713","Activated","230","viper","230","0.34119871997234713",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=116); ARCHS4--Coexpression(rank=325); GTEx--Coexpression(rank=649)","303","0.08262000000000000","Enrichr Queries,0.08262"
"RUNX3","0.33773998734111965","0.33773998734111965","0.33773998734111965","Activated","231","viper","231","0.33773998734111965",NA,NA,"5","ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=235); GTEx--Coexpression(rank=255); Enrichr--Queries(rank=288)","494","0.14430000000000001","ARCHS4 Coexpression,0.1443"
"FOSL2","-0.31141978931579778","-0.31141978931579778","0.31141978931579778","Repressed","232","viper","232","0.31141978931579778",NA,NA,"5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=103); GTEx--Coexpression(rank=335); ARCHS4--Coexpression(rank=755)","58","0.01695000000000000","ENCODE ChIP-seq,0.01695"
"PAX6","-0.30885384610956351","-0.30885384610956351","0.30885384610956351","Repressed","233","viper","233","0.30885384610956351",NA,NA,"5","Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=215); ARCHS4--Coexpression(rank=369); Enrichr--Queries(rank=620); GTEx--Coexpression(rank=923)","730","0.22670000000000001","ARCHS4 Coexpression,0.2267"
"FOXK2","0.30585713707746592","0.30585713707746592","0.30585713707746592","Activated","234","viper","234","0.30585713707746592",NA,NA,"4","ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=1194); ARCHS4--Coexpression(rank=1340); Enrichr--Queries(rank=1380)","1352","0.54879999999999995","ReMap ChIP-seq,0.5488"
"CEBPA","0.30071133079830237","0.30071133079830237","0.30071133079830237","Activated","235","viper","235","0.30071133079830237",NA,NA,"5","Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=136); GTEx--Coexpression(rank=159); Enrichr--Queries(rank=398); ARCHS4--Coexpression(rank=712)","355","0.09894000000000000","GTEx Coexpression,0.09894"
"NR1H3","0.29417000993949383","0.29417000993949383","0.29417000993949383","Activated","236","viper","236","0.29417000993949383",NA,NA,"5","Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=197); Enrichr--Queries(rank=248); GTEx--Coexpression(rank=379); ARCHS4--Coexpression(rank=381)","598","0.17660000000000001","Enrichr Queries,0.1766"
"KLF9","0.29133348816233134","0.29133348816233134","0.29133348816233134","Activated","237","viper","237","0.29133348816233134",NA,NA,"4","Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=113); ReMap--ChIP-seq(rank=173); GTEx--Coexpression(rank=899)","256","0.06838000000000000","Enrichr Queries,0.06838"
"NFKB2","-0.27882420768220145","-0.27882420768220145","0.27882420768220145","Repressed","238","viper","238","0.27882420768220145",NA,NA,"4","ReMap--ChIP-seq(rank=186); GTEx--Coexpression(rank=213); Enrichr--Queries(rank=275); ARCHS4--Coexpression(rank=305)","454","0.13250000000000001","GTEx Coexpression,0.1325"
