"TF","MVL_CRC29","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFIC","-0.147119710851447205","-0.147119710851447205","0.147119710851447205","Repressed","244","viper","244","0.147119710851447205",NA,NA,"5","ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=421); GTEx--Coexpression(rank=592); Enrichr--Queries(rank=1007)","874","0.25860000000000000","ARCHS4 Coexpression,0.2586"
"PBX3","-0.135540012893056422","-0.135540012893056422","0.135540012893056422","Repressed","245","viper","245","0.135540012893056422",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=117); Enrichr--Queries(rank=513); ARCHS4--Coexpression(rank=546); GTEx--Coexpression(rank=936)","1030","0.33539999999999992","ARCHS4 Coexpression,0.3354"
"FOSL2","-0.132331837361131133","-0.132331837361131133","0.132331837361131133","Repressed","246","viper","246","0.132331837361131133",NA,NA,"5","ReMap--ChIP-seq(rank=17); ENCODE--ChIP-seq(rank=24); Enrichr--Queries(rank=746); ARCHS4--Coexpression(rank=1272); GTEx--Coexpression(rank=1310)","244","0.05724000000000000","ReMap ChIP-seq,0.05724"
"ZNF24","0.128485466685433980","0.128485466685433980","0.128485466685433980","Activated","247","viper","247","0.128485466685433980",NA,NA,"4","ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=1177); ARCHS4--Coexpression(rank=1233); Enrichr--Queries(rank=1234)","1330","0.51519999999999999","ReMap ChIP-seq,0.5152"
"GRHL2","-0.102350034868925646","-0.102350034868925646","0.102350034868925646","Repressed","248","viper","248","0.102350034868925646",NA,NA,"5","Literature--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=560); GTEx--Coexpression(rank=683); ARCHS4--Coexpression(rank=1416)","1155","0.39889999999999998","Enrichr Queries,0.3989"
"IRF1","-0.096293077729271079","-0.096293077729271079","0.096293077729271079","Repressed","249","viper","249","0.096293077729271079",NA,NA,"6","Literature--ChIP-seq(rank=89); ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=211); GTEx--Coexpression(rank=426); Enrichr--Queries(rank=481)","516","0.12959999999999999","ARCHS4 Coexpression,0.1296"
"YY1","0.086309872714796218","0.086309872714796218","0.086309872714796218","Activated","250","viper","250","0.086309872714796218",NA,NA,"6","Literature--ChIP-seq(rank=61); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=131); GTEx--Coexpression(rank=337); ARCHS4--Coexpression(rank=1361); Enrichr--Queries(rank=1381)","762","0.20970000000000000","GTEx Coexpression,0.2097"
"WT1","0.078155320428269587","0.078155320428269587","0.078155320428269587","Activated","251","viper","251","0.078155320428269587",NA,NA,"4","Literature--ChIP-seq(rank=88); Enrichr--Queries(rank=387); ARCHS4--Coexpression(rank=956); GTEx--Coexpression(rank=1276)","913","0.27560000000000001","Enrichr Queries,0.2756"
"SREBF1","0.067440446344007907","0.067440446344007907","0.067440446344007907","Activated","252","viper","252","0.067440446344007907",NA,NA,"6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=29); Literature--ChIP-seq(rank=140); GTEx--Coexpression(rank=535); Enrichr--Queries(rank=910); ARCHS4--Coexpression(rank=1356)","145","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"TGIF2","0.044075672565647303","0.044075672565647303","0.044075672565647303","Activated","253","viper","253","0.044075672565647303",NA,NA,"4","ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=797); Enrichr--Queries(rank=984); ARCHS4--Coexpression(rank=1312)","1308","0.49600000000000000","GTEx Coexpression,0.496"
"CREB3","0.031516333579439046","0.031516333579439046","0.031516333579439046","Activated","254","viper","254","0.031516333579439046",NA,NA,"4","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=228); Enrichr--Queries(rank=1153); ARCHS4--Coexpression(rank=1419)","547","0.14190000000000000","GTEx Coexpression,0.1419"
"E2F3","-0.028345678555987415","-0.028345678555987415","0.028345678555987415","Repressed","255","viper","255","0.028345678555987415",NA,NA,"3","Enrichr--Queries(rank=1162); ARCHS4--Coexpression(rank=1398); GTEx--Coexpression(rank=1459)","1600","0.82760000000000000","Enrichr Queries,0.8276"
"NR4A1","0.024150758856933709","0.024150758856933709","0.024150758856933709","Activated","256","viper","256","0.024150758856933709",NA,NA,"4","ReMap--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=492); GTEx--Coexpression(rank=500); Enrichr--Queries(rank=552)","916","0.27610000000000001","ReMap ChIP-seq,0.2761"
"SOX10","0.015300722947744065","0.015300722947744065","0.015300722947744065","Activated","257","viper","257","0.015300722947744065",NA,NA,"4","Enrichr--Queries(rank=50); ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=646); GTEx--Coexpression(rank=1179)","152","0.03561000000000000","Enrichr Queries,0.03561"
"TCF7","-0.014441101155465480","-0.014441101155465480","0.014441101155465480","Repressed","258","viper","258","0.014441101155465480",NA,NA,"5","Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=254); GTEx--Coexpression(rank=395); Enrichr--Queries(rank=442); ARCHS4--Coexpression(rank=483)","847","0.24579999999999999","GTEx Coexpression,0.2458"
"CTCF","0.010184193542049629","0.010184193542049629","0.010184193542049629","Activated","259","viper","259","0.010184193542049629",NA,NA,"6","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=37); Literature--ChIP-seq(rank=117); GTEx--Coexpression(rank=1118); Enrichr--Queries(rank=1199); ARCHS4--Coexpression(rank=1454)","315","0.07627000000000000","ENCODE ChIP-seq,0.07627"
"HSF1","0.005966613124245157","0.005966613124245157","0.005966613124245157","Activated","260","viper","260","0.005966613124245157",NA,NA,"5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=115); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=1027); ARCHS4--Coexpression(rank=1557)","35","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"HHEX","-0.003743062184567011","-0.003743062184567011","0.003743062184567011","Repressed","261","viper","261","0.003743062184567011",NA,NA,"4","ReMap--ChIP-seq(rank=47); GTEx--Coexpression(rank=180); Enrichr--Queries(rank=260); ARCHS4--Coexpression(rank=480)","451","0.11200000000000000","GTEx Coexpression,0.112"
"ELF1","-0.002847272117522611","-0.002847272117522611","0.002847272117522611","Repressed","262","viper","262","0.002847272117522611",NA,NA,"5","Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=80); ENCODE--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=109); GTEx--Coexpression(rank=1353)","283","0.06695000000000000","ARCHS4 Coexpression,0.06695"
