"TF","HVL_HUB098","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"KLF6","1.39626852268522406","1.39626852268522406","1.39626852268522406","Activated","159","viper","159","1.39626852268522406",NA,NA,"4","ReMap--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=147); Enrichr--Queries(rank=240); GTEx--Coexpression(rank=968)","258","0.06397000000000000","ReMap ChIP-seq,0.06397"
"PPARA","1.39531010724856874","1.39531010724856874","1.39531010724856874","Activated","160","viper","160","1.39531010724856874",NA,NA,"3","Enrichr--Queries(rank=464); ARCHS4--Coexpression(rank=938); GTEx--Coexpression(rank=1277)","1004","0.33050000000000002","Enrichr Queries,0.3305"
"AR","1.35153522129074743","1.35153522129074743","1.35153522129074743","Activated","161","viper","161","1.35153522129074743",NA,NA,"5","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=185); ARCHS4--Coexpression(rank=359); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1312)","168","0.04268000000000000","Literature ChIP-seq,0.04268"
"DUX4","1.32488994923045444","1.32488994923045444","1.32488994923045444","Activated","162","viper","162","1.32488994923045444",NA,NA,"2","ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=1425)","1616","0.87529999999999997","ARCHS4 Coexpression,0.8753"
"NEUROD1","-1.30081393337618523","-1.30081393337618523","1.30081393337618523","Repressed","163","viper","163","1.30081393337618523",NA,NA,"4","ReMap--ChIP-seq(rank=46); GTEx--Coexpression(rank=431); ARCHS4--Coexpression(rank=853); Enrichr--Queries(rank=1300)","566","0.15490000000000001","ReMap ChIP-seq,0.1549"
"E2F5","-1.28480628215729276","-1.28480628215729276","1.28480628215729276","Repressed","164","viper","164","1.28480628215729276",NA,NA,"4","Enrichr--Queries(rank=55); ReMap--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=1119); GTEx--Coexpression(rank=1485)","151","0.03917000000000000","Enrichr Queries,0.03917"
"EPAS1","1.28318941369956363","1.28318941369956363","1.28318941369956363","Activated","165","viper","165","1.28318941369956363",NA,NA,"4","ReMap--ChIP-seq(rank=64); GTEx--Coexpression(rank=92); Enrichr--Queries(rank=153); ARCHS4--Coexpression(rank=199)","232","0.05725000000000000","GTEx Coexpression,0.05725"
"SNAI2","-1.27510398481820508","-1.27510398481820508","1.27510398481820508","Repressed","166","viper","166","1.27510398481820508",NA,NA,"4","ARCHS4--Coexpression(rank=33); ReMap--ChIP-seq(rank=52); Enrichr--Queries(rank=358); GTEx--Coexpression(rank=507)","73","0.02027000000000000","ARCHS4 Coexpression,0.02027"
"TFAP4","1.26814224060304581","1.26814224060304581","1.26814224060304581","Activated","167","viper","167","1.26814224060304581",NA,NA,"4","ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=141); ARCHS4--Coexpression(rank=1112); GTEx--Coexpression(rank=1236)","392","0.10040000000000000","Enrichr Queries,0.1004"
"FOXA1","1.23621306788618268","1.23621306788618268","1.23621306788618268","Activated","168","viper","168","1.23621306788618268",NA,NA,"6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=29); GTEx--Coexpression(rank=107); ReMap--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=348); Enrichr--Queries(rank=414)","269","0.06658000000000000","GTEx Coexpression,0.06658"
"RFX2","-1.22850439340016471","-1.22850439340016471","1.22850439340016471","Repressed","169","viper","169","1.22850439340016471",NA,NA,"4","Enrichr--Queries(rank=166); ReMap--ChIP-seq(rank=199); ARCHS4--Coexpression(rank=208); GTEx--Coexpression(rank=1052)","451","0.11820000000000000","Enrichr Queries,0.1182"
"HNF4A","1.22036939132276379","1.22036939132276379","1.22036939132276379","Activated","170","viper","170","1.22036939132276379",NA,NA,"6","Literature--ChIP-seq(rank=22); ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=573); ARCHS4--Coexpression(rank=634); GTEx--Coexpression(rank=669)","506","0.13410000000000000","Literature ChIP-seq,0.1341"
"ATF6","-1.21146096374820678","-1.21146096374820678","1.21146096374820678","Repressed","171","viper","171","1.21146096374820678",NA,NA,"3","Enrichr--Queries(rank=681); ARCHS4--Coexpression(rank=793); GTEx--Coexpression(rank=814)","1287","0.48499999999999999","Enrichr Queries,0.485"
"TP63","1.20439294214495884","1.20439294214495884","1.20439294214495884","Activated","172","viper","172","1.20439294214495884",NA,NA,"5","Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=124); Enrichr--Queries(rank=197); ARCHS4--Coexpression(rank=350); GTEx--Coexpression(rank=741)","526","0.14030000000000001","Enrichr Queries,0.1403"
"ESR1","1.18504442958071499","1.18504442958071499","1.18504442958071499","Activated","173","viper","173","1.18504442958071499",NA,NA,"6","Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=186); Enrichr--Queries(rank=331); ARCHS4--Coexpression(rank=559); GTEx--Coexpression(rank=692)","296","0.07317000000000000","Literature ChIP-seq,0.07317"
"WT1","1.18347105080767268","1.18347105080767268","1.18347105080767268","Activated","174","viper","174","1.18347105080767268",NA,NA,"4","Literature--ChIP-seq(rank=3); ARCHS4--Coexpression(rank=175); Enrichr--Queries(rank=524); GTEx--Coexpression(rank=934)","65","0.01829000000000000","Literature ChIP-seq,0.01829"
"SP2","-1.17490441341002327","-1.17490441341002327","1.17490441341002327","Repressed","175","viper","175","1.17490441341002327",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=147); ARCHS4--Coexpression(rank=682); GTEx--Coexpression(rank=729); Enrichr--Queries(rank=939)","1169","0.41889999999999999","ARCHS4 Coexpression,0.4189"
"ATF2","1.16502134998636553","1.16502134998636553","1.16502134998636553","Activated","176","viper","176","1.16502134998636553",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=213); ARCHS4--Coexpression(rank=331); GTEx--Coexpression(rank=817); Enrichr--Queries(rank=1215)","696","0.20330000000000001","ARCHS4 Coexpression,0.2033"
"HOXA9","1.15882624421387015","1.15882624421387015","1.15882624421387015","Activated","177","viper","177","1.15882624421387015",NA,NA,"4","ARCHS4--Coexpression(rank=88); ReMap--ChIP-seq(rank=255); Enrichr--Queries(rank=356); GTEx--Coexpression(rank=683)","215","0.05405000000000000","ARCHS4 Coexpression,0.05405"
"TGIF2","1.13641922002396467","1.13641922002396467","1.13641922002396467","Activated","178","viper","178","1.13641922002396467",NA,NA,"4","Enrichr--Queries(rank=27); ARCHS4--Coexpression(rank=51); GTEx--Coexpression(rank=144); ReMap--ChIP-seq(rank=161)","68","0.01923000000000000","Enrichr Queries,0.01923"
"POU2F1","1.12081188859871350","1.12081188859871350","1.12081188859871350","Activated","179","viper","179","1.12081188859871350",NA,NA,"4","ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=677); ARCHS4--Coexpression(rank=854); GTEx--Coexpression(rank=880)","1282","0.48220000000000002","Enrichr Queries,0.4822"
"PAX8","-1.10753488652996213","-1.10753488652996213","1.10753488652996213","Repressed","180","viper","180","1.10753488652996213",NA,NA,"4","ARCHS4--Coexpression(rank=46); ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=380); GTEx--Coexpression(rank=1032)","108","0.02826000000000000","ARCHS4 Coexpression,0.02826"
"SOX10","1.08287725214731823","1.08287725214731823","1.08287725214731823","Activated","181","viper","181","1.08287725214731823",NA,NA,"4","ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=284); ARCHS4--Coexpression(rank=399); Enrichr--Queries(rank=930)","623","0.17670000000000000","GTEx Coexpression,0.1767"
"MAX","1.07069457894432629","1.07069457894432629","1.07069457894432629","Activated","182","viper","182","1.07069457894432629",NA,NA,"5","ReMap--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=325); Enrichr--Queries(rank=944); GTEx--Coexpression(rank=1183)","214","0.05387000000000000","ReMap ChIP-seq,0.05387"
"STAT3","1.05422912114045708","1.05422912114045708","1.05422912114045708","Activated","183","viper","183","1.05422912114045708",NA,NA,"6","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=493); Enrichr--Queries(rank=853); GTEx--Coexpression(rank=978)","186","0.04714000000000000","ReMap ChIP-seq,0.04714"
"NR5A2","1.04893836478045221","1.04893836478045221","1.04893836478045221","Activated","184","viper","184","1.04893836478045221",NA,NA,"4","ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=390); GTEx--Coexpression(rank=1177); ARCHS4--Coexpression(rank=1194)","883","0.27779999999999999","Enrichr Queries,0.2778"
"MEF2B","1.01866406506737461","1.01866406506737461","1.01866406506737461","Activated","185","viper","185","1.01866406506737461",NA,NA,"4","ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=336); ARCHS4--Coexpression(rank=378); GTEx--Coexpression(rank=392)","778","0.23219999999999999","ARCHS4 Coexpression,0.2322"
"SOX9","-1.01545038624316630","-1.01545038624316630","1.01545038624316630","Repressed","186","viper","186","1.01545038624316630",NA,NA,"5","ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=28); Enrichr--Queries(rank=137); ARCHS4--Coexpression(rank=230); GTEx--Coexpression(rank=360)","115","0.03030000000000000","ReMap ChIP-seq,0.0303"
"PKNOX1","1.01429890286939184","1.01429890286939184","1.01429890286939184","Activated","187","viper","187","1.01429890286939184",NA,NA,"4","ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=471); GTEx--Coexpression(rank=1042); ARCHS4--Coexpression(rank=1477)","1014","0.33550000000000002","Enrichr Queries,0.3355"
"SP1","-1.00262036587742154","-1.00262036587742154","1.00262036587742154","Repressed","188","viper","188","1.00262036587742154",NA,NA,"5","ReMap--ChIP-seq(rank=17); ENCODE--ChIP-seq(rank=19); GTEx--Coexpression(rank=958); Enrichr--Queries(rank=1036); ARCHS4--Coexpression(rank=1469)","231","0.05724000000000000","ReMap ChIP-seq,0.05724"
"GATA4","0.99547664422832527","0.99547664422832527","0.99547664422832527","Activated","189","viper","189","0.99547664422832527",NA,NA,"5","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=315); Enrichr--Queries(rank=929); GTEx--Coexpression(rank=1274)","668","0.19350000000000001","ARCHS4 Coexpression,0.1935"
"HSF1","-0.98490511751869292","-0.98490511751869292","0.98490511751869292","Repressed","190","viper","190","0.98490511751869292",NA,NA,"5","ReMap--ChIP-seq(rank=90); ENCODE--ChIP-seq(rank=95); Literature--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=948); GTEx--Coexpression(rank=1108)","940","0.30299999999999999","ReMap ChIP-seq,0.303"
"KDM5B","0.97992246481390555","0.97992246481390555","0.97992246481390555","Activated","191","viper","191","0.97992246481390555",NA,NA,"5","ReMap--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=75); Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=268); ARCHS4--Coexpression(rank=745)","143","0.03704000000000000","ReMap ChIP-seq,0.03704"
"POU2F2","0.97813148795874527","0.97813148795874527","0.97813148795874527","Activated","192","viper","192","0.97813148795874527",NA,NA,"5","ENCODE--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=168); GTEx--Coexpression(rank=370); Enrichr--Queries(rank=621); ARCHS4--Coexpression(rank=679)","774","0.23019999999999999","GTEx Coexpression,0.2302"
"TCF3","-0.96687938730628165","-0.96687938730628165","0.96687938730628165","Repressed","193","viper","193","0.96687938730628165",NA,NA,"6","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=21); GTEx--Coexpression(rank=25); ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=305); Enrichr--Queries(rank=525)","52","0.01556000000000000","GTEx Coexpression,0.01556"
"ZKSCAN1","-0.96105417360758527","-0.96105417360758527","0.96105417360758527","Repressed","194","viper","194","0.96105417360758527",NA,NA,"5","ARCHS4--Coexpression(rank=29); ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=59); GTEx--Coexpression(rank=385); Enrichr--Queries(rank=701)","64","0.01781000000000000","ARCHS4 Coexpression,0.01781"
"RFX1","-0.95848853288571745","-0.95848853288571745","0.95848853288571745","Repressed","195","viper","195","0.95848853288571745",NA,NA,"4","ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=714); ARCHS4--Coexpression(rank=1073); Enrichr--Queries(rank=1089)","1212","0.44429999999999997","GTEx Coexpression,0.4443"
"USF2","0.94904795241092821","0.94904795241092821","0.94904795241092821","Activated","196","viper","196","0.94904795241092821",NA,NA,"5","ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=91); Enrichr--Queries(rank=1087); GTEx--Coexpression(rank=1138); ARCHS4--Coexpression(rank=1347)","952","0.30640000000000001","ReMap ChIP-seq,0.3064"
"MXI1","-0.94701443982836508","-0.94701443982836508","0.94701443982836508","Repressed","197","viper","197","0.94701443982836508",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=62); Enrichr--Queries(rank=219); ARCHS4--Coexpression(rank=229); GTEx--Coexpression(rank=229)","528","0.14069999999999999","ARCHS4 Coexpression,0.1407"
"ZNF384","0.93998058308313581","0.93998058308313581","0.93998058308313581","Activated","198","viper","198","0.93998058308313581",NA,NA,"5","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=950); Enrichr--Queries(rank=1279); GTEx--Coexpression(rank=1412)","890","0.27970000000000000","ENCODE ChIP-seq,0.2797"
"ARID3A","0.90487406287074645","0.90487406287074645","0.90487406287074645","Activated","199","viper","199","0.90487406287074645",NA,NA,"5","ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=378); GTEx--Coexpression(rank=494); ARCHS4--Coexpression(rank=1079)","865","0.26919999999999999","Enrichr Queries,0.2692"
"REL","0.89147359209065025","0.89147359209065025","0.89147359209065025","Activated","200","viper","200","0.89147359209065025",NA,NA,"3","Enrichr--Queries(rank=172); ARCHS4--Coexpression(rank=373); GTEx--Coexpression(rank=655)","466","0.12250000000000000","Enrichr Queries,0.1225"
"SREBF2","-0.88678789158069216","-0.88678789158069216","0.88678789158069216","Repressed","201","viper","201","0.88678789158069216",NA,NA,"6","ENCODE--ChIP-seq(rank=97); Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=759); GTEx--Coexpression(rank=878); ARCHS4--Coexpression(rank=1276)","1315","0.50170000000000003","ReMap ChIP-seq,0.5017"
"ZNF639","-0.88072362637731871","-0.88072362637731871","0.88072362637731871","Repressed","202","viper","202","0.88072362637731871",NA,NA,"4","ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=1037); ARCHS4--Coexpression(rank=1055); GTEx--Coexpression(rank=1190)","1485","0.64800000000000002","ARCHS4 Coexpression,0.648"
"PAX5","-0.85911467719251244","-0.85911467719251244","0.85911467719251244","Repressed","203","viper","203","0.85911467719251244",NA,NA,"5","ENCODE--ChIP-seq(rank=49); GTEx--Coexpression(rank=68); ReMap--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=636); Enrichr--Queries(rank=1029)","165","0.04231000000000000","GTEx Coexpression,0.04231"
"GABPA","0.83956882767383278","0.83956882767383278","0.83956882767383278","Activated","204","viper","204","0.83956882767383278",NA,NA,"6","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=105); ENCODE--ChIP-seq(rank=109); GTEx--Coexpression(rank=771); Enrichr--Queries(rank=1211); ARCHS4--Coexpression(rank=1399)","484","0.12800000000000000","Literature ChIP-seq,0.128"
"TBP","0.82207164845745362","0.82207164845745362","0.82207164845745362","Activated","205","viper","205","0.82207164845745362",NA,NA,"5","ENCODE--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=86); Literature--ChIP-seq(rank=129); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=1480)","327","0.08152000000000000","GTEx Coexpression,0.08152"
"ERG","-0.81406713721952706","-0.81406713721952706","0.81406713721952706","Repressed","206","viper","206","0.81406713721952706",NA,NA,"5","ReMap--ChIP-seq(rank=71); Literature--ChIP-seq(rank=131); GTEx--Coexpression(rank=133); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=589)","332","0.08276000000000000","GTEx Coexpression,0.08276"
"CREB3","-0.80672177448742899","-0.80672177448742899","0.80672177448742899","Repressed","207","viper","207","0.80672177448742899",NA,NA,"4","ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=834); Enrichr--Queries(rank=875); ARCHS4--Coexpression(rank=1319)","1337","0.51900000000000002","GTEx Coexpression,0.519"
"CDX2","-0.79829082415381980","-0.79829082415381980","0.79829082415381980","Repressed","208","viper","208","0.79829082415381980",NA,NA,"5","Literature--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=264); GTEx--Coexpression(rank=272); Enrichr--Queries(rank=683)","586","0.16220000000000001","ARCHS4 Coexpression,0.1622"
"VDR","0.78329573053811052","0.78329573053811052","0.78329573053811052","Activated","209","viper","209","0.78329573053811052",NA,NA,"5","ReMap--ChIP-seq(rank=48); Literature--ChIP-seq(rank=76); Enrichr--Queries(rank=138); ARCHS4--Coexpression(rank=237); GTEx--Coexpression(rank=384)","383","0.09829000000000000","Enrichr Queries,0.09829"
"KLF1","-0.78289560813463277","-0.78289560813463277","0.78289560813463277","Repressed","210","viper","210","0.78289560813463277",NA,NA,"5","Literature--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=302); Enrichr--Queries(rank=820); GTEx--Coexpression(rank=1345)","646","0.18550000000000000","ARCHS4 Coexpression,0.1855"
"ZBED1","-0.77837070248925733","-0.77837070248925733","0.77837070248925733","Repressed","211","viper","211","0.77837070248925733",NA,NA,"4","ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=515); GTEx--Coexpression(rank=1204); ARCHS4--Coexpression(rank=1309)","1068","0.36680000000000001","Enrichr Queries,0.3668"
"ZNF274","-0.75019380014110004","-0.75019380014110004","0.75019380014110004","Repressed","212","viper","212","0.75019380014110004",NA,NA,"6","ENCODE--ChIP-seq(rank=96); Literature--ChIP-seq(rank=158); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=557); ARCHS4--Coexpression(rank=684); GTEx--Coexpression(rank=1147)","1123","0.39670000000000000","Enrichr Queries,0.3967"
"LEF1","-0.72885283953401003","-0.72885283953401003","0.72885283953401003","Repressed","213","viper","213","0.72885283953401003",NA,NA,"4","Enrichr--Queries(rank=235); ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=563); GTEx--Coexpression(rank=1270)","603","0.16739999999999999","Enrichr Queries,0.1674"
"NR1H3","0.72578648403275237","0.72578648403275237","0.72578648403275237","Activated","214","viper","214","0.72578648403275237",NA,NA,"5","Literature--ChIP-seq(rank=58); GTEx--Coexpression(rank=98); ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=384); Enrichr--Queries(rank=558)","245","0.06098000000000000","GTEx Coexpression,0.06098"
"E2F7","-0.71848396403942127","-0.71848396403942127","0.71848396403942127","Repressed","215","viper","215","0.71848396403942127",NA,NA,"5","Enrichr--Queries(rank=2); ARCHS4--Coexpression(rank=3); ReMap--ChIP-seq(rank=3); GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=152)","5","0.00142500000000000","Enrichr Queries,0.001425"
"STAT5B","0.68428782043235292","0.68428782043235292","0.68428782043235292","Activated","216","viper","216","0.68428782043235292",NA,NA,"4","ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=758); Enrichr--Queries(rank=761); ARCHS4--Coexpression(rank=781)","1261","0.47170000000000001","GTEx Coexpression,0.4717"
"CREB3L1","-0.65614687359991775","-0.65614687359991775","0.65614687359991775","Repressed","217","viper","217","0.65614687359991775",NA,NA,"4","ARCHS4--Coexpression(rank=75); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=454); GTEx--Coexpression(rank=855)","182","0.04607000000000000","ARCHS4 Coexpression,0.04607"
"FOXL2","0.65331899080529598","0.65331899080529598","0.65331899080529598","Activated","218","viper","218","0.65331899080529598",NA,NA,"3","ARCHS4--Coexpression(rank=570); Enrichr--Queries(rank=889); GTEx--Coexpression(rank=919)","1036","0.35010000000000002","ARCHS4 Coexpression,0.3501"
"ATF3","-0.64187748015914015","-0.64187748015914015","0.64187748015914015","Repressed","219","viper","219","0.64187748015914015",NA,NA,"6","Literature--ChIP-seq(rank=70); ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=104); ARCHS4--Coexpression(rank=114); GTEx--Coexpression(rank=138); Enrichr--Queries(rank=185)","282","0.07002000000000000","ARCHS4 Coexpression,0.07002"
"SOX13","0.63974285353544169","0.63974285353544169","0.63974285353544169","Activated","220","viper","220","0.63974285353544169",NA,NA,"4","GTEx--Coexpression(rank=121); ReMap--ChIP-seq(rank=198); Enrichr--Queries(rank=299); ARCHS4--Coexpression(rank=530)","304","0.07530000000000001","GTEx Coexpression,0.0753"
"ATF1","0.63086205698176689","0.63086205698176689","0.63086205698176689","Activated","221","viper","221","0.63086205698176689",NA,NA,"5","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=868); ARCHS4--Coexpression(rank=891); GTEx--Coexpression(rank=1520)","1248","0.46460000000000001","ReMap ChIP-seq,0.4646"
"JUNB","0.62977671004326785","0.62977671004326785","0.62977671004326785","Activated","222","viper","222","0.62977671004326785",NA,NA,"4","GTEx--Coexpression(rank=113); ReMap--ChIP-seq(rank=265); Enrichr--Queries(rank=300); ARCHS4--Coexpression(rank=461)","283","0.07031999999999999","GTEx Coexpression,0.07032"
"CTCFL","-0.62518102550572596","-0.62518102550572596","0.62518102550572596","Repressed","223","viper","223","0.62518102550572596",NA,NA,"5","ReMap--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=103); GTEx--Coexpression(rank=241); Enrichr--Queries(rank=434); ARCHS4--Coexpression(rank=930)","45","0.01347000000000000","ReMap ChIP-seq,0.01347"
"SP4","-0.62305929452573450","-0.62305929452573450","0.62305929452573450","Repressed","224","viper","224","0.62305929452573450",NA,NA,"5","ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=156); Enrichr--Queries(rank=283); ARCHS4--Coexpression(rank=998); GTEx--Coexpression(rank=1493)","691","0.20160000000000000","Enrichr Queries,0.2016"
"TWIST1","-0.62233122736938851","-0.62233122736938851","0.62233122736938851","Repressed","225","viper","225","0.62233122736938851",NA,NA,"4","ReMap--ChIP-seq(rank=60); ARCHS4--Coexpression(rank=112); Enrichr--Queries(rank=550); GTEx--Coexpression(rank=626)","279","0.06880000000000000","ARCHS4 Coexpression,0.0688"
"MYCN","0.61795621813681678","0.61795621813681678","0.61795621813681678","Activated","226","viper","226","0.61795621813681678",NA,NA,"5","ReMap--ChIP-seq(rank=7); Literature--ChIP-seq(rank=64); Enrichr--Queries(rank=115); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=446)","84","0.02357000000000000","ReMap ChIP-seq,0.02357"
"KLF9","0.59099889194907584","0.59099889194907584","0.59099889194907584","Activated","227","viper","227","0.59099889194907584",NA,NA,"4","ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=83); ARCHS4--Coexpression(rank=99); GTEx--Coexpression(rank=112)","238","0.05912000000000000","Enrichr Queries,0.05912"
"STAT6","-0.57331112689457120","-0.57331112689457120","0.57331112689457120","Repressed","228","viper","228","0.57331112689457120",NA,NA,"4","Literature--ChIP-seq(rank=61); GTEx--Coexpression(rank=662); Enrichr--Queries(rank=726); ARCHS4--Coexpression(rank=727)","1077","0.37200000000000000","Literature ChIP-seq,0.372"
"NR3C1","-0.55502767229253580","-0.55502767229253580","0.55502767229253580","Repressed","229","viper","229","0.55502767229253580",NA,NA,"6","ENCODE--ChIP-seq(rank=35); Literature--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=120); Enrichr--Queries(rank=391); GTEx--Coexpression(rank=1078)","298","0.07371000000000000","ARCHS4 Coexpression,0.07371"
"ARNTL","-0.53891812471903977","-0.53891812471903977","0.53891812471903977","Repressed","230","viper","230","0.53891812471903977",NA,NA,"4","ARCHS4--Coexpression(rank=171); Enrichr--Queries(rank=215); ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=578)","402","0.10500000000000000","ARCHS4 Coexpression,0.105"
"KLF4","0.53883954796114486","0.53883954796114486","0.53883954796114486","Activated","231","viper","231","0.53883954796114486",NA,NA,"5","ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=52); Literature--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=156); GTEx--Coexpression(rank=730)","142","0.03704000000000000","Enrichr Queries,0.03704"
"CTCF","0.53263959171224851","0.53263959171224851","0.53263959171224851","Activated","232","viper","232","0.53263959171224851",NA,NA,"6","ENCODE--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=22); ReMap--ChIP-seq(rank=23); Literature--ChIP-seq(rank=93); Enrichr--Queries(rank=1154); GTEx--Coexpression(rank=1347)","46","0.01351000000000000","ARCHS4 Coexpression,0.01351"
"LHX2","0.50661927580977473","0.50661927580977473","0.50661927580977473","Activated","233","viper","233","0.50661927580977473",NA,NA,"4","ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=513); GTEx--Coexpression(rank=694); ARCHS4--Coexpression(rank=940)","1064","0.36540000000000000","Enrichr Queries,0.3654"
"XBP1","0.49562425626065298","0.49562425626065298","0.49562425626065298","Activated","234","viper","234","0.49562425626065298",NA,NA,"4","ReMap--ChIP-seq(rank=254); ARCHS4--Coexpression(rank=578); GTEx--Coexpression(rank=877); Enrichr--Queries(rank=1033)","1048","0.35499999999999998","ARCHS4 Coexpression,0.355"
"FLI1","0.49405867936754266","0.49405867936754266","0.49405867936754266","Activated","235","viper","235","0.49405867936754266",NA,NA,"6","ReMap--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=76); Literature--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=471); GTEx--Coexpression(rank=717); Enrichr--Queries(rank=850)","664","0.19189999999999999","ReMap ChIP-seq,0.1919"
"ZBTB33","-0.48794682868482175","-0.48794682868482175","0.48794682868482175","Repressed","236","viper","236","0.48794682868482175",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=202); GTEx--Coexpression(rank=591); Enrichr--Queries(rank=1153); ARCHS4--Coexpression(rank=1529)","1069","0.36780000000000002","GTEx Coexpression,0.3678"
"SMAD4","0.44564821232969026","0.44564821232969026","0.44564821232969026","Activated","237","viper","237","0.44564821232969026",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=723); GTEx--Coexpression(rank=762); Enrichr--Queries(rank=1120)","380","0.09755999999999999","Literature ChIP-seq,0.09756"
"ZNF592","-0.42879265347089912","-0.42879265347089912","0.42879265347089912","Repressed","238","viper","238","0.42879265347089912",NA,NA,"4","ReMap--ChIP-seq(rank=237); GTEx--Coexpression(rank=802); ARCHS4--Coexpression(rank=1257); Enrichr--Queries(rank=1388)","1309","0.49909999999999999","GTEx Coexpression,0.4991"
