"TF","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"KLF4","0.728666249955261969","0.728666249955261969","0.728666249955261969","Activated","160","viper","160","0.728666249955261969",NA,NA,"5","Enrichr--Queries(rank=6); ARCHS4--Coexpression(rank=19); Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=54); GTEx--Coexpression(rank=55)","15","0.004274000000000000","Enrichr Queries,0.004274"
"E2F3","0.725023802001434903","0.725023802001434903","0.725023802001434903","Activated","161","viper","161","0.725023802001434903",NA,NA,"3","GTEx--Coexpression(rank=246); Enrichr--Queries(rank=1050); ARCHS4--Coexpression(rank=1085)","495","0.153100000000000014","GTEx Coexpression,0.1531"
"KLF5","-0.721326517252965038","-0.721326517252965038","0.721326517252965038","Repressed","162","viper","162","0.721326517252965038",NA,NA,"5","Enrichr--Queries(rank=12); ARCHS4--Coexpression(rank=42); Literature--ChIP-seq(rank=63); GTEx--Coexpression(rank=91); ReMap--ChIP-seq(rank=123)","32","0.008547000000000001","Enrichr Queries,0.008547"
"SPI1","0.718622150802322279","0.718622150802322279","0.718622150802322279","Activated","163","viper","163","0.718622150802322279",NA,NA,"6","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=50); Literature--ChIP-seq(rank=54); GTEx--Coexpression(rank=189); ARCHS4--Coexpression(rank=323); Enrichr--Queries(rank=694)","395","0.117599999999999996","GTEx Coexpression,0.1176"
"ATF2","0.716041860073517222","0.716041860073517222","0.716041860073517222","Activated","164","viper","164","0.716041860073517222",NA,NA,"5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=217); ARCHS4--Coexpression(rank=1019); GTEx--Coexpression(rank=1115); Enrichr--Queries(rank=1305)","1417","0.625900000000000012","ARCHS4 Coexpression,0.6259"
"STAT4","0.708748330492865675","0.708748330492865675","0.708748330492865675","Activated","165","viper","165","0.708748330492865675",NA,NA,"4","Literature--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=172); GTEx--Coexpression(rank=545)","317","0.092750000000000013","ARCHS4 Coexpression,0.09275"
"PRDM1","0.687957794115304555","0.687957794115304555","0.687957794115304555","Activated","166","viper","166","0.687957794115304555",NA,NA,"5","Enrichr--Queries(rank=19); ENCODE--ChIP-seq(rank=46); GTEx--Coexpression(rank=90); ARCHS4--Coexpression(rank=155); ReMap--ChIP-seq(rank=238)","53","0.013530000000000000","Enrichr Queries,0.01353"
"ZEB1","0.678843626603087502","0.678843626603087502","0.678843626603087502","Activated","167","viper","167","0.678843626603087502",NA,NA,"5","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=386); ARCHS4--Coexpression(rank=594); Enrichr--Queries(rank=772)","712","0.240199999999999997","GTEx Coexpression,0.2402"
"NFYA","0.673134665422672529","0.673134665422672529","0.673134665422672529","Activated","168","viper","168","0.673134665422672529",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=907); GTEx--Coexpression(rank=1118); ARCHS4--Coexpression(rank=1530)","1445","0.646000000000000019","Enrichr Queries,0.646"
"FOXA2","0.663101926826186627","0.663101926826186627","0.663101926826186627","Activated","169","viper","169","0.663101926826186627",NA,NA,"6","Literature--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=41); Enrichr--Queries(rank=136); ReMap--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=319); GTEx--Coexpression(rank=611)","328","0.096869999999999998","Enrichr Queries,0.09687"
"ARNT","-0.661199515603735133","-0.661199515603735133","0.661199515603735133","Repressed","170","viper","170","0.661199515603735133",NA,NA,"5","Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=106); GTEx--Coexpression(rank=935); Enrichr--Queries(rank=1204); ARCHS4--Coexpression(rank=1259)","568","0.182900000000000007","Literature ChIP-seq,0.1829"
"NCOA2","-0.635062734174556831","-0.635062734174556831","0.635062734174556831","Repressed","171","viper","171","0.635062734174556831",NA,NA,"4","ReMap--ChIP-seq(rank=69); GTEx--Coexpression(rank=300); ARCHS4--Coexpression(rank=816); Enrichr--Queries(rank=1332)","579","0.186700000000000005","GTEx Coexpression,0.1867"
"FOXO4","0.607708376816248785","0.607708376816248785","0.607708376816248785","Activated","172","viper","172","0.607708376816248785",NA,NA,"3","Enrichr--Queries(rank=444); ARCHS4--Coexpression(rank=556); GTEx--Coexpression(rank=817)","887","0.316199999999999981","Enrichr Queries,0.3162"
"SRF","-0.601530815516757911","-0.601530815516757911","0.601530815516757911","Repressed","173","viper","173","0.601530815516757911",NA,NA,"6","ENCODE--ChIP-seq(rank=67); Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=205); Enrichr--Queries(rank=359); GTEx--Coexpression(rank=577); ARCHS4--Coexpression(rank=1533)","754","0.255699999999999983","Enrichr Queries,0.2557"
"CREB3L1","0.585867061993677329","0.585867061993677329","0.585867061993677329","Activated","174","viper","174","0.585867061993677329",NA,NA,"4","ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=84); ARCHS4--Coexpression(rank=131); GTEx--Coexpression(rank=1030)","215","0.059830000000000001","Enrichr Queries,0.05983"
"KLF13","0.585175980445374555","0.585175980445374555","0.585175980445374555","Activated","175","viper","175","0.585175980445374555",NA,NA,"4","ReMap--ChIP-seq(rank=46); Enrichr--Queries(rank=329); ARCHS4--Coexpression(rank=539); GTEx--Coexpression(rank=1132)","499","0.154900000000000010","ReMap ChIP-seq,0.1549"
"ATF3","-0.575689386153159899","-0.575689386153159899","0.575689386153159899","Repressed","176","viper","176","0.575689386153159899",NA,NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"MEF2B","0.568101578813938857","0.568101578813938857","0.568101578813938857","Activated","177","viper","177","0.568101578813938857",NA,NA,"4","ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=168); ARCHS4--Coexpression(rank=302); GTEx--Coexpression(rank=311)","399","0.119700000000000001","Enrichr Queries,0.1197"
"SMAD3","0.563848615881690662","0.563848615881690662","0.563848615881690662","Activated","178","viper","178","0.563848615881690662",NA,NA,"5","ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=16); Enrichr--Queries(rank=160); ARCHS4--Coexpression(rank=166); GTEx--Coexpression(rank=619)","100","0.026939999999999999","ReMap ChIP-seq,0.02694"
"JUND","0.552327454876129775","0.552327454876129775","0.552327454876129775","Activated","179","viper","179","0.552327454876129775",NA,NA,"6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=357); GTEx--Coexpression(rank=508); Enrichr--Queries(rank=521)","39","0.010100000000000000","ReMap ChIP-seq,0.0101"
"NFE2L2","0.550377241352150492","0.550377241352150492","0.550377241352150492","Activated","180","viper","180","0.550377241352150492",NA,NA,"5","ARCHS4--Coexpression(rank=8); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=138); GTEx--Coexpression(rank=153); Enrichr--Queries(rank=315)","17","0.004914000000000000","ARCHS4 Coexpression,0.004914"
"USF2","0.535699349096738997","0.535699349096738997","0.535699349096738997","Activated","181","viper","181","0.535699349096738997",NA,NA,"5","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=832); Enrichr--Queries(rank=1090); GTEx--Coexpression(rank=1328)","540","0.171699999999999992","ReMap ChIP-seq,0.1717"
"TP63","0.535215488027225295","0.535215488027225295","0.535215488027225295","Activated","182","viper","182","0.535215488027225295",NA,NA,"5","Literature--ChIP-seq(rank=28); GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=161); ARCHS4--Coexpression(rank=271)","255","0.072810000000000000","GTEx Coexpression,0.07281"
"ATF7","0.511885651980227174","0.511885651980227174","0.511885651980227174","Activated","183","viper","183","0.511885651980227174",NA,NA,"4","ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=695); GTEx--Coexpression(rank=1068); Enrichr--Queries(rank=1277)","250","0.070709999999999995","ReMap ChIP-seq,0.07071"
"STAT2","0.507009553200761021","0.507009553200761021","0.507009553200761021","Activated","184","viper","184","0.507009553200761021",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=156); Enrichr--Queries(rank=234); GTEx--Coexpression(rank=1331)","323","0.095820000000000002","ARCHS4 Coexpression,0.09582"
"GATA6","-0.502950696741214509","-0.502950696741214509","0.502950696741214509","Repressed","185","viper","185","0.502950696741214509",NA,NA,"5","ReMap--ChIP-seq(rank=22); Literature--ChIP-seq(rank=40); Enrichr--Queries(rank=47); ARCHS4--Coexpression(rank=99); GTEx--Coexpression(rank=470)","123","0.033480000000000003","Enrichr Queries,0.03348"
"FOXA1","0.500829591449130973","0.500829591449130973","0.500829591449130973","Activated","186","viper","186","0.500829591449130973",NA,NA,"6","ARCHS4--Coexpression(rank=44); Literature--ChIP-seq(rank=48); ENCODE--ChIP-seq(rank=55); Enrichr--Queries(rank=100); ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=425)","101","0.027029999999999998","ARCHS4 Coexpression,0.02703"
"CUX1","0.482778173584941628","0.482778173584941628","0.482778173584941628","Activated","187","viper","187","0.482778173584941628",NA,NA,"6","ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=91); Literature--ChIP-seq(rank=114); Enrichr--Queries(rank=1269); GTEx--Coexpression(rank=1302); ARCHS4--Coexpression(rank=1609)","280","0.080810000000000007","ReMap ChIP-seq,0.08081"
"PDX1","0.482290527536777203","0.482290527536777203","0.482290527536777203","Activated","188","viper","188","0.482290527536777203",NA,NA,"5","Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=279); ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=747); GTEx--Coexpression(rank=1284)","586","0.188599999999999990","ARCHS4 Coexpression,0.1886"
"ELF5","-0.472313187829077052","-0.472313187829077052","0.472313187829077052","Repressed","189","viper","189","0.472313187829077052",NA,NA,"5","Literature--ChIP-seq(rank=113); ARCHS4--Coexpression(rank=161); Enrichr--Queries(rank=217); ReMap--ChIP-seq(rank=250); GTEx--Coexpression(rank=660)","335","0.098890000000000006","ARCHS4 Coexpression,0.09889"
"NFIC","-0.467815629607849948","-0.467815629607849948","0.467815629607849948","Repressed","190","viper","190","0.467815629607849948",NA,NA,"5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=621); GTEx--Coexpression(rank=859); Enrichr--Queries(rank=937)","126","0.033900000000000000","ENCODE ChIP-seq,0.0339"
"MYCN","0.467515773535302159","0.467515773535302159","0.467515773535302159","Activated","191","viper","191","0.467515773535302159",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=88); Enrichr--Queries(rank=341); GTEx--Coexpression(rank=345); ARCHS4--Coexpression(rank=1456)","655","0.214700000000000002","GTEx Coexpression,0.2147"
"CDX2","-0.457367715023146437","-0.457367715023146437","0.457367715023146437","Repressed","192","viper","192","0.457367715023146437",NA,NA,"5","ReMap--ChIP-seq(rank=53); Literature--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=59); GTEx--Coexpression(rank=188); Enrichr--Queries(rank=509)","134","0.036240000000000001","ARCHS4 Coexpression,0.03624"
"XBP1","0.442617580154684664","0.442617580154684664","0.442617580154684664","Activated","193","viper","193","0.442617580154684664",NA,NA,"4","ARCHS4--Coexpression(rank=181); ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=535); GTEx--Coexpression(rank=1425)","375","0.111199999999999993","ARCHS4 Coexpression,0.1112"
"GATA3","0.435069929471369021","0.435069929471369021","0.435069929471369021","Activated","194","viper","194","0.435069929471369021",NA,NA,"6","ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=87); GTEx--Coexpression(rank=124); Enrichr--Queries(rank=139); ARCHS4--Coexpression(rank=143)","269","0.077160000000000006","GTEx Coexpression,0.07716"
"LYL1","-0.430119157306433519","-0.430119157306433519","0.430119157306433519","Repressed","195","viper","195","0.430119157306433519",NA,NA,"5","Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=229); GTEx--Coexpression(rank=634); Enrichr--Queries(rank=692); ARCHS4--Coexpression(rank=1399)","1050","0.394500000000000017","GTEx Coexpression,0.3945"
"GLI2","-0.420042771993445307","-0.420042771993445307","0.420042771993445307","Repressed","196","viper","196","0.420042771993445307",NA,NA,"3","ARCHS4--Coexpression(rank=176); GTEx--Coexpression(rank=478); Enrichr--Queries(rank=554)","362","0.108100000000000002","ARCHS4 Coexpression,0.1081"
"MYOD1","-0.411504833133507109","-0.411504833133507109","0.411504833133507109","Repressed","197","viper","197","0.411504833133507109",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=304); Enrichr--Queries(rank=612); GTEx--Coexpression(rank=880)","513","0.161000000000000004","ENCODE ChIP-seq,0.161"
"SPIB","-0.407282523346214897","-0.407282523346214897","0.407282523346214897","Repressed","198","viper","198","0.407282523346214897",NA,NA,"4","ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=352); Enrichr--Queries(rank=374); GTEx--Coexpression(rank=554)","660","0.216200000000000003","ARCHS4 Coexpression,0.2162"
"SP4","0.405292485352114873","0.405292485352114873","0.405292485352114873","Activated","199","viper","199","0.405292485352114873",NA,NA,"5","ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=1062); Enrichr--Queries(rank=1167); GTEx--Coexpression(rank=1303)","1298","0.532000000000000028","ReMap ChIP-seq,0.532"
"HINFP","0.405135894189843915","0.405135894189843915","0.405135894189843915","Activated","200","viper","200","0.405135894189843915",NA,NA,"3","ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=702); GTEx--Coexpression(rank=866)","1114","0.431200000000000028","ARCHS4 Coexpression,0.4312"
"KLF9","-0.403018233098599021","-0.403018233098599021","0.403018233098599021","Repressed","201","viper","201","0.403018233098599021",NA,NA,"4","Enrichr--Queries(rank=74); ReMap--ChIP-seq(rank=172); ARCHS4--Coexpression(rank=196); GTEx--Coexpression(rank=653)","193","0.052710000000000000","Enrichr Queries,0.05271"
"EHF","0.399339513694166259","0.399339513694166259","0.399339513694166259","Activated","202","viper","202","0.399339513694166259",NA,NA,"4","ARCHS4--Coexpression(rank=38); GTEx--Coexpression(rank=101); Enrichr--Queries(rank=150); ReMap--ChIP-seq(rank=267)","88","0.023340000000000000","ARCHS4 Coexpression,0.02334"
"HHEX","0.391413626864313469","0.391413626864313469","0.391413626864313469","Activated","203","viper","203","0.391413626864313469",NA,NA,"4","Enrichr--Queries(rank=171); ReMap--ChIP-seq(rank=228); GTEx--Coexpression(rank=435); ARCHS4--Coexpression(rank=667)","403","0.121800000000000005","Enrichr Queries,0.1218"
"RFX2","-0.385291964978239532","-0.385291964978239532","0.385291964978239532","Repressed","204","viper","204","0.385291964978239532",NA,NA,"4","ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=253); ARCHS4--Coexpression(rank=312); GTEx--Coexpression(rank=673)","561","0.180199999999999999","Enrichr Queries,0.1802"
"BCL6","-0.382768118233034860","-0.382768118233034860","0.382768118233034860","Repressed","205","viper","205","0.382768118233034860",NA,NA,"5","GTEx--Coexpression(rank=36); Literature--ChIP-seq(rank=59); Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=149); ReMap--ChIP-seq(rank=219)","85","0.022400000000000000","GTEx Coexpression,0.0224"
"NR2C2","-0.381170756058924476","-0.381170756058924476","0.381170756058924476","Repressed","206","viper","206","0.381170756058924476",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=278); GTEx--Coexpression(rank=765); Enrichr--Queries(rank=1299); ARCHS4--Coexpression(rank=1607)","1199","0.475999999999999979","GTEx Coexpression,0.476"
"ZNF740","-0.379058158136071022","-0.379058158136071022","0.379058158136071022","Repressed","207","viper","207","0.379058158136071022",NA,NA,"4","ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=1098); ARCHS4--Coexpression(rank=1239); GTEx--Coexpression(rank=1496)","1553","0.761099999999999999","ARCHS4 Coexpression,0.7611"
"MAF","-0.376001977312189428","-0.376001977312189428","0.376001977312189428","Repressed","208","viper","208","0.376001977312189428",NA,NA,"4","GTEx--Coexpression(rank=34); Enrichr--Queries(rank=85); ARCHS4--Coexpression(rank=107); ReMap--ChIP-seq(rank=187)","80","0.021160000000000002","GTEx Coexpression,0.02116"
"ETV1","-0.363294497571122588","-0.363294497571122588","0.363294497571122588","Repressed","209","viper","209","0.363294497571122588",NA,NA,"4","ReMap--ChIP-seq(rank=110); Enrichr--Queries(rank=532); ARCHS4--Coexpression(rank=632); GTEx--Coexpression(rank=738)","994","0.370400000000000007","ReMap ChIP-seq,0.3704"
"PBX2","0.357363331898967129","0.357363331898967129","0.357363331898967129","Activated","210","viper","210","0.357363331898967129",NA,NA,"4","ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=912); GTEx--Coexpression(rank=1029); ARCHS4--Coexpression(rank=1099)","64","0.016840000000000001","ReMap ChIP-seq,0.01684"
"KDM5B","0.350197658679647861","0.350197658679647861","0.350197658679647861","Activated","211","viper","211","0.350197658679647861",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=126); Literature--ChIP-seq(rank=154); ARCHS4--Coexpression(rank=415); GTEx--Coexpression(rank=1083)","752","0.254900000000000015","ARCHS4 Coexpression,0.2549"
"GATA2","0.347891303254309892","0.347891303254309892","0.347891303254309892","Activated","212","viper","212","0.347891303254309892",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=50); Enrichr--Queries(rank=126); ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=225); ARCHS4--Coexpression(rank=565)","308","0.089740000000000000","Enrichr Queries,0.08974"
"SOX11","0.345617053851314748","0.345617053851314748","0.345617053851314748","Activated","213","viper","213","0.345617053851314748",NA,NA,"5","Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=437); ARCHS4--Coexpression(rank=535); GTEx--Coexpression(rank=1173)","872","0.311300000000000021","Enrichr Queries,0.3113"
"STAT6","0.342154961857002948","0.342154961857002948","0.342154961857002948","Activated","214","viper","214","0.342154961857002948",NA,NA,"4","Literature--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=376); Enrichr--Queries(rank=681); GTEx--Coexpression(rank=1107)","691","0.231000000000000011","ARCHS4 Coexpression,0.231"
"NFE2L1","-0.337828173345809335","-0.337828173345809335","0.337828173345809335","Repressed","215","viper","215","0.337828173345809335",NA,NA,"4","ReMap--ChIP-seq(rank=280); Enrichr--Queries(rank=943); ARCHS4--Coexpression(rank=1063); GTEx--Coexpression(rank=1390)","1452","0.652900000000000036","ARCHS4 Coexpression,0.6529"
"SMAD4","0.328810589916454898","0.328810589916454898","0.328810589916454898","Activated","216","viper","216","0.328810589916454898",NA,NA,"5","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=168); Enrichr--Queries(rank=1257); ARCHS4--Coexpression(rank=1568); GTEx--Coexpression(rank=1585)","705","0.237800000000000011","Literature ChIP-seq,0.2378"
"MAFK","0.325151051164306648","0.325151051164306648","0.325151051164306648","Activated","217","viper","217","0.325151051164306648",NA,NA,"5","Enrichr--Queries(rank=7); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=451); GTEx--Coexpression(rank=615)","18","0.004986000000000000","Enrichr Queries,0.004986"
"MAFB","0.319909084258435339","0.319909084258435339","0.319909084258435339","Activated","218","viper","218","0.319909084258435339",NA,NA,"4","ARCHS4--Coexpression(rank=33); ReMap--ChIP-seq(rank=76); Enrichr--Queries(rank=102); GTEx--Coexpression(rank=116)","77","0.020270000000000000","ARCHS4 Coexpression,0.02027"
"BHLHE40","0.312287358530933146","0.312287358530933146","0.312287358530933146","Activated","219","viper","219","0.312287358530933146",NA,NA,"4","GTEx--Coexpression(rank=17); ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=28); ARCHS4--Coexpression(rank=32)","41","0.010580000000000001","GTEx Coexpression,0.01058"
"ZBED1","-0.309036375838263988","-0.309036375838263988","0.309036375838263988","Repressed","220","viper","220","0.309036375838263988",NA,NA,"4","ReMap--ChIP-seq(rank=198); Enrichr--Queries(rank=745); ARCHS4--Coexpression(rank=867); GTEx--Coexpression(rank=1024)","1297","0.530599999999999961","Enrichr Queries,0.5306"
"TFAP2C","-0.302582684625767595","-0.302582684625767595","0.302582684625767595","Repressed","221","viper","221","0.302582684625767595",NA,NA,"6","Literature--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=70); ENCODE--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=86); Enrichr--Queries(rank=121)","159","0.042999999999999997","ARCHS4 Coexpression,0.043"
"POU5F1","0.297488937428712241","0.297488937428712241","0.297488937428712241","Activated","222","viper","222","0.297488937428712241",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=166); ARCHS4--Coexpression(rank=326); Enrichr--Queries(rank=812); GTEx--Coexpression(rank=850)","462","0.140199999999999991","Literature ChIP-seq,0.1402"
"NR1H3","-0.296160202642887227","-0.296160202642887227","0.296160202642887227","Repressed","223","viper","223","0.296160202642887227",NA,NA,"5","Literature--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=133); GTEx--Coexpression(rank=144); ReMap--ChIP-seq(rank=255)","65","0.017200000000000000","ARCHS4 Coexpression,0.0172"
"NFE2","-0.283067623145466130","-0.283067623145466130","0.283067623145466130","Repressed","224","viper","224","0.283067623145466130",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=40); Enrichr--Queries(rank=181); GTEx--Coexpression(rank=205); ARCHS4--Coexpression(rank=886)","421","0.127599999999999991","GTEx Coexpression,0.1276"
"NANOG","0.261331501252681953","0.261331501252681953","0.261331501252681953","Activated","225","viper","225","0.261331501252681953",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=73); GTEx--Coexpression(rank=397); Enrichr--Queries(rank=452); ARCHS4--Coexpression(rank=855)","296","0.085370000000000001","Literature ChIP-seq,0.08537"
"E2F6","0.256723968101813915","0.256723968101813915","0.256723968101813915","Activated","226","viper","226","0.256723968101813915",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=91); Enrichr--Queries(rank=356); GTEx--Coexpression(rank=1015); ARCHS4--Coexpression(rank=1039)","749","0.253599999999999992","Enrichr Queries,0.2536"
"HOXB13","0.246682407932348441","0.246682407932348441","0.246682407932348441","Activated","227","viper","227","0.246682407932348441",NA,NA,"4","Enrichr--Queries(rank=210); GTEx--Coexpression(rank=217); ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=299)","442","0.135000000000000009","GTEx Coexpression,0.135"
"THAP11","-0.241796199484710900","-0.241796199484710900","0.241796199484710900","Repressed","228","viper","228","0.241796199484710900",NA,NA,"5","Literature--ChIP-seq(rank=159); ReMap--ChIP-seq(rank=264); GTEx--Coexpression(rank=1031); Enrichr--Queries(rank=1191); ARCHS4--Coexpression(rank=1474)","1437","0.641599999999999837","GTEx Coexpression,0.6416"
"HNF1A","-0.239245035471240042","-0.239245035471240042","0.239245035471240042","Repressed","229","viper","229","0.239245035471240042",NA,NA,"3","ARCHS4--Coexpression(rank=150); GTEx--Coexpression(rank=290); Enrichr--Queries(rank=529)","315","0.092140000000000000","ARCHS4 Coexpression,0.09214"
"DUX4","-0.236294595083822750","-0.236294595083822750","0.236294595083822750","Repressed","230","viper","230","0.236294595083822750",NA,NA,"2","ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=1265)","1563","0.777000000000000024","ARCHS4 Coexpression,0.777"
"SMAD1","-0.219046999952715676","-0.219046999952715676","0.219046999952715676","Repressed","231","viper","231","0.219046999952715676",NA,NA,"5","Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=281); Enrichr--Queries(rank=318); GTEx--Coexpression(rank=1308)","542","0.172600000000000003","ARCHS4 Coexpression,0.1726"
"MEF2C","0.217896373570740959","0.217896373570740959","0.217896373570740959","Activated","232","viper","232","0.217896373570740959",NA,NA,"5","ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=510); ARCHS4--Coexpression(rank=546); GTEx--Coexpression(rank=699)","927","0.335399999999999920","ARCHS4 Coexpression,0.3354"
"ELK1","0.215246238200963447","0.215246238200963447","0.215246238200963447","Activated","233","viper","233","0.215246238200963447",NA,NA,"5","ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=186); GTEx--Coexpression(rank=1109); ARCHS4--Coexpression(rank=1391)","1418","0.626299999999999968","ReMap ChIP-seq,0.6263"
"PPARA","0.198848480659667703","0.198848480659667703","0.198848480659667703","Activated","234","viper","234","0.198848480659667703",NA,NA,"3","GTEx--Coexpression(rank=343); ARCHS4--Coexpression(rank=552); Enrichr--Queries(rank=770)","651","0.213400000000000006","GTEx Coexpression,0.2134"
"BATF","0.191024110794342367","0.191024110794342367","0.191024110794342367","Activated","235","viper","235","0.191024110794342367",NA,NA,"5","ARCHS4--Coexpression(rank=30); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=133); Enrichr--Queries(rank=180); GTEx--Coexpression(rank=368)","69","0.018429999999999998","ARCHS4 Coexpression,0.01843"
"MYBL2","-0.189411049240686968","-0.189411049240686968","0.189411049240686968","Repressed","236","viper","236","0.189411049240686968",NA,NA,"6","ENCODE--ChIP-seq(rank=114); Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=218); GTEx--Coexpression(rank=519); Enrichr--Queries(rank=1172); ARCHS4--Coexpression(rank=1451)","900","0.323000000000000009","GTEx Coexpression,0.323"
"EGR1","0.187434118533837429","0.187434118533837429","0.187434118533837429","Activated","237","viper","237","0.187434118533837429",NA,NA,"6","GTEx--Coexpression(rank=12); Enrichr--Queries(rank=16); Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=363)","28","0.007467000000000000","GTEx Coexpression,0.007467"
"GFI1B","-0.175293027930062378","-0.175293027930062378","0.175293027930062378","Repressed","238","viper","238","0.175293027930062378",NA,NA,"5","ReMap--ChIP-seq(rank=27); Literature--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=339); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=521)","314","0.090910000000000005","ReMap ChIP-seq,0.09091"
"NR4A1","-0.164937901338121473","-0.164937901338121473","0.164937901338121473","Repressed","239","viper","239","0.164937901338121473",NA,NA,"4","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=22); GTEx--Coexpression(rank=103); ReMap--ChIP-seq(rank=216)","7","0.002457000000000000","ARCHS4 Coexpression,0.002457"
