"TF","ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TP63","1.431831341822356052","1.431831341822356052","1.431831341822356052","Activated","159","viper","159","1.431831341822356052",NA,NA,"5","Literature--ChIP-seq(rank=42); GTEx--Coexpression(rank=134); ReMap--ChIP-seq(rank=204); Enrichr--Queries(rank=281); ARCHS4--Coexpression(rank=675)","340","0.083390000000000006","GTEx Coexpression,0.08339"
"NFE2L1","1.413304179931497817","1.413304179931497817","1.413304179931497817","Activated","160","viper","160","1.413304179931497817",NA,NA,"4","ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=856); GTEx--Coexpression(rank=1237); ARCHS4--Coexpression(rank=1441)","1481","0.606099999999999972","ReMap ChIP-seq,0.6061"
"HOXB13","1.410807403983349140","1.410807403983349140","1.410807403983349140","Activated","161","viper","161","1.410807403983349140",NA,NA,"4","ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=460); ARCHS4--Coexpression(rank=514); GTEx--Coexpression(rank=1584)","1015","0.315699999999999981","ARCHS4 Coexpression,0.3157"
"PAX8","-1.403611731509573524","-1.403611731509573524","1.403611731509573524","Repressed","162","viper","162","1.403611731509573524",NA,NA,"4","ARCHS4--Coexpression(rank=128); ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=566); GTEx--Coexpression(rank=912)","323","0.078619999999999995","ARCHS4 Coexpression,0.07862"
"MAF","1.399992988295638119","1.399992988295638119","1.399992988295638119","Activated","163","viper","163","1.399992988295638119",NA,NA,"4","GTEx--Coexpression(rank=14); ARCHS4--Coexpression(rank=108); Enrichr--Queries(rank=121); ReMap--ChIP-seq(rank=172)","33","0.008711999999999999","GTEx Coexpression,0.008712"
"EOMES","1.393793283910675695","1.393793283910675695","1.393793283910675695","Activated","164","viper","164","1.393793283910675695",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=151); Enrichr--Queries(rank=287); GTEx--Coexpression(rank=560); ARCHS4--Coexpression(rank=1051)","737","0.204399999999999998","Enrichr Queries,0.2044"
"NFIC","-1.382784649670494970","-1.382784649670494970","1.382784649670494970","Repressed","165","viper","165","1.382784649670494970",NA,NA,"5","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=86); GTEx--Coexpression(rank=338); Enrichr--Queries(rank=1177); ARCHS4--Coexpression(rank=1460)","753","0.210299999999999987","GTEx Coexpression,0.2103"
"NR1H2","1.369477768608797108","1.369477768608797108","1.369477768608797108","Activated","166","viper","166","1.369477768608797108",NA,NA,"4","ReMap--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=357); Enrichr--Queries(rank=739); GTEx--Coexpression(rank=1336)","438","0.111100000000000004","ReMap ChIP-seq,0.1111"
"TEAD2","1.368946935544059107","1.368946935544059107","1.368946935544059107","Activated","167","viper","167","1.368946935544059107",NA,NA,"4","ReMap--ChIP-seq(rank=116); GTEx--Coexpression(rank=521); Enrichr--Queries(rank=672); ARCHS4--Coexpression(rank=884)","1031","0.324199999999999988","GTEx Coexpression,0.3242"
"MYOD1","1.365356051125930392","1.365356051125930392","1.365356051125930392","Activated","168","viper","168","1.365356051125930392",NA,NA,"5","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=774); Enrichr--Queries(rank=797); GTEx--Coexpression(rank=1306)","778","0.220299999999999996","ENCODE ChIP-seq,0.2203"
"GATA4","1.365093930685165491","1.365093930685165491","1.365093930685165491","Activated","169","viper","169","1.365093930685165491",NA,NA,"5","Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=208); ARCHS4--Coexpression(rank=248); Enrichr--Queries(rank=479); GTEx--Coexpression(rank=1209)","570","0.152299999999999991","ARCHS4 Coexpression,0.1523"
"TP73","1.362088457801851726","1.362088457801851726","1.362088457801851726","Activated","170","viper","170","1.362088457801851726",NA,NA,"3","GTEx--Coexpression(rank=90); ARCHS4--Coexpression(rank=567); Enrichr--Queries(rank=1181)","227","0.056000000000000001","GTEx Coexpression,0.056"
"SOX6","1.356096761865512201","1.356096761865512201","1.356096761865512201","Activated","171","viper","171","1.356096761865512201",NA,NA,"4","ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=440); Enrichr--Queries(rank=1360); GTEx--Coexpression(rank=1506)","636","0.171699999999999992","ReMap ChIP-seq,0.1717"
"ZBTB33","1.353344176064177340","1.353344176064177340","1.353344176064177340","Activated","172","viper","172","1.353344176064177340",NA,NA,"5","ENCODE--ChIP-seq(rank=104); GTEx--Coexpression(rank=112); ReMap--ChIP-seq(rank=288); Enrichr--Queries(rank=1030); ARCHS4--Coexpression(rank=1345)","285","0.069699999999999998","GTEx Coexpression,0.0697"
"PROX1","1.333367223592936357","1.333367223592936357","1.333367223592936357","Activated","173","viper","173","1.333367223592936357",NA,NA,"4","ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=364); ARCHS4--Coexpression(rank=518); GTEx--Coexpression(rank=846)","668","0.181799999999999989","ReMap ChIP-seq,0.1818"
"KLF13","1.332180634972926381","1.332180634972926381","1.332180634972926381","Activated","174","viper","174","1.332180634972926381",NA,NA,"4","ReMap--ChIP-seq(rank=79); ARCHS4--Coexpression(rank=364); Enrichr--Queries(rank=558); GTEx--Coexpression(rank=886)","787","0.223599999999999993","ARCHS4 Coexpression,0.2236"
"NR5A2","1.331841140224639730","1.331841140224639730","1.331841140224639730","Activated","175","viper","175","1.331841140224639730",NA,NA,"4","ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=143); ARCHS4--Coexpression(rank=509); Enrichr--Queries(rank=991)","96","0.023570000000000001","ReMap ChIP-seq,0.02357"
"VDR","1.331333341705128515","1.331333341705128515","1.331333341705128515","Activated","176","viper","176","1.331333341705128515",NA,NA,"5","Literature--ChIP-seq(rank=38); Enrichr--Queries(rank=100); ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=629); GTEx--Coexpression(rank=930)","292","0.071230000000000002","Enrichr Queries,0.07123"
"PRDM1","1.330222627346011821","1.330222627346011821","1.330222627346011821","Activated","177","viper","177","1.330222627346011821",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=53); Enrichr--Queries(rank=82); ARCHS4--Coexpression(rank=87); GTEx--Coexpression(rank=514)","218","0.053440000000000001","ARCHS4 Coexpression,0.05344"
"KLF3","1.314916221195108870","1.314916221195108870","1.314916221195108870","Activated","178","viper","178","1.314916221195108870",NA,NA,"4","ReMap--ChIP-seq(rank=191); ARCHS4--Coexpression(rank=434); GTEx--Coexpression(rank=530); Enrichr--Queries(rank=733)","906","0.266600000000000004","ARCHS4 Coexpression,0.2666"
"ARID2","1.290064601828014190","1.290064601828014190","1.290064601828014190","Activated","179","viper","179","1.290064601828014190",NA,NA,"4","ReMap--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=256); Enrichr--Queries(rank=1083); GTEx--Coexpression(rank=1376)","591","0.157200000000000006","ARCHS4 Coexpression,0.1572"
"ZNF24","-1.240020354422799009","-1.240020354422799009","1.240020354422799009","Repressed","180","viper","180","1.240020354422799009",NA,NA,"4","ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=234); Enrichr--Queries(rank=1240); ARCHS4--Coexpression(rank=1377)","554","0.145600000000000007","GTEx Coexpression,0.1456"
"FOXK2","1.221926439731539915","1.221926439731539915","1.221926439731539915","Activated","181","viper","181","1.221926439731539915",NA,NA,"4","ReMap--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=1085); GTEx--Coexpression(rank=1101); Enrichr--Queries(rank=1296)","344","0.084180000000000005","ReMap ChIP-seq,0.08418"
"MYB","-1.205905585248912226","-1.205905585248912226","1.205905585248912226","Repressed","182","viper","182","1.205905585248912226",NA,NA,"6","ENCODE--ChIP-seq(rank=107); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=747); Enrichr--Queries(rank=868); GTEx--Coexpression(rank=901)","1278","0.458799999999999986","ARCHS4 Coexpression,0.4588"
"TWIST1","1.204333153802665812","1.204333153802665812","1.204333153802665812","Activated","183","viper","183","1.204333153802665812",NA,NA,"4","ReMap--ChIP-seq(rank=52); GTEx--Coexpression(rank=65); ARCHS4--Coexpression(rank=326); Enrichr--Queries(rank=864)","166","0.040450000000000000","GTEx Coexpression,0.04045"
"NFYB","-1.156283716324205457","-1.156283716324205457","1.156283716324205457","Repressed","184","viper","184","1.156283716324205457",NA,NA,"5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=720); ARCHS4--Coexpression(rank=1338); GTEx--Coexpression(rank=1564)","1359","0.508499999999999952","ENCODE ChIP-seq,0.5085"
"MITF","1.147539109219437359","1.147539109219437359","1.147539109219437359","Activated","185","viper","185","1.147539109219437359",NA,NA,"5","ReMap--ChIP-seq(rank=21); Literature--ChIP-seq(rank=32); ARCHS4--Coexpression(rank=43); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=522)","108","0.026409999999999999","ARCHS4 Coexpression,0.02641"
"KLF1","1.120831174375850336","1.120831174375850336","1.120831174375850336","Activated","186","viper","186","1.120831174375850336",NA,NA,"5","Literature--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=204); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=747); GTEx--Coexpression(rank=960)","491","0.125299999999999995","ARCHS4 Coexpression,0.1253"
"POU2F1","1.109587022676836510","1.109587022676836510","1.109587022676836510","Activated","187","viper","187","1.109587022676836510",NA,NA,"4","ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=759); Enrichr--Queries(rank=1098); ARCHS4--Coexpression(rank=1109)","1299","0.472299999999999998","GTEx Coexpression,0.4723"
"ATF6","1.091217784675790003","1.091217784675790003","1.091217784675790003","Activated","188","viper","188","1.091217784675790003",NA,NA,"3","GTEx--Coexpression(rank=718); ARCHS4--Coexpression(rank=797); Enrichr--Queries(rank=1117)","1256","0.446799999999999975","GTEx Coexpression,0.4468"
"SPI1","1.090624851655805916","1.090624851655805916","1.090624851655805916","Activated","189","viper","189","1.090624851655805916",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=133); GTEx--Coexpression(rank=451); Enrichr--Queries(rank=581); ARCHS4--Coexpression(rank=624)","348","0.085370000000000001","Literature ChIP-seq,0.08537"
"HSF1","1.083265700468808657","1.083265700468808657","1.083265700468808657","Activated","190","viper","190","1.083265700468808657",NA,NA,"5","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=777); ARCHS4--Coexpression(rank=1431)","847","0.243900000000000006","Literature ChIP-seq,0.2439"
"KLF5","1.079901747343576357","1.079901747343576357","1.079901747343576357","Activated","191","viper","191","1.079901747343576357",NA,NA,"5","Literature--ChIP-seq(rank=45); GTEx--Coexpression(rank=157); ReMap--ChIP-seq(rank=166); ARCHS4--Coexpression(rank=170); Enrichr--Queries(rank=292)","396","0.097699999999999995","GTEx Coexpression,0.0977"
"RUNX1","1.063921820174925204","1.063921820174925204","1.063921820174925204","Activated","192","viper","192","1.063921820174925204",NA,NA,"5","Literature--ChIP-seq(rank=29); GTEx--Coexpression(rank=166); ReMap--ChIP-seq(rank=227); Enrichr--Queries(rank=359); ARCHS4--Coexpression(rank=834)","415","0.103300000000000003","GTEx Coexpression,0.1033"
"NR3C1","-1.053884725190859628","-1.053884725190859628","1.053884725190859628","Repressed","193","viper","193","1.053884725190859628",NA,NA,"6","ENCODE--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=357); GTEx--Coexpression(rank=1133)","58","0.015360000000000000","ARCHS4 Coexpression,0.01536"
"NRF1","1.050881798686047697","1.050881798686047697","1.050881798686047697","Activated","194","viper","194","1.050881798686047697",NA,NA,"5","ENCODE--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=132); GTEx--Coexpression(rank=196); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=1178)","332","0.081079999999999999","ARCHS4 Coexpression,0.08108"
"E2F6","1.018697701108097098","1.018697701108097098","1.018697701108097098","Activated","195","viper","195","1.018697701108097098",NA,NA,"5","ENCODE--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=50); ReMap--ChIP-seq(rank=285); Enrichr--Queries(rank=514); GTEx--Coexpression(rank=1492)","126","0.030710000000000001","ARCHS4 Coexpression,0.03071"
"FOXA1","0.980437141444338689","0.980437141444338689","0.980437141444338689","Activated","196","viper","196","0.980437141444338689",NA,NA,"6","ReMap--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=93); Literature--ChIP-seq(rank=95); Enrichr--Queries(rank=492); ARCHS4--Coexpression(rank=997); GTEx--Coexpression(rank=1345)","465","0.117800000000000002","ReMap ChIP-seq,0.1178"
"KMT2A","-0.971786242227721697","-0.971786242227721697","0.971786242227721697","Repressed","197","viper","197","0.971786242227721697",NA,NA,"3","ReMap--ChIP-seq(rank=246); ARCHS4--Coexpression(rank=1055); GTEx--Coexpression(rank=1173)","1520","0.648000000000000020","ARCHS4 Coexpression,0.648"
"CREB3L1","0.969633890988058966","0.969633890988058966","0.969633890988058966","Activated","198","viper","198","0.969633890988058966",NA,NA,"4","ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=1089); ARCHS4--Coexpression(rank=1607)","653","0.177400000000000002","Enrichr Queries,0.1774"
"ELK4","0.963377326765082365","0.963377326765082365","0.963377326765082365","Activated","199","viper","199","0.963377326765082365",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=154); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1065); ARCHS4--Coexpression(rank=1290)","1378","0.518499999999999961","ReMap ChIP-seq,0.5185"
"ZEB1","0.954454530310522409","0.954454530310522409","0.954454530310522409","Activated","200","viper","200","0.954454530310522409",NA,NA,"5","ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=212); Enrichr--Queries(rank=852); ARCHS4--Coexpression(rank=987); GTEx--Coexpression(rank=1605)","1445","0.567799999999999971","ENCODE ChIP-seq,0.5678"
"USF2","0.951657025798549161","0.951657025798549161","0.951657025798549161","Activated","201","viper","201","0.951657025798549161",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=67); Enrichr--Queries(rank=1207); ARCHS4--Coexpression(rank=1281); GTEx--Coexpression(rank=1593)","654","0.177999999999999992","ENCODE ChIP-seq,0.178"
"CUX1","0.947589255967901334","0.947589255967901334","0.947589255967901334","Activated","202","viper","202","0.947589255967901334",NA,NA,"6","ReMap--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=86); Literature--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=873); GTEx--Coexpression(rank=969); Enrichr--Queries(rank=1306)","277","0.067339999999999997","ReMap ChIP-seq,0.06734"
"BACH1","0.935350629354145258","0.935350629354145258","0.935350629354145258","Activated","203","viper","203","0.935350629354145258",NA,NA,"6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=50); Enrichr--Queries(rank=56); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=157); GTEx--Coexpression(rank=1476)","21","0.006098000000000000","Literature ChIP-seq,0.006098"
"AR","0.933494379584494105","0.933494379584494105","0.933494379584494105","Activated","204","viper","204","0.933494379584494105",NA,NA,"5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=82); Enrichr--Queries(rank=619); GTEx--Coexpression(rank=1418); ARCHS4--Coexpression(rank=1514)","165","0.040399999999999998","ReMap ChIP-seq,0.0404"
"PKNOX1","0.923744737309530106","0.923744737309530106","0.923744737309530106","Activated","205","viper","205","0.923744737309530106",NA,NA,"4","ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=697); GTEx--Coexpression(rank=1036); Enrichr--Queries(rank=1226)","220","0.053870000000000001","ReMap ChIP-seq,0.05387"
"ASCL1","0.921273095167980283","0.921273095167980283","0.921273095167980283","Activated","206","viper","206","0.921273095167980283",NA,NA,"4","ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=604); ARCHS4--Coexpression(rank=919); GTEx--Coexpression(rank=1184)","1021","0.319900000000000018","ReMap ChIP-seq,0.3199"
"PPARA","0.905122822792792436","0.905122822792792436","0.905122822792792436","Activated","207","viper","207","0.905122822792792436",NA,NA,"3","ARCHS4--Coexpression(rank=436); Enrichr--Queries(rank=509); GTEx--Coexpression(rank=1236)","908","0.267799999999999983","ARCHS4 Coexpression,0.2678"
"EGR1","0.875331654676010151","0.875331654676010151","0.875331654676010151","Activated","208","viper","208","0.875331654676010151",NA,NA,"6","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=59); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=237)","8","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"USF1","-0.874096751295907803","-0.874096751295907803","0.874096751295907803","Repressed","209","viper","209","0.874096751295907803",NA,NA,"5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=513); ARCHS4--Coexpression(rank=539); Enrichr--Queries(rank=729)","573","0.152499999999999997","ENCODE ChIP-seq,0.1525"
"SP1","0.865989596993066990","0.865989596993066990","0.865989596993066990","Activated","210","viper","210","0.865989596993066990",NA,NA,"5","ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=609); GTEx--Coexpression(rank=824); Enrichr--Queries(rank=1064)","1123","0.374099999999999988","ARCHS4 Coexpression,0.3741"
"MBD2","0.827423608288732515","0.827423608288732515","0.827423608288732515","Activated","211","viper","211","0.827423608288732515",NA,NA,"4","ReMap--ChIP-seq(rank=292); ARCHS4--Coexpression(rank=457); Enrichr--Queries(rank=1058); GTEx--Coexpression(rank=1344)","939","0.280700000000000005","ARCHS4 Coexpression,0.2807"
"SMAD1","0.824948914676955858","0.824948914676955858","0.824948914676955858","Activated","212","viper","212","0.824948914676955858",NA,NA,"5","Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=276); ARCHS4--Coexpression(rank=374); GTEx--Coexpression(rank=992)","717","0.196599999999999997","Enrichr Queries,0.1966"
"MXI1","-0.824196109960912526","-0.824196109960912526","0.824196109960912526","Repressed","213","viper","213","0.824196109960912526",NA,NA,"5","ENCODE--ChIP-seq(rank=46); Enrichr--Queries(rank=85); ReMap--ChIP-seq(rank=173); ARCHS4--Coexpression(rank=485); GTEx--Coexpression(rank=1402)","246","0.060539999999999997","Enrichr Queries,0.06054"
"ETS2","0.823605931370177236","0.823605931370177236","0.823605931370177236","Activated","214","viper","214","0.823605931370177236",NA,NA,"4","Enrichr--Queries(rank=91); Literature--ChIP-seq(rank=94); GTEx--Coexpression(rank=173); ARCHS4--Coexpression(rank=237)","266","0.064810000000000006","Enrichr Queries,0.06481"
"BATF","0.798473253441351782","0.798473253441351782","0.798473253441351782","Activated","215","viper","215","0.798473253441351782",NA,NA,"5","ENCODE--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=65); ReMap--ChIP-seq(rank=125); Enrichr--Queries(rank=439); GTEx--Coexpression(rank=537)","164","0.039930000000000000","ARCHS4 Coexpression,0.03993"
"JUND","0.768452820525898916","0.768452820525898916","0.768452820525898916","Activated","216","viper","216","0.768452820525898916",NA,NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=110); ARCHS4--Coexpression(rank=133); Enrichr--Queries(rank=367)","30","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"ATF1","0.768362345891610121","0.768362345891610121","0.768362345891610121","Activated","217","viper","217","0.768362345891610121",NA,NA,"5","ENCODE--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=987); Enrichr--Queries(rank=1118); ARCHS4--Coexpression(rank=1421)","1229","0.430999999999999994","ReMap ChIP-seq,0.431"
"SPIB","0.765946423329233017","0.765946423329233017","0.765946423329233017","Activated","218","viper","218","0.765946423329233017",NA,NA,"4","ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=393); Enrichr--Queries(rank=446); GTEx--Coexpression(rank=596)","839","0.241400000000000003","ARCHS4 Coexpression,0.2414"
"NFYA","-0.759376499639866975","-0.759376499639866975","0.759376499639866975","Repressed","219","viper","219","0.759376499639866975",NA,NA,"5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=815); ARCHS4--Coexpression(rank=946); Enrichr--Queries(rank=1219)","1355","0.507199999999999984","GTEx Coexpression,0.5072"
"MYBL2","-0.721976406927099634","-0.721976406927099634","0.721976406927099634","Repressed","220","viper","220","0.721976406927099634",NA,NA,"6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=145); ReMap--ChIP-seq(rank=217); GTEx--Coexpression(rank=762); ARCHS4--Coexpression(rank=1090); Enrichr--Queries(rank=1316)","1303","0.474200000000000010","GTEx Coexpression,0.4742"
"BCL11A","0.707889785695921536","0.707889785695921536","0.707889785695921536","Activated","221","viper","221","0.707889785695921536",NA,NA,"5","ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=146); ARCHS4--Coexpression(rank=152); Enrichr--Queries(rank=861)","367","0.090850000000000000","GTEx Coexpression,0.09085"
"HHEX","-0.695592928574178093","-0.695592928574178093","0.695592928574178093","Repressed","222","viper","222","0.695592928574178093",NA,NA,"4","ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=210); ARCHS4--Coexpression(rank=398); GTEx--Coexpression(rank=644)","564","0.149600000000000011","Enrichr Queries,0.1496"
"HINFP","-0.671996934687368652","-0.671996934687368652","0.671996934687368652","Repressed","223","viper","223","0.671996934687368652",NA,NA,"3","ReMap--ChIP-seq(rank=233); ARCHS4--Coexpression(rank=488); GTEx--Coexpression(rank=1228)","981","0.299800000000000011","ARCHS4 Coexpression,0.2998"
"NR1H3","0.666926391998543533","0.666926391998543533","0.666926391998543533","Activated","224","viper","224","0.666926391998543533",NA,NA,"5","Literature--ChIP-seq(rank=15); Enrichr--Queries(rank=158); ARCHS4--Coexpression(rank=194); ReMap--ChIP-seq(rank=202); GTEx--Coexpression(rank=1087)","370","0.091460000000000000","Literature ChIP-seq,0.09146"
"CREB3","-0.633006251215895710","-0.633006251215895710","0.633006251215895710","Repressed","225","viper","225","0.633006251215895710",NA,NA,"4","ReMap--ChIP-seq(rank=75); Enrichr--Queries(rank=175); ARCHS4--Coexpression(rank=192); GTEx--Coexpression(rank=976)","466","0.117900000000000005","ARCHS4 Coexpression,0.1179"
"LYL1","0.625691516906372258","0.625691516906372258","0.625691516906372258","Activated","226","viper","226","0.625691516906372258",NA,NA,"5","ReMap--ChIP-seq(rank=91); Literature--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=519); Enrichr--Queries(rank=579); GTEx--Coexpression(rank=813)","996","0.306400000000000006","ReMap ChIP-seq,0.3064"
"ZBED1","-0.625190002495759178","-0.625190002495759178","0.625190002495759178","Repressed","227","viper","227","0.625190002495759178",NA,NA,"4","ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=328); ARCHS4--Coexpression(rank=506); GTEx--Coexpression(rank=1529)","812","0.233600000000000002","Enrichr Queries,0.2336"
"STAT4","0.608577977276195115","0.608577977276195115","0.608577977276195115","Activated","228","viper","228","0.608577977276195115",NA,NA,"4","Literature--ChIP-seq(rank=11); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=302); GTEx--Coexpression(rank=946)","202","0.049750000000000003","ARCHS4 Coexpression,0.04975"
"TCF7","0.594219756592595849","0.594219756592595849","0.594219756592595849","Activated","229","viper","229","0.594219756592595849",NA,NA,"5","Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=123); Enrichr--Queries(rank=315); ARCHS4--Coexpression(rank=400); GTEx--Coexpression(rank=485)","789","0.224399999999999988","Enrichr Queries,0.2244"
"ZNF740","-0.583767838159331420","-0.583767838159331420","0.583767838159331420","Repressed","230","viper","230","0.583767838159331420",NA,NA,"4","ReMap--ChIP-seq(rank=185); ARCHS4--Coexpression(rank=469); Enrichr--Queries(rank=1231); GTEx--Coexpression(rank=1505)","952","0.288100000000000023","ARCHS4 Coexpression,0.2881"
"RFX5","0.577544451734473441","0.577544451734473441","0.577544451734473441","Activated","231","viper","231","0.577544451734473441",NA,NA,"5","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=46); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=653); Enrichr--Queries(rank=751)","582","0.154900000000000010","ReMap ChIP-seq,0.1549"
"NR2F1","-0.553463626362137640","-0.553463626362137640","0.553463626362137640","Repressed","232","viper","232","0.553463626362137640",NA,NA,"4","ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=363); GTEx--Coexpression(rank=1114); ARCHS4--Coexpression(rank=1266)","886","0.258500000000000008","Enrichr Queries,0.2585"
"TCF7L2","0.535686672274497844","0.535686672274497844","0.535686672274497844","Activated","233","viper","233","0.535686672274497844",NA,NA,"6","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=148); GTEx--Coexpression(rank=242); Enrichr--Queries(rank=656); ARCHS4--Coexpression(rank=1528)","183","0.043770000000000003","ReMap ChIP-seq,0.04377"
"SP2","0.535274710222138794","0.535274710222138794","0.535274710222138794","Activated","234","viper","234","0.535274710222138794",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=278); GTEx--Coexpression(rank=436); ARCHS4--Coexpression(rank=621); Enrichr--Queries(rank=867)","916","0.271299999999999986","GTEx Coexpression,0.2713"
"ELF5","-0.467132660974575231","-0.467132660974575231","0.467132660974575231","Repressed","235","viper","235","0.467132660974575231",NA,NA,"5","Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=177); GTEx--Coexpression(rank=193); Enrichr--Queries(rank=267); ARCHS4--Coexpression(rank=300)","475","0.120099999999999998","GTEx Coexpression,0.1201"
"ZNF263","-0.435357240293101966","-0.435357240293101966","0.435357240293101966","Repressed","236","viper","236","0.435357240293101966",NA,NA,"6","ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=158); ReMap--ChIP-seq(rank=276); ARCHS4--Coexpression(rank=720); Enrichr--Queries(rank=740); GTEx--Coexpression(rank=1188)","1249","0.442300000000000026","ARCHS4 Coexpression,0.4423"
"TGIF2","-0.421607884520969978","-0.421607884520969978","0.421607884520969978","Repressed","237","viper","237","0.421607884520969978",NA,NA,"4","ReMap--ChIP-seq(rank=164); GTEx--Coexpression(rank=181); Enrichr--Queries(rank=610); ARCHS4--Coexpression(rank=952)","442","0.112600000000000006","GTEx Coexpression,0.1126"
"HNF1A","0.419755424224814266","0.419755424224814266","0.419755424224814266","Activated","238","viper","238","0.419755424224814266",NA,NA,"3","ARCHS4--Coexpression(rank=230); GTEx--Coexpression(rank=782); Enrichr--Queries(rank=855)","539","0.141300000000000009","ARCHS4 Coexpression,0.1413"
