"TF","DLD1_HCT15_SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFYB","-1.169767238541939092","-1.169767238541939092","1.169767238541939092","Repressed","159","viper","159","1.169767238541939092",NA,NA,"5","ENCODE--ChIP-seq(rank=92); GTEx--Coexpression(rank=141); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=936); ARCHS4--Coexpression(rank=1343)","319","0.087739999999999999","GTEx Coexpression,0.08774"
"NFIC","-1.166748919569462695","-1.166748919569462695","1.166748919569462695","Repressed","160","viper","160","1.166748919569462695",NA,NA,"5","ENCODE--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=80); GTEx--Coexpression(rank=319); Enrichr--Queries(rank=891); ARCHS4--Coexpression(rank=1454)","393","0.110200000000000006","ENCODE ChIP-seq,0.1102"
"MAF","1.150030247697033658","1.150030247697033658","1.150030247697033658","Activated","161","viper","161","1.150030247697033658",NA,NA,"4","ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=19); Enrichr--Queries(rank=138); ReMap--ChIP-seq(rank=157)","38","0.009828000000000000","ARCHS4 Coexpression,0.009828"
"MEIS2","1.147314003949916117","1.147314003949916117","1.147314003949916117","Activated","162","viper","162","1.147314003949916117",NA,NA,"4","ReMap--ChIP-seq(rank=23); GTEx--Coexpression(rank=549); ARCHS4--Coexpression(rank=649); Enrichr--Queries(rank=771)","282","0.077439999999999995","ReMap ChIP-seq,0.07744"
"TEAD2","1.138042278861626233","1.138042278861626233","1.138042278861626233","Activated","163","viper","163","1.138042278861626233",NA,NA,"4","ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=423); Enrichr--Queries(rank=613); ARCHS4--Coexpression(rank=971)","852","0.263199999999999990","GTEx Coexpression,0.2632"
"ZBTB33","1.127606992881744707","1.127606992881744707","1.127606992881744707","Activated","164","viper","164","1.127606992881744707",NA,NA,"5","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=278); GTEx--Coexpression(rank=353); Enrichr--Queries(rank=1166); ARCHS4--Coexpression(rank=1350)","744","0.219700000000000006","GTEx Coexpression,0.2197"
"ASCL1","1.117058453354632608","1.117058453354632608","1.117058453354632608","Activated","165","viper","165","1.117058453354632608",NA,NA,"4","ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=379); GTEx--Coexpression(rank=631); Enrichr--Queries(rank=850)","774","0.232800000000000007","ARCHS4 Coexpression,0.2328"
"ZEB2","-1.115728099276273255","-1.115728099276273255","1.115728099276273255","Repressed","166","viper","166","1.115728099276273255",NA,NA,"4","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=583); ARCHS4--Coexpression(rank=968); GTEx--Coexpression(rank=1549)","89","0.023570000000000001","ReMap ChIP-seq,0.02357"
"ZBED1","-1.113003989436741170","-1.113003989436741170","1.113003989436741170","Repressed","167","viper","167","1.113003989436741170",NA,NA,"4","GTEx--Coexpression(rank=155); ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=337); ARCHS4--Coexpression(rank=644)","347","0.096449999999999994","GTEx Coexpression,0.09645"
"MEIS1","1.101471917672242951","1.101471917672242951","1.101471917672242951","Activated","168","viper","168","1.101471917672242951",NA,NA,"5","Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=208); GTEx--Coexpression(rank=405); Enrichr--Queries(rank=568); ARCHS4--Coexpression(rank=608)","821","0.252000000000000002","GTEx Coexpression,0.252"
"STAT6","1.084317237378277232","1.084317237378277232","1.084317237378277232","Activated","169","viper","169","1.084317237378277232",NA,NA,"4","Literature--ChIP-seq(rank=120); ARCHS4--Coexpression(rank=164); Enrichr--Queries(rank=400); GTEx--Coexpression(rank=985)","359","0.100699999999999998","ARCHS4 Coexpression,0.1007"
"MITF","1.048692109277673534","1.048692109277673534","1.048692109277673534","Activated","170","viper","170","1.048692109277673534",NA,NA,"5","Literature--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=125); Enrichr--Queries(rank=135); GTEx--Coexpression(rank=425)","280","0.076780000000000001","ARCHS4 Coexpression,0.07678"
"BCL6","-1.012084764684683558","-1.012084764684683558","1.012084764684683558","Repressed","171","viper","171","1.012084764684683558",NA,NA,"5","Enrichr--Queries(rank=27); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=216); GTEx--Coexpression(rank=402); ARCHS4--Coexpression(rank=403)","73","0.019230000000000001","Enrichr Queries,0.01923"
"STAT4","1.000139489480277533","1.000139489480277533","1.000139489480277533","Activated","172","viper","172","1.000139489480277533",NA,NA,"4","Literature--ChIP-seq(rank=47); ARCHS4--Coexpression(rank=96); Enrichr--Queries(rank=653); GTEx--Coexpression(rank=1132)","221","0.058970000000000002","ARCHS4 Coexpression,0.05897"
"RUNX1","0.984486340963950823","0.984486340963950823","0.984486340963950823","Activated","173","viper","173","0.984486340963950823",NA,NA,"5","Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=199); ARCHS4--Coexpression(rank=686); GTEx--Coexpression(rank=1101)","492","0.141699999999999993","Enrichr Queries,0.1417"
"PROX1","0.978534357071697669","0.978534357071697669","0.978534357071697669","Activated","174","viper","174","0.978534357071697669",NA,NA,"4","ReMap--ChIP-seq(rank=35); Enrichr--Queries(rank=368); ARCHS4--Coexpression(rank=654); GTEx--Coexpression(rank=800)","416","0.117800000000000002","ReMap ChIP-seq,0.1178"
"KMT2A","-0.964351468334182282","-0.964351468334182282","0.964351468334182282","Repressed","175","viper","175","0.964351468334182282",NA,NA,"3","ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=1106); GTEx--Coexpression(rank=1293)","1523","0.679400000000000004","ARCHS4 Coexpression,0.6794"
"USF1","-0.963219881350563023","-0.963219881350563023","0.963219881350563023","Repressed","176","viper","176","0.963219881350563023",NA,NA,"5","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=533); ARCHS4--Coexpression(rank=666); GTEx--Coexpression(rank=799)","875","0.271199999999999997","ENCODE ChIP-seq,0.2712"
"CEBPD","0.962247571767346099","0.962247571767346099","0.962247571767346099","Activated","177","viper","177","0.962247571767346099",NA,NA,"5","ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=212); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=797)","453","0.130200000000000010","ARCHS4 Coexpression,0.1302"
"PDX1","0.953585736613049462","0.953585736613049462","0.953585736613049462","Activated","178","viper","178","0.953585736613049462",NA,NA,"5","Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=190); ARCHS4--Coexpression(rank=347); GTEx--Coexpression(rank=1054); Enrichr--Queries(rank=1243)","729","0.213100000000000012","ARCHS4 Coexpression,0.2131"
"PPARA","0.949407663903681032","0.949407663903681032","0.949407663903681032","Activated","179","viper","179","0.949407663903681032",NA,NA,"3","ARCHS4--Coexpression(rank=291); Enrichr--Queries(rank=375); GTEx--Coexpression(rank=656)","620","0.178699999999999998","ARCHS4 Coexpression,0.1787"
"SP1","0.943197731680495699","0.943197731680495699","0.943197731680495699","Activated","180","viper","180","0.943197731680495699",NA,NA,"5","ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=378); GTEx--Coexpression(rank=786); Enrichr--Queries(rank=1189)","726","0.211900000000000005","ENCODE ChIP-seq,0.2119"
"VDR","0.942558554429005824","0.942558554429005824","0.942558554429005824","Activated","181","viper","181","0.942558554429005824",NA,NA,"5","Enrichr--Queries(rank=32); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=202); GTEx--Coexpression(rank=448)","85","0.022790000000000001","Enrichr Queries,0.02279"
"SOX9","0.911621844289192462","0.911621844289192462","0.911621844289192462","Activated","182","viper","182","0.911621844289192462",NA,NA,"5","Enrichr--Queries(rank=44); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=327); GTEx--Coexpression(rank=1520)","123","0.031340000000000000","Enrichr Queries,0.03134"
"HHEX","-0.903346688698410616","-0.903346688698410616","0.903346688698410616","Repressed","183","viper","183","0.903346688698410616",NA,NA,"4","Enrichr--Queries(rank=165); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=562); GTEx--Coexpression(rank=718)","414","0.117499999999999993","Enrichr Queries,0.1175"
"PKNOX1","0.890944215258918093","0.890944215258918093","0.890944215258918093","Activated","184","viper","184","0.890944215258918093",NA,NA,"4","ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=471); Enrichr--Queries(rank=933); ARCHS4--Coexpression(rank=1178)","925","0.293100000000000027","GTEx Coexpression,0.2931"
"TFAP2C","0.861820720706953036","0.861820720706953036","0.861820720706953036","Activated","185","viper","185","0.861820720706953036",NA,NA,"6","ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=58); ENCODE--ChIP-seq(rank=66); GTEx--Coexpression(rank=108); ARCHS4--Coexpression(rank=161); Enrichr--Queries(rank=600)","245","0.067210000000000006","GTEx Coexpression,0.06721"
"MYBL2","-0.860241748076772450","-0.860241748076772450","0.860241748076772450","Repressed","186","viper","186","0.860241748076772450",NA,NA,"6","ENCODE--ChIP-seq(rank=103); Literature--ChIP-seq(rank=140); ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=993); ARCHS4--Coexpression(rank=1135); Enrichr--Queries(rank=1364)","1471","0.617900000000000005","GTEx Coexpression,0.6179"
"NFE2","0.856950028824117083","0.856950028824117083","0.856950028824117083","Activated","187","viper","187","0.856950028824117083",NA,NA,"5","Enrichr--Queries(rank=59); ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=120); ARCHS4--Coexpression(rank=366); GTEx--Coexpression(rank=446)","164","0.042020000000000002","Enrichr Queries,0.04202"
"GATA4","0.850854171533313997","0.850854171533313997","0.850854171533313997","Activated","188","viper","188","0.850854171533313997",NA,NA,"5","Literature--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=54); ReMap--ChIP-seq(rank=110); Enrichr--Queries(rank=461); GTEx--Coexpression(rank=646)","128","0.033169999999999998","ARCHS4 Coexpression,0.03317"
"KLF1","0.833095822312102885","0.833095822312102885","0.833095822312102885","Activated","189","viper","189","0.833095822312102885",NA,NA,"5","Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=691); ARCHS4--Coexpression(rank=721); GTEx--Coexpression(rank=1141)","1243","0.442900000000000016","ARCHS4 Coexpression,0.4429"
"ELF3","0.825131531879213176","0.825131531879213176","0.825131531879213176","Activated","190","viper","190","0.825131531879213176",NA,NA,"4","ARCHS4--Coexpression(rank=13); ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=31); GTEx--Coexpression(rank=203)","31","0.007985000000000001","ARCHS4 Coexpression,0.007985"
"NR2F6","0.808953776320861406","0.808953776320861406","0.808953776320861406","Activated","191","viper","191","0.808953776320861406",NA,NA,"4","ReMap--ChIP-seq(rank=38); Enrichr--Queries(rank=381); ARCHS4--Coexpression(rank=735); GTEx--Coexpression(rank=830)","447","0.127900000000000014","ReMap ChIP-seq,0.1279"
"CREB1","0.783381194855455321","0.783381194855455321","0.783381194855455321","Activated","192","viper","192","0.783381194855455321",NA,NA,"6","ENCODE--ChIP-seq(rank=70); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=158); GTEx--Coexpression(rank=530); Enrichr--Queries(rank=1177); ARCHS4--Coexpression(rank=1498)","1015","0.329799999999999982","GTEx Coexpression,0.3298"
"ZNF263","0.771799207741120430","0.771799207741120430","0.771799207741120430","Activated","193","viper","193","0.771799207741120430",NA,NA,"6","Literature--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=686); ARCHS4--Coexpression(rank=823); GTEx--Coexpression(rank=1307)","711","0.207300000000000012","Literature ChIP-seq,0.2073"
"CTCF","0.763121975853977341","0.763121975853977341","0.763121975853977341","Activated","194","viper","194","0.763121975853977341",NA,NA,"6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=153); ARCHS4--Coexpression(rank=1070); GTEx--Coexpression(rank=1175); Enrichr--Queries(rank=1282)","419","0.118599999999999997","ENCODE ChIP-seq,0.1186"
"HOXB13","0.758773116504727008","0.758773116504727008","0.758773116504727008","Activated","195","viper","195","0.758773116504727008",NA,NA,"4","ReMap--ChIP-seq(rank=254); Enrichr--Queries(rank=343); GTEx--Coexpression(rank=503); ARCHS4--Coexpression(rank=817)","801","0.244299999999999989","Enrichr Queries,0.2443"
"NR1H3","0.733495652725517866","0.733495652725517866","0.733495652725517866","Activated","196","viper","196","0.733495652725517866",NA,NA,"5","Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=32); Enrichr--Queries(rank=58); ARCHS4--Coexpression(rank=187); ReMap--ChIP-seq(rank=261)","76","0.019910000000000001","GTEx Coexpression,0.01991"
"DUX4","-0.719817476631493203","-0.719817476631493203","0.719817476631493203","Repressed","197","viper","197","0.719817476631493203",NA,NA,"2","ReMap--ChIP-seq(rank=292); ARCHS4--Coexpression(rank=667)","1187","0.409700000000000009","ARCHS4 Coexpression,0.4097"
"BCL11A","0.684651698041531920","0.684651698041531920","0.684651698041531920","Activated","198","viper","198","0.684651698041531920",NA,NA,"5","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=141); GTEx--Coexpression(rank=210); ARCHS4--Coexpression(rank=301); Enrichr--Queries(rank=783)","455","0.130700000000000011","GTEx Coexpression,0.1307"
"CEBPA","-0.683108052105926289","-0.683108052105926289","0.683108052105926289","Repressed","199","viper","199","0.683108052105926289",NA,NA,"5","Literature--ChIP-seq(rank=42); Enrichr--Queries(rank=53); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=122); ARCHS4--Coexpression(rank=293)","147","0.037749999999999999","Enrichr Queries,0.03775"
"BHLHE40","-0.673022705950282241","-0.673022705950282241","0.673022705950282241","Repressed","200","viper","200","0.673022705950282241",NA,NA,"4","GTEx--Coexpression(rank=14); ENCODE--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=87); ReMap--ChIP-seq(rank=155)","35","0.008711999999999999","GTEx Coexpression,0.008712"
"USF2","0.659231217108450895","0.659231217108450895","0.659231217108450895","Activated","201","viper","201","0.659231217108450895",NA,NA,"5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=921); ARCHS4--Coexpression(rank=1286); GTEx--Coexpression(rank=1602)","549","0.158200000000000007","ReMap ChIP-seq,0.1582"
"ONECUT1","0.655921685995975223","0.655921685995975223","0.655921685995975223","Activated","202","viper","202","0.655921685995975223",NA,NA,"4","ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=726); Enrichr--Queries(rank=729); GTEx--Coexpression(rank=832)","1248","0.445900000000000019","ARCHS4 Coexpression,0.4459"
"RUNX3","-0.654177930469659219","-0.654177930469659219","0.654177930469659219","Repressed","203","viper","203","0.654177930469659219",NA,NA,"5","ARCHS4--Coexpression(rank=94); ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=167); Enrichr--Queries(rank=255); GTEx--Coexpression(rank=455)","218","0.057740000000000000","ARCHS4 Coexpression,0.05774"
"TCF7","0.649358323424686690","0.649358323424686690","0.649358323424686690","Activated","204","viper","204","0.649358323424686690",NA,NA,"5","Literature--ChIP-seq(rank=135); ReMap--ChIP-seq(rank=169); ARCHS4--Coexpression(rank=277); Enrichr--Queries(rank=326); GTEx--Coexpression(rank=777)","589","0.170100000000000001","ARCHS4 Coexpression,0.1701"
"BATF","0.627481879539248166","0.627481879539248166","0.627481879539248166","Activated","205","viper","205","0.627481879539248166",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=332); GTEx--Coexpression(rank=823)","410","0.116099999999999995","ARCHS4 Coexpression,0.1161"
"NR5A2","0.621170073111815935","0.621170073111815935","0.621170073111815935","Activated","206","viper","206","0.621170073111815935",NA,NA,"4","ReMap--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=331); Enrichr--Queries(rank=744); GTEx--Coexpression(rank=791)","697","0.203300000000000008","ARCHS4 Coexpression,0.2033"
"SOX6","-0.613397166358626178","-0.613397166358626178","0.613397166358626178","Repressed","207","viper","207","0.613397166358626178",NA,NA,"4","GTEx--Coexpression(rank=30); ReMap--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=592); Enrichr--Queries(rank=1181)","71","0.018669999999999999","GTEx Coexpression,0.01867"
"EGR1","0.608529556057410326","0.608529556057410326","0.608529556057410326","Activated","208","viper","208","0.608529556057410326",NA,NA,"6","GTEx--Coexpression(rank=5); Enrichr--Queries(rank=13); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=126)","12","0.003111000000000000","GTEx Coexpression,0.003111"
"HNF1B","0.581389425332997201","0.581389425332997201","0.581389425332997201","Activated","209","viper","209","0.581389425332997201",NA,NA,"3","ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=41); Enrichr--Queries(rank=349)","94","0.025180000000000001","ARCHS4 Coexpression,0.02518"
"LYL1","0.568899981220839512","0.568899981220839512","0.568899981220839512","Activated","210","viper","210","0.568899981220839512",NA,NA,"5","Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=418); ARCHS4--Coexpression(rank=655); GTEx--Coexpression(rank=1027)","905","0.286200000000000010","ReMap ChIP-seq,0.2862"
"PRDM1","0.566286327398420775","0.566286327398420775","0.566286327398420775","Activated","211","viper","211","0.566286327398420775",NA,NA,"5","GTEx--Coexpression(rank=4); ENCODE--ChIP-seq(rank=16); Enrichr--Queries(rank=73); ReMap--ChIP-seq(rank=79); ARCHS4--Coexpression(rank=105)","9","0.002489000000000000","GTEx Coexpression,0.002489"
"AR","0.525710712581757056","0.525710712581757056","0.525710712581757056","Activated","212","viper","212","0.525710712581757056",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=136); GTEx--Coexpression(rank=526); Enrichr--Queries(rank=572); ARCHS4--Coexpression(rank=1511)","1008","0.327299999999999980","GTEx Coexpression,0.3273"
"PAX8","0.522239559457464364","0.522239559457464364","0.522239559457464364","Activated","213","viper","213","0.522239559457464364",NA,NA,"4","ReMap--ChIP-seq(rank=107); Enrichr--Queries(rank=324); ARCHS4--Coexpression(rank=548); GTEx--Coexpression(rank=1100)","768","0.230800000000000005","Enrichr Queries,0.2308"
"SRF","-0.502805817326799964","-0.502805817326799964","0.502805817326799964","Repressed","214","viper","214","0.502805817326799964",NA,NA,"6","ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=178); Enrichr--Queries(rank=238); GTEx--Coexpression(rank=284); ARCHS4--Coexpression(rank=1053)","587","0.169500000000000012","Enrichr Queries,0.1695"
"GLI2","-0.493634149166932545","-0.493634149166932545","0.493634149166932545","Repressed","215","viper","215","0.493634149166932545",NA,NA,"3","GTEx--Coexpression(rank=149); Enrichr--Queries(rank=858); ARCHS4--Coexpression(rank=913)","335","0.092719999999999997","GTEx Coexpression,0.09272"
"TBX21","0.490254172682125455","0.490254172682125455","0.490254172682125455","Activated","216","viper","216","0.490254172682125455",NA,NA,"4","ReMap--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=148); GTEx--Coexpression(rank=447); Enrichr--Queries(rank=703)","330","0.090910000000000005","ARCHS4 Coexpression,0.09091"
"NR2F1","-0.486516913939109674","-0.486516913939109674","0.486516913939109674","Repressed","217","viper","217","0.486516913939109674",NA,NA,"4","ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=367); GTEx--Coexpression(rank=1250); ARCHS4--Coexpression(rank=1273)","846","0.261400000000000021","Enrichr Queries,0.2614"
"ATF6","0.474974290754485329","0.474974290754485329","0.474974290754485329","Activated","218","viper","218","0.474974290754485329",NA,NA,"3","ARCHS4--Coexpression(rank=169); GTEx--Coexpression(rank=748); Enrichr--Queries(rank=831)","373","0.103800000000000003","ARCHS4 Coexpression,0.1038"
"EOMES","-0.471588285505692151","-0.471588285505692151","0.471588285505692151","Repressed","219","viper","219","0.471588285505692151",NA,NA,"5","Literature--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=453); Enrichr--Queries(rank=622); ARCHS4--Coexpression(rank=773)","897","0.281899999999999984","GTEx Coexpression,0.2819"
"CUX1","0.464448415406258752","0.464448415406258752","0.464448415406258752","Activated","220","viper","220","0.464448415406258752",NA,NA,"6","ReMap--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=104); Literature--ChIP-seq(rank=112); GTEx--Coexpression(rank=844); ARCHS4--Coexpression(rank=962); Enrichr--Queries(rank=1289)","172","0.043770000000000003","ReMap ChIP-seq,0.04377"
"ZNF143","0.446925901593123731","0.446925901593123731","0.446925901593123731","Activated","221","viper","221","0.446925901593123731",NA,NA,"5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=185); Enrichr--Queries(rank=370); GTEx--Coexpression(rank=848); ARCHS4--Coexpression(rank=1501)","854","0.263500000000000012","Enrichr Queries,0.2635"
"ZBTB7A","-0.426540180352011855","-0.426540180352011855","0.426540180352011855","Repressed","222","viper","222","0.426540180352011855",NA,NA,"5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=233); Enrichr--Queries(rank=930); ARCHS4--Coexpression(rank=1463)","507","0.144999999999999990","GTEx Coexpression,0.145"
"TWIST1","0.423925031279190456","0.423925031279190456","0.423925031279190456","Activated","223","viper","223","0.423925031279190456",NA,NA,"4","ReMap--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=120); Enrichr--Queries(rank=628); GTEx--Coexpression(rank=1586)","267","0.073709999999999998","ARCHS4 Coexpression,0.07371"
"RFX1","-0.411545909850163816","-0.411545909850163816","0.411545909850163816","Repressed","224","viper","224","0.411545909850163816",NA,NA,"4","ReMap--ChIP-seq(rank=232); GTEx--Coexpression(rank=321); ARCHS4--Coexpression(rank=684); Enrichr--Queries(rank=1079)","685","0.199800000000000005","GTEx Coexpression,0.1998"
"MBD2","0.372163905023148112","0.372163905023148112","0.372163905023148112","Activated","225","viper","225","0.372163905023148112",NA,NA,"4","ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=304); Enrichr--Queries(rank=1073); GTEx--Coexpression(rank=1416)","645","0.186700000000000005","ARCHS4 Coexpression,0.1867"
"E2F7","-0.355628492850426192","-0.355628492850426192","0.355628492850426192","Repressed","226","viper","226","0.355628492850426192",NA,NA,"5","ReMap--ChIP-seq(rank=77); Literature--ChIP-seq(rank=161); GTEx--Coexpression(rank=929); Enrichr--Queries(rank=1037); ARCHS4--Coexpression(rank=1281)","841","0.259299999999999975","ReMap ChIP-seq,0.2593"
"FLI1","0.343875571022964566","0.343875571022964566","0.343875571022964566","Activated","227","viper","227","0.343875571022964566",NA,NA,"6","Literature--ChIP-seq(rank=70); ENCODE--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=165); ReMap--ChIP-seq(rank=287); GTEx--Coexpression(rank=329); Enrichr--Queries(rank=584)","363","0.101400000000000004","ARCHS4 Coexpression,0.1014"
"RFX2","0.342763928606412360","0.342763928606412360","0.342763928606412360","Activated","228","viper","228","0.342763928606412360",NA,NA,"4","ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=240); GTEx--Coexpression(rank=264); ARCHS4--Coexpression(rank=683)","569","0.164300000000000002","GTEx Coexpression,0.1643"
"FOXA2","0.319861801304479720","0.319861801304479720","0.319861801304479720","Activated","229","viper","229","0.319861801304479720",NA,NA,"6","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=74); GTEx--Coexpression(rank=176); Enrichr--Queries(rank=342); ARCHS4--Coexpression(rank=371)","389","0.109500000000000000","GTEx Coexpression,0.1095"
"NFYA","-0.318928806689599886","-0.318928806689599886","0.318928806689599886","Repressed","230","viper","230","0.318928806689599886",NA,NA,"5","ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=256); Enrichr--Queries(rank=518); ARCHS4--Coexpression(rank=1018); GTEx--Coexpression(rank=1030)","1110","0.368900000000000006","Enrichr Queries,0.3689"
"TCF7L2","0.300138750876648319","0.300138750876648319","0.300138750876648319","Activated","231","viper","231","0.300138750876648319",NA,NA,"6","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=61); Literature--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=474); GTEx--Coexpression(rank=532); Enrichr--Queries(rank=603)","705","0.205399999999999999","ReMap ChIP-seq,0.2054"
"RXRA","0.284000371965960119","0.284000371965960119","0.284000371965960119","Activated","232","viper","232","0.284000371965960119",NA,NA,"6","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=108); Literature--ChIP-seq(rank=139); GTEx--Coexpression(rank=305); ARCHS4--Coexpression(rank=344); Enrichr--Queries(rank=687)","614","0.177999999999999992","ENCODE ChIP-seq,0.178"
"PAX5","0.278875680760436007","0.278875680760436007","0.278875680760436007","Activated","233","viper","233","0.278875680760436007",NA,NA,"5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=394); Enrichr--Queries(rank=640); GTEx--Coexpression(rank=1106)","796","0.241999999999999993","ARCHS4 Coexpression,0.242"
"JUND","0.273121776791408255","0.273121776791408255","0.273121776791408255","Activated","234","viper","234","0.273121776791408255",NA,NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=32); GTEx--Coexpression(rank=175); Enrichr--Queries(rank=483); ARCHS4--Coexpression(rank=574)","32","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"ZNF740","0.257207798465456827","0.257207798465456827","0.257207798465456827","Activated","235","viper","235","0.257207798465456827",NA,NA,"4","ReMap--ChIP-seq(rank=194); ARCHS4--Coexpression(rank=316); Enrichr--Queries(rank=803); GTEx--Coexpression(rank=1529)","670","0.194099999999999995","ARCHS4 Coexpression,0.1941"
"SMAD1","-0.254492795794201476","-0.254492795794201476","0.254492795794201476","Repressed","236","viper","236","0.254492795794201476",NA,NA,"5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=213); ARCHS4--Coexpression(rank=269); Enrichr--Queries(rank=488); GTEx--Coexpression(rank=1166)","574","0.165200000000000014","ARCHS4 Coexpression,0.1652"
"ETS2","-0.250239809519809175","-0.250239809519809175","0.250239809519809175","Repressed","237","viper","237","0.250239809519809175",NA,NA,"4","Enrichr--Queries(rank=24); ARCHS4--Coexpression(rank=104); Literature--ChIP-seq(rank=124); GTEx--Coexpression(rank=229)","67","0.017090000000000001","Enrichr Queries,0.01709"
"CDX2","0.247855766733886179","0.247855766733886179","0.247855766733886179","Activated","238","viper","238","0.247855766733886179",NA,NA,"5","ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=203); GTEx--Coexpression(rank=380); Enrichr--Queries(rank=852)","116","0.030300000000000001","ReMap ChIP-seq,0.0303"
