"Analysis_Name","Methods","Method_Labels","Method_Count","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant","Intersected_TF_Count","ATF3_Consensus_Rank","ATF3_Mean_Selected_Rank","ATF3_Best_Selected_Rank","ATF3_Worst_Selected_Rank","ATF3_Source_Method_Count","ATF3_CheA3_Library_Count","ATF3_CheA3_Integrated_TopRank","ATF3_Method_Details","Top1_TF"
"SW948","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,163,8,77.5,2,154,6,6,2,"ChEA3(rank=2); VIPER(rank=152); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,164,1,10,1,24,6,6,1,"ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,213,15,112.75,35,244,6,6,244,"ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,185,1,6.5,1,13,6,6,1,"ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,170,1,14.75,1,41,6,6,1,"ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,211,3,24.5,1,90,6,6,1,"ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,FALSE,FALSE,201,7,57.25,4,99,6,6,4,"ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","PPARG"
"RKO","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,226,19,123.5,9,184,6,6,171,"ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,194,15,92,37,162,6,6,122,"ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","chea3;enrichr;trrust;collectri","ChEA3;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,205,5,48.25,2,154,6,6,2,"ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","DDIT3"
"ALL","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,135,7,49.25,5,158,6,6,1,"VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,152,13,78,35,129,6,6,244,"VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,139,4,21,4,59,6,6,1,"VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,136,6,36.75,5,89,6,6,1,"VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","STAT1"
"HCT15","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,150,18,68.25,2,176,6,6,1,"VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,FALSE,FALSE,147,38,101.25,57,180,6,6,4,"VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","SP3"
"RKO","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,150,39,133.5,9,211,6,6,171,"VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,146,37,113.25,37,207,6,6,122,"VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","viper;enrichr;trrust;collectri","VIPER;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,149,25,85.75,2,154,6,6,2,"VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,FALSE,136,9,46.4,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","JUN"
"DLD1","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,TRUE,153,23,112.6,42,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","E2F1"
"DLD1_HCT15","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,FALSE,140,2,17.2,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","JUN"
"DLD1_HCT15_SW48","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,FALSE,137,4,33,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,TRUE,151,13,60.4,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","JUN"
"HT55","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,FALSE,FALSE,148,19,73.6,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","ESR1"
"RKO","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,TRUE,151,31,131.8,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,FALSE,147,37,120.6,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","dorothea;chea3;viper;enrichr;trrust","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST",5,TRUE,FALSE,150,13,76.8,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","JUN"
"ALL","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,FALSE,173,5,45.4,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,TRUE,196,13,111,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,FALSE,179,1,16.2,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,FALSE,176,1,25.8,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,TRUE,192,7,42.8,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,FALSE,FALSE,190,13,76,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","HIF1A"
"RKO","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,TRUE,195,27,142.6,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,FALSE,186,15,97.6,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;viper;enrichr;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI",5,TRUE,FALSE,190,4,46.4,2,152,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,FALSE,165,4,42.6,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,TRUE,165,11,93.8,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,FALSE,162,1,18,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,FALSE,164,1,31.6,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,TRUE,164,10,59.8,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,FALSE,FALSE,160,10,67.6,4,180,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); VIPER(rank=180); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,TRUE,155,33,166.8,130,211,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); VIPER(rank=211); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,FALSE,161,28,122.6,47,207,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); VIPER(rank=207); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;viper;trrust;collectri","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI",5,TRUE,FALSE,163,7,70.2,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); VIPER(rank=152); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,141,1,15.8,1,39,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,159,12,98.6,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,148,1,7,1,13,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,142,1,16.2,1,41,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,157,3,25.6,1,90,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,FALSE,FALSE,156,8,51.4,4,99,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,165,21,126.4,9,184,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,153,16,88.6,37,162,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;enrichr;trrust;collectri","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,154,4,46.8,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,135,6,47.2,5,158,6,6,1,"DoRothEA(rank=39, P=0.15); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,152,13,70.8,35,129,6,6,244,"DoRothEA(rank=42, P=0.0391); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,139,4,18.6,4,59,6,6,1,"DoRothEA(rank=9, P=0.00137); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,136,5,33.8,5,89,6,6,1,"DoRothEA(rank=22, P=0.0269); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","NFKB1"
"HCT15","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,150,16,60.6,2,176,6,6,1,"DoRothEA(rank=30, P=0.00958); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,FALSE,FALSE,147,31,86.6,28,180,6,6,4,"DoRothEA(rank=28, P=0.0132); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","SP3"
"RKO","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,150,41,134.4,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,146,36,105.6,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;viper;enrichr;trrust;collectri","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,149,22,76.8,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,135,2,39.6,1,158,6,6,1,"ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,152,12,111.2,35,244,6,6,244,"ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,139,1,17,1,59,6,6,1,"ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,136,1,29.6,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,150,9,54.8,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,FALSE,FALSE,147,13,81.8,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","CEBPB"
"RKO","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,TRUE,150,24,141,9,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,146,19,115,37,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","chea3;viper;enrichr;trrust;collectri","ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",5,TRUE,FALSE,149,7,69,2,154,6,6,2,"ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","dorothea;chea3;viper;enrichr;trrust;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,TRUE,FALSE,135,4,39.5,1,158,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","dorothea;chea3;viper;enrichr;trrust;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,TRUE,TRUE,152,10,99.6666666666667,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;viper;enrichr;trrust;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,TRUE,FALSE,139,1,15.6666666666667,1,59,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;viper;enrichr;trrust;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,TRUE,FALSE,136,1,28.3333333333333,1,89,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;viper;enrichr;trrust;collectri","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI",6,TRUE,TRUE,150,8,50.6666666666667,1,176,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
